"Version","Design","Route","Model","Species","Records","SumDifference","MeanDifference","ContributionToRecordMean","ContributionToSpeciesMean"
"v34_record_training","fivefold","binary","M2","Cromileptes_altivelis",6,0.15067633587456,0.02511272264576,0.000991291683385262,0.0005022544529152
"v34_record_training","fivefold","binary","M2","Ctenopharyngodon_idella",1,1.13242746753112,1.13242746753112,0.00745018070744159,0.0226485493506224
"v34_record_training","fivefold","binary","M2","Danio_rerio",3,2.72884370799285,0.909614569330951,0.0179529191315319,0.018192291386619
"v34_record_training","fivefold","binary","M2","Eleutheronema_tetradactylum",1,0.076686195288777,0.076686195288777,0.000504514442689322,0.00153372390577554
"v34_record_training","fivefold","binary","M2","Epinephelus_bruneus",3,0.207662253066804,0.069220751022268,0.00136619903333424,0.00138441502044536
"v34_record_training","fivefold","binary","M2","Epinephelus_coioides",2,0.0756608598336,0.0378304299168,0.000497768814694737,0.000756608598336
"v34_record_training","fivefold","binary","M2","Epinephelus_fuscoguttatus",2,0.214506794778996,0.107253397389498,0.00141122891301971,0.00214506794778996
"v34_record_training","fivefold","binary","M2","Epinephelus_lanceolatus",2,0.214506794778996,0.107253397389498,0.00141122891301971,0.00214506794778996
"v34_record_training","fivefold","binary","M2","Epinephelus_malabaricus",3,0.207662253066804,0.069220751022268,0.00136619903333424,0.00138441502044536
"v34_record_training","fivefold","binary","M2","Larimichthys_crocea",2,0.162180169903454,0.081090084951727,0.00106697480199641,0.00162180169903454
"v34_record_training","fivefold","binary","M2","Lateolabrax_japonicus",4,-0.0631040472804691,-0.0157760118201173,-0.00041515820579256,-0.000315520236402345
"v34_record_training","fivefold","binary","M2","Lateolabrax_maculatus",1,0.069220751022268,0.069220751022268,0.000455399677778079,0.00138441502044536
"v34_record_training","fivefold","binary","M2","Lates_calcarifer",4,-0.00113457207595197,-0.000283643018987992,-7.46428997336821e-06,-5.67286037975984e-06
"v34_record_training","fivefold","binary","M2","Lethrinus_nebulosus",2,-0.22644889042896,-0.11322444521448,-0.00148979533176947,-0.0022644889042896
"v34_record_training","fivefold","binary","M2","Lutjanus_erythropterus",1,0.07987405066359,0.07987405066359,0.000525487175418355,0.0015974810132718
"v34_record_training","fivefold","binary","M2","Maccullochella_peelii",8,-0.118963096792232,-0.014870387099029,-0.000782651952580473,-0.00029740774198058
"v34_record_training","fivefold","binary","M2","Micropterus_salmoides",3,-0.195930470693298,-0.065310156897766,-0.00128901625456117,-0.00130620313795532
"v34_record_training","fivefold","binary","M2","Mugil_cephalus",2,-0.0334955339891679,-0.0167477669945839,-0.000220365355191894,-0.000334955339891679
"v34_record_training","fivefold","binary","M2","Oplegnathus_fasciatus",23,2.46682813995845,0.107253397389498,0.0162291324997267,0.00214506794778996
"v34_record_training","fivefold","binary","M2","Oplegnathus_punctatus",1,0.076686195288777,0.076686195288777,0.000504514442689322,0.00153372390577554
"v34_record_training","fivefold","binary","M2","Oreochromis_niloticus",3,-0.139790242569246,-0.046596747523082,-0.000919672648481882,-0.00093193495046164
"v34_record_training","fivefold","binary","M2","Oxyeleotris_marmorata",2,0.214506794778996,0.107253397389498,0.00141122891301971,0.00214506794778996
"v34_record_training","fivefold","binary","M2","Pagrus_major",9,1.04602809761352,0.11622534417928,0.00688176380008897,0.00232450688358561
"v34_record_training","fivefold","binary","M2","Pampus_argenteus",5,1.06874183966124,0.213748367932248,0.00703119631356079,0.00427496735864496
"v34_record_training","fivefold","binary","M2","Paralichthys_olivaceus",2,0.05022544529152,0.02511272264576,0.000330430561128421,0.0005022544529152
"v34_record_training","fivefold","binary","M2","Platax_orbicularis",1,0.056192728531827,0.056192728531827,0.000369689003498862,0.00112385457063654
"v34_record_training","fivefold","binary","M2","Platichthys_stellatus",1,0.02511272264576,0.02511272264576,0.00016521528056421,0.0005022544529152
"v34_record_training","fivefold","binary","M2","Plectropomus_leopardus",2,0.112385457063654,0.056192728531827,0.000739378006997724,0.00112385457063654
"v34_record_training","fivefold","binary","M2","Poecilia_latipinna",1,0.53108567752509,0.53108567752509,0.0034939847205598,0.0106217135505018
"v34_record_training","fivefold","binary","M2","Poecilia_reticulata",3,1.87111746622289,0.623705822074296,0.0123099833304137,0.0124741164414859
"v34_record_training","fivefold","binary","M2","Poropanchax_normani",2,-0.621628940858256,-0.310814470429128,-0.00408966408459379,-0.00621628940858256
"v34_record_training","fivefold","binary","M2","Pterapogon_kauderni",3,-0.87337099033077,-0.29112366344359,-0.00574586177849191,-0.0058224732688718
"v34_record_training","fivefold","binary","M2","Pterophyllum_scalare",1,0.069220751022268,0.069220751022268,0.000455399677778079,0.00138441502044536
"v34_record_training","fivefold","binary","M2","Pygocentrus_nattereri",1,-0.803739596716971,-0.803739596716971,-0.00528776050471691,-0.0160747919343394
"v34_record_training","fivefold","binary","M2","Rhabdosargus_sarba",1,-0.32336641705087,-0.32336641705087,-0.00212741063849256,-0.0064673283410174
"v34_record_training","fivefold","binary","M2","Sciaenops_ocellatus",1,0.056192728531827,0.056192728531827,0.000369689003498862,0.00112385457063654
"v34_record_training","fivefold","binary","M2","Scophthalmus_maximus",1,0.07987405066359,0.07987405066359,0.000525487175418355,0.0015974810132718
"v34_record_training","fivefold","binary","M2","Seriola_dumerili",2,0.162180169903454,0.081090084951727,0.00106697480199641,0.00162180169903454
"v34_record_training","fivefold","binary","M2","Siniperca_chuatsi",11,1.40621726184218,0.127837932894744,0.00925142935422489,0.00255675865789488
"v34_record_training","fivefold","binary","M2","Siniperca_scherzeri",4,-0.082293839885083,-0.0205734599712708,-0.00054140684134923,-0.000411469199425415
"v34_record_training","fivefold","binary","M2","Thunnus_orientalis",3,-0.166404628635212,-0.0554682095450707,-0.00109476729365271,-0.00110936419090141
"v34_record_training","fivefold","binary","M2","Trichopodus_trichopterus",1,-0.203618357254665,-0.203618357254665,-0.0013395944556228,-0.0040723671450933
"v34_record_training","fivefold","binary","M2","Xiphophorus_hellerii",4,2.12434271010036,0.53108567752509,0.0139759388822392,0.0106217135505018
"v34_record_training","fivefold","binary","M2","Xiphophorus_maculatus",1,0.568380502135581,0.568380502135581,0.00373934540878672,0.0113676100427116
"v34_record_training","fivefold","binary","M3","Acanthopagrus_schlegelii",4,-0.17378724091988,-0.0434468102299699,-0.001143337111315,-0.000868936204599398
"v34_record_training","fivefold","binary","M3","Astronotus_ocellatus",2,0.212184810675542,0.106092405337771,0.00139595270181278,0.00212184810675542
"v34_record_training","fivefold","binary","M3","Carassius_auratus",4,4.40022997442283,1.10005749360571,0.0289488814106765,0.0220011498721142
"v34_record_training","fivefold","binary","M3","Carassius_carassius",1,1.10005749360571,1.10005749360571,0.00723722035266913,0.0220011498721142
"v34_record_training","fivefold","binary","M3","Channa_argus",1,0.289436286136634,0.289436286136634,0.00190418609300417,0.00578872572273268
"v34_record_training","fivefold","binary","M3","Cirrhinus_molitorella",1,1.16028506175403,1.16028506175403,0.00763345435364495,0.0232057012350807
"v34_record_training","fivefold","binary","M3","Cromileptes_altivelis",6,0.299420483619024,0.049903413936504,0.00196987160275674,0.00099806827873008
"v34_record_training","fivefold","binary","M3","Ctenopharyngodon_idella",1,1.06989608996624,1.06989608996624,0.00703879006556735,0.0213979217993247
"v34_record_training","fivefold","binary","M3","Danio_rerio",3,2.65475646981798,0.88491882327266,0.0174655030909078,0.0176983764654532
"v34_record_training","fivefold","binary","M3","Eleutheronema_tetradactylum",1,-0.389377710561344,-0.389377710561344,-0.00256169546421937,-0.00778755421122688
"v34_record_training","fivefold","binary","M3","Epinephelus_bruneus",3,0.256732265484597,0.085577421828199,0.00168902806239866,0.00171154843656398
"v34_record_training","fivefold","binary","M3","Epinephelus_coioides",2,0.125673229100186,0.062836614550093,0.000826797559869645,0.00125673229100186
"v34_record_training","fivefold","binary","M3","Epinephelus_fuscoguttatus",2,0.240948472298356,0.120474236149178,0.00158518731775234,0.00240948472298356
"v34_record_training","fivefold","binary","M3","Epinephelus_lanceolatus",2,0.240948472298356,0.120474236149178,0.00158518731775234,0.00240948472298356
"v34_record_training","fivefold","binary","M3","Epinephelus_malabaricus",3,0.256732265484597,0.085577421828199,0.00168902806239866,0.00171154843656398
"v34_record_training","fivefold","binary","M3","Larimichthys_crocea",2,0.112405805338102,0.056202902669051,0.000739511877224355,0.00112405805338102
"v34_record_training","fivefold","binary","M3","Lateolabrax_japonicus",4,-0.135296629677221,-0.0338241574193052,-0.00089010940577119,-0.000676483148386105
"v34_record_training","fivefold","binary","M3","Lateolabrax_maculatus",1,0.085577421828199,0.085577421828199,0.000563009354132888,0.00171154843656398
"v34_record_training","fivefold","binary","M3","Lates_calcarifer",4,-0.00566338998363602,-0.00141584749590901,-3.72591446291844e-05,-2.83169499181801e-05
"v34_record_training","fivefold","binary","M3","Lethrinus_nebulosus",2,-0.48515417408832,-0.24257708704416,-0.00319180377689684,-0.0048515417408832
"v34_record_training","fivefold","binary","M3","Lutjanus_erythropterus",1,0.124831122703942,0.124831122703942,0.000821257386210145,0.00249662245407884
"v34_record_training","fivefold","binary","M3","Maccullochella_peelii",8,-0.16984412257455,-0.0212305153218188,-0.00111739554325362,-0.000424610306436375
"v34_record_training","fivefold","binary","M3","Micropterus_salmoides",3,-0.386956944821211,-0.128985648273737,-0.00254576937382376,-0.00257971296547474
"v34_record_training","fivefold","binary","M3","Mugil_cephalus",2,-0.320625479256767,-0.160312739628383,-0.00210937815300505,-0.00320625479256767
"v34_record_training","fivefold","binary","M3","Oplegnathus_fasciatus",23,3.98845242627335,0.173410975055363,0.0262398185939036,0.00346821950110726
"v34_record_training","fivefold","binary","M3","Oplegnathus_punctatus",1,0.173433239927376,0.173433239927376,0.00114100815741695,0.00346866479854753
"v34_record_training","fivefold","binary","M3","Oreochromis_niloticus",3,-0.246100201373094,-0.082033400457698,-0.00161908027219141,-0.00164066800915396
"v34_record_training","fivefold","binary","M3","Oxyeleotris_marmorata",2,-0.0462107083063861,-0.023105354153193,-0.000304017817805172,-0.000462107083063861
"v34_record_training","fivefold","binary","M3","Pagrus_major",9,0.727258070347,0.0808064522607778,0.00478459256807237,0.00161612904521556
"v34_record_training","fivefold","binary","M3","Pampus_argenteus",5,0.73433373506624,0.146866747013248,0.00483114299385684,0.00293733494026496
"v34_record_training","fivefold","binary","M3","Paralichthys_olivaceus",2,-0.270692646185222,-0.135346323092611,-0.0017808726722712,-0.00270692646185222
"v34_record_training","fivefold","binary","M3","Platax_orbicularis",1,0.163745190808031,0.163745190808031,0.0010772709921581,0.00327490381616062
"v34_record_training","fivefold","binary","M3","Platichthys_stellatus",1,-0.135346323092611,-0.135346323092611,-0.000890436336135599,-0.00270692646185222
"v34_record_training","fivefold","binary","M3","Plectropomus_leopardus",2,0.233438654566286,0.116719327283143,0.00153578062214662,0.00233438654566286
"v34_record_training","fivefold","binary","M3","Poecilia_latipinna",1,0.47839697966462,0.47839697966462,0.00314734855042513,0.0095679395932924
"v34_record_training","fivefold","binary","M3","Poecilia_reticulata",3,1.45424981115895,0.484749937052982,0.00956743296815096,0.00969499874105964
"v34_record_training","fivefold","binary","M3","Poropanchax_normani",2,-0.427532221948208,-0.213766110974104,-0.00281271198650137,-0.00427532221948208
"v34_record_training","fivefold","binary","M3","Pterapogon_kauderni",3,-0.554467441416798,-0.184822480472266,-0.0036478121145842,-0.00369644960944532
"v34_record_training","fivefold","binary","M3","Pterophyllum_scalare",1,0.085577421828199,0.085577421828199,0.000563009354132888,0.00171154843656398
"v34_record_training","fivefold","binary","M3","Pygocentrus_nattereri",1,-0.478846669250436,-0.478846669250436,-0.00315030703454234,-0.00957693338500872
"v34_record_training","fivefold","binary","M3","Rhabdosargus_sarba",1,-0.19953393404785,-0.19953393404785,-0.0013127232503148,-0.003990678680957
"v34_record_training","fivefold","binary","M3","Sciaenops_ocellatus",1,0.080193743955333,0.080193743955333,0.00052759042075877,0.00160387487910666
"v34_record_training","fivefold","binary","M3","Scophthalmus_maximus",1,0.086863991334163,0.086863991334163,0.000571473627198441,0.00173727982668326
"v34_record_training","fivefold","binary","M3","Seriola_dumerili",2,0.112405805338102,0.056202902669051,0.000739511877224355,0.00112405805338102
"v34_record_training","fivefold","binary","M3","Siniperca_chuatsi",11,1.7466903026121,0.158790027510191,0.0114913835698165,0.00317580055020382
"v34_record_training","fivefold","binary","M3","Siniperca_scherzeri",4,-0.132309750244477,-0.0330774375611193,-0.000870458883187349,-0.000661548751222385
"v34_record_training","fivefold","binary","M3","Thunnus_orientalis",3,-0.238402155582248,-0.0794673851940827,-0.00156843523409374,-0.00158934770388165
"v34_record_training","fivefold","binary","M3","Trichopodus_trichopterus",1,-0.307506200653652,-0.307506200653652,-0.0020230671095635,-0.00615012401307304
"v34_record_training","fivefold","binary","M3","Xiphophorus_hellerii",4,1.91358791865848,0.47839697966462,0.0125893942017005,0.0095679395932924
"v34_record_training","fivefold","binary","M3","Xiphophorus_maculatus",1,0.516833987721091,0.516833987721091,0.00340022360342823,0.0103366797544218
"v34_record_training","fivefold","joint_bb","M1","Acanthopagrus_schlegelii",4,-0.400053903972059,-0.100013475993015,-0.00261473139851019,-0.00196104854888264
"v34_record_training","fivefold","joint_bb","M1","Anabas_testudineus",1,-0.381168825793451,-0.381168825793451,-0.00249129951498988,-0.00747389854496963
"v34_record_training","fivefold","joint_bb","M1","Astronotus_ocellatus",2,0.18146008000722,0.09073004000361,0.00118601359481843,0.00177902039222765
"v34_record_training","fivefold","joint_bb","M1","Carassius_auratus",4,2.83203833443886,0.708009583609714,0.0185100544734566,0.0138825408550924
"v34_record_training","fivefold","joint_bb","M1","Carassius_carassius",1,0.79157235574976,0.79157235574976,0.00517367552777621,0.0155210265833286
"v34_record_training","fivefold","joint_bb","M1","Channa_argus",1,0.91941732318163,0.91941732318163,0.00600926355020673,0.0180277906506202
"v34_record_training","fivefold","joint_bb","M1","Cirrhinus_molitorella",1,0.79157235574976,0.79157235574976,0.00517367552777621,0.0155210265833286
"v34_record_training","fivefold","joint_bb","M1","Cromileptes_altivelis",6,0.556780146160196,0.0927966910266994,0.00363908592261566,0.00181954296130783
"v34_record_training","fivefold","joint_bb","M1","Ctenopharyngodon_idella",1,0.654766010973,0.654766010973,0.00427951641158824,0.0128385492347647
"v34_record_training","fivefold","joint_bb","M1","Danio_rerio",3,1.22953173030741,0.40984391010247,0.00803615510004843,0.00803615510004843
"v34_record_training","fivefold","joint_bb","M1","Eleutheronema_tetradactylum",1,0.0096557032534299,0.0096557032534299,6.31091715910451e-05,0.000189327514773135
"v34_record_training","fivefold","joint_bb","M1","Epinephelus_bruneus",3,0.227440996964127,0.075813665654709,0.00148654246381782,0.00148654246381782
"v34_record_training","fivefold","joint_bb","M1","Epinephelus_coioides",2,0.17956633853174,0.0897831692658699,0.00117363619955386,0.00176045429933078
"v34_record_training","fivefold","joint_bb","M1","Epinephelus_fuscoguttatus",2,0.0894667566784806,0.0447333783392403,0.0005847500436502,0.0008771250654753
"v34_record_training","fivefold","joint_bb","M1","Epinephelus_lanceolatus",2,-0.00545684902404897,-0.00272842451202449,-3.56656798957449e-05,-5.34985198436174e-05
"v34_record_training","fivefold","joint_bb","M1","Epinephelus_malabaricus",3,0.373834417506705,0.124611472502235,0.00244336220592618,0.00244336220592618
"v34_record_training","fivefold","joint_bb","M1","Larimichthys_crocea",2,0.105070959956643,0.0525354799783216,0.000686738300370217,0.00103010745055533
"v34_record_training","fivefold","joint_bb","M1","Lateolabrax_japonicus",4,0.216729536685922,0.0541823841714806,0.00141653291951583,0.00106239968963687
"v34_record_training","fivefold","joint_bb","M1","Lateolabrax_maculatus",1,0.14791532191977,0.14791532191977,0.000966766809933137,0.00290030042979941
"v34_record_training","fivefold","joint_bb","M1","Lates_calcarifer",4,0.139736964289754,0.0349342410724385,0.000913313492089895,0.000684985119067421
"v34_record_training","fivefold","joint_bb","M1","Lethrinus_nebulosus",2,-0.13697510765506,-0.0684875538275298,-0.000895262141536337,-0.00134289321230451
"v34_record_training","fivefold","joint_bb","M1","Lutjanus_erythropterus",1,-0.094456108036193,-0.094456108036193,-0.000617360183243092,-0.00185208054972927
"v34_record_training","fivefold","joint_bb","M1","Maccullochella_peelii",8,1.02110826947669,0.127638533684587,0.00667391025801761,0.0025027163467566
"v34_record_training","fivefold","joint_bb","M1","Micropterus_salmoides",3,-0.792591339039084,-0.264197113013028,-0.00518033554927506,-0.00518033554927506
"v34_record_training","fivefold","joint_bb","M1","Mugil_cephalus",2,0.0335684079244253,0.0167842039622126,0.000219401358983172,0.000329102038474758
"v34_record_training","fivefold","joint_bb","M1","Oplegnathus_fasciatus",23,0.224190082278676,0.00974739488168156,0.00146529465541618,0.000191125389836893
"v34_record_training","fivefold","joint_bb","M1","Oplegnathus_punctatus",1,0.247931732998446,0.247931732998446,0.0016204688431271,0.00486140652938129
"v34_record_training","fivefold","joint_bb","M1","Oreochromis_niloticus",3,-1.13808490932715,-0.379361636442382,-0.00743846345965456,-0.00743846345965456
"v34_record_training","fivefold","joint_bb","M1","Oxyeleotris_marmorata",2,-0.489720984661471,-0.244860492330735,-0.00320079074942138,-0.00480118612413206
"v34_record_training","fivefold","joint_bb","M1","Pagrus_major",9,-1.00186520969296,-0.111318356632551,-0.00654813862544418,-0.00218271287514806
"v34_record_training","fivefold","joint_bb","M1","Pampus_argenteus",5,0.060536938788453,0.0121073877576906,0.000395666266591196,0.000237399759954717
"v34_record_training","fivefold","joint_bb","M1","Paralichthys_olivaceus",2,0.074628811996643,0.0373144059983215,0.000487770013049954,0.000731655019574931
"v34_record_training","fivefold","joint_bb","M1","Platax_orbicularis",1,0.16750621711471,0.16750621711471,0.00109481187656673,0.0032844356297002
"v34_record_training","fivefold","joint_bb","M1","Platichthys_stellatus",1,-0.005648031374655,-0.005648031374655,-3.69152377428431e-05,-0.000110745713228529
"v34_record_training","fivefold","joint_bb","M1","Plectropomus_leopardus",2,0.155432530447084,0.0777162652235419,0.00101589889181101,0.00152384833771651
"v34_record_training","fivefold","joint_bb","M1","Poecilia_latipinna",1,1.48247234474408,1.48247234474408,0.00968936173035346,0.0290680851910604
"v34_record_training","fivefold","joint_bb","M1","Poecilia_reticulata",3,1.52939888348856,0.50979962782952,0.00999607113391216,0.00999607113391216
"v34_record_training","fivefold","joint_bb","M1","Poropanchax_normani",2,-1.20866101874314,-0.604330509371571,-0.00789974522054341,-0.0118496178308151
"v34_record_training","fivefold","joint_bb","M1","Pterapogon_kauderni",3,-2.6083034025414,-0.869434467513799,-0.0170477346571333,-0.0170477346571333
"v34_record_training","fivefold","joint_bb","M1","Pterophyllum_scalare",1,0.109661985860388,0.109661985860388,0.000716745005623451,0.00215023501687035
"v34_record_training","fivefold","joint_bb","M1","Pygocentrus_nattereri",1,-2.95858422699804,-2.95858422699804,-0.0193371518104447,-0.0580114554313342
"v34_record_training","fivefold","joint_bb","M1","Rhabdosargus_sarba",1,0.19392691061155,0.19392691061155,0.00126749614778791,0.00380248844336373
"v34_record_training","fivefold","joint_bb","M1","Sciaenops_ocellatus",1,0.0156919574216331,0.0156919574216331,0.000102561813213288,0.000307685439639865
"v34_record_training","fivefold","joint_bb","M1","Scophthalmus_maximus",1,-0.00234260396055008,-0.00234260396055008,-1.53111369970594e-05,-4.59334109911781e-05
"v34_record_training","fivefold","joint_bb","M1","Seriola_dumerili",2,0.190888276057207,0.0954441380286035,0.00124763579122358,0.00187145368683536
"v34_record_training","fivefold","joint_bb","M1","Siniperca_chuatsi",11,2.08124068029954,0.18920369820905,0.0136028802633957,0.00370987643547156
"v34_record_training","fivefold","joint_bb","M1","Siniperca_scherzeri",4,-0.328692334042307,-0.0821730835105768,-0.00214831590877325,-0.00161123693157994
"v34_record_training","fivefold","joint_bb","M1","Thunnus_orientalis",3,-0.825666475965087,-0.275222158655029,-0.00539651291480449,-0.00539651291480449
"v34_record_training","fivefold","joint_bb","M1","Trichopodus_trichopterus",1,-1.68451674684145,-1.68451674684145,-0.0110099133780487,-0.0330297401341462
"v34_record_training","fivefold","joint_bb","M1","Xiphophorus_hellerii",4,2.71339441944182,0.678348604860454,0.0177346040486393,0.0133009530364795
"v34_record_training","fivefold","joint_bb","M1","Xiphophorus_maculatus",1,1.44686299769775,1.44686299769775,0.00945662089998533,0.028369862699956
"v34_record_training","fivefold","joint_bb","M2","Acanthopagrus_schlegelii",4,0.0380515581865395,0.00951288954663487,0.000248702994683265,0.000186527246012448
"v34_record_training","fivefold","joint_bb","M2","Anabas_testudineus",1,-0.186481024305079,-0.186481024305079,-0.0012188302242162,-0.00365649067264861
"v34_record_training","fivefold","joint_bb","M2","Astronotus_ocellatus",2,0.2269216567539,0.11346082837695,0.00148314808335882,0.00222472212503824
"v34_record_training","fivefold","joint_bb","M2","Carassius_auratus",4,3.16039851444868,0.79009962861217,0.0206561994408411,0.0154921495806308
"v34_record_training","fivefold","joint_bb","M2","Carassius_carassius",1,0.968830244621441,0.968830244621441,0.00633222382105517,0.0189966714631655
"v34_record_training","fivefold","joint_bb","M2","Channa_argus",1,0.60420032762637,0.60420032762637,0.00394902174919196,0.0118470652475759
"v34_record_training","fivefold","joint_bb","M2","Cirrhinus_molitorella",1,0.968830244621441,0.968830244621441,0.00633222382105517,0.0189966714631655
"v34_record_training","fivefold","joint_bb","M2","Cromileptes_altivelis",6,0.531922558244545,0.0886537597074242,0.00347661802774213,0.00173830901387106
"v34_record_training","fivefold","joint_bb","M2","Ctenopharyngodon_idella",1,0.869931706346036,0.869931706346036,0.00568582814605252,0.0170574844381576
"v34_record_training","fivefold","joint_bb","M2","Danio_rerio",3,0.978387410466321,0.326129136822107,0.00639468895729621,0.00639468895729621
"v34_record_training","fivefold","joint_bb","M2","Eleutheronema_tetradactylum",1,0.0897479804690799,0.0897479804690799,0.000586588107641045,0.00175976432292314
"v34_record_training","fivefold","joint_bb","M2","Epinephelus_bruneus",3,0.231261290039436,0.077087096679812,0.00151151169960416,0.00151151169960416
"v34_record_training","fivefold","joint_bb","M2","Epinephelus_coioides",2,0.221321681671371,0.110660840835686,0.00144654693902857,0.00216982040854285
"v34_record_training","fivefold","joint_bb","M2","Epinephelus_fuscoguttatus",2,0.145744840226921,0.0728724201134603,0.000952580655077912,0.00142887098261687
"v34_record_training","fivefold","joint_bb","M2","Epinephelus_lanceolatus",2,0.044643493225358,0.022321746612679,0.00029178753742064,0.000437681306130961
"v34_record_training","fivefold","joint_bb","M2","Epinephelus_malabaricus",3,0.356311013132732,0.118770337710911,0.00232883015119432,0.00232883015119432
"v34_record_training","fivefold","joint_bb","M2","Larimichthys_crocea",2,0.164167390199744,0.082083695099872,0.0010729894784297,0.00160948421764455
"v34_record_training","fivefold","joint_bb","M2","Lateolabrax_japonicus",4,0.21085371524883,0.0527134288122076,0.00137812885783549,0.00103359664337662
"v34_record_training","fivefold","joint_bb","M2","Lateolabrax_maculatus",1,0.17167939431975,0.17167939431975,0.00112208754457353,0.00336626263372059
"v34_record_training","fivefold","joint_bb","M2","Lates_calcarifer",4,0.201475044629559,0.0503687611573897,0.00131683035705594,0.000987622767791954
"v34_record_training","fivefold","joint_bb","M2","Lethrinus_nebulosus",2,0.16056917184327,0.0802845859216352,0.00104947171139392,0.00157420756709089
"v34_record_training","fivefold","joint_bb","M2","Lutjanus_erythropterus",1,0.0203630102903865,0.0203630102903865,0.000133091570525402,0.000399274711576206
"v34_record_training","fivefold","joint_bb","M2","Maccullochella_peelii",8,0.787779949347,0.0984724936683751,0.00514888855782353,0.00193083320918382
"v34_record_training","fivefold","joint_bb","M2","Micropterus_salmoides",3,-0.550383410867742,-0.183461136955914,-0.003597277195214,-0.003597277195214
"v34_record_training","fivefold","joint_bb","M2","Mugil_cephalus",2,0.063670966157541,0.0318354830787705,0.000416150105604843,0.000624225158407264
"v34_record_training","fivefold","joint_bb","M2","Oplegnathus_fasciatus",23,0.828397889503607,0.0360172995436351,0.00541436529087325,0.00070622155967912
"v34_record_training","fivefold","joint_bb","M2","Oplegnathus_punctatus",1,0.229267897901147,0.229267897901147,0.00149848299281795,0.00449544897845386
"v34_record_training","fivefold","joint_bb","M2","Oreochromis_niloticus",3,-1.27545152242103,-0.425150507473676,-0.00833628446026816,-0.00833628446026816
"v34_record_training","fivefold","joint_bb","M2","Oxyeleotris_marmorata",2,0.312197081187323,0.156098540593662,0.00204050379860996,0.00306075569791493
"v34_record_training","fivefold","joint_bb","M2","Pagrus_major",9,-0.463871102406132,-0.0515412336006813,-0.00303183727062831,-0.00101061242354277
"v34_record_training","fivefold","joint_bb","M2","Pampus_argenteus",5,0.165594277464842,0.0331188554929683,0.00108231553898589,0.000649389323391535
"v34_record_training","fivefold","joint_bb","M2","Paralichthys_olivaceus",2,0.054932696555835,0.0274663482779175,0.000359037232391078,0.000538555848586618
"v34_record_training","fivefold","joint_bb","M2","Platax_orbicularis",1,0.21443588913799,0.21443588913799,0.00140154175907183,0.0042046252772155
"v34_record_training","fivefold","joint_bb","M2","Platichthys_stellatus",1,0.086118273112123,0.086118273112123,0.000562864530144595,0.00168859359043378
"v34_record_training","fivefold","joint_bb","M2","Plectropomus_leopardus",2,0.154330440150582,0.077165220075291,0.00100869568725871,0.00151304353088806
"v34_record_training","fivefold","joint_bb","M2","Poecilia_latipinna",1,1.61252137753283,1.61252137753283,0.0105393554087113,0.0316180662261339
"v34_record_training","fivefold","joint_bb","M2","Poecilia_reticulata",3,1.82150773476057,0.60716924492019,0.0119052793121606,0.0119052793121606
"v34_record_training","fivefold","joint_bb","M2","Poropanchax_normani",2,-1.2531023954522,-0.6265511977261,-0.00819021173498171,-0.0122853176024726
"v34_record_training","fivefold","joint_bb","M2","Pterapogon_kauderni",3,-1.77689240182988,-0.592297467276626,-0.0116136758289535,-0.0116136758289535
"v34_record_training","fivefold","joint_bb","M2","Pterophyllum_scalare",1,0.094296341586232,0.094296341586232,0.000616315958079948,0.00184894787423984
"v34_record_training","fivefold","joint_bb","M2","Pygocentrus_nattereri",1,-2.47017447613412,-2.47017447613412,-0.0161449312165629,-0.0484347936496887
"v34_record_training","fivefold","joint_bb","M2","Rhabdosargus_sarba",1,-0.08270849633802,-0.08270849633802,-0.000540578407438039,-0.00162173522231412
"v34_record_training","fivefold","joint_bb","M2","Sciaenops_ocellatus",1,0.05420233278772,0.05420233278772,0.000354263612991634,0.0010627908389749
"v34_record_training","fivefold","joint_bb","M2","Scophthalmus_maximus",1,0.08354497654754,0.08354497654754,0.000546045598349935,0.0016381367950498
"v34_record_training","fivefold","joint_bb","M2","Seriola_dumerili",2,0.045005202350807,0.0225026011754035,0.00029415164935168,0.00044122747402752
"v34_record_training","fivefold","joint_bb","M2","Siniperca_chuatsi",11,1.98283179325763,0.180257435750693,0.0129596849232525,0.0035344595245234
"v34_record_training","fivefold","joint_bb","M2","Siniperca_scherzeri",4,-0.316276373354015,-0.0790690933385037,-0.00206716583891513,-0.00155037437918635
"v34_record_training","fivefold","joint_bb","M2","Thunnus_orientalis",3,-0.623022005904224,-0.207674001968075,-0.00407203925427597,-0.00407203925427597
"v34_record_training","fivefold","joint_bb","M2","Trichopodus_trichopterus",1,-1.09293067988971,-1.09293067988971,-0.00714333777705693,-0.0214300133311708
"v34_record_training","fivefold","joint_bb","M2","Xiphophorus_hellerii",4,2.90523322404163,0.726308306010408,0.0189884524447165,0.0142413393335374
"v34_record_training","fivefold","joint_bb","M2","Xiphophorus_maculatus",1,1.42271365016333,1.42271365016333,0.00929878202721133,0.027896346081634
"v34_record_training","fivefold","joint_bb","M3","Acanthopagrus_schlegelii",4,1.11550964315287,0.278877410788218,0.00729091270034556,0.00546818452525917
"v34_record_training","fivefold","joint_bb","M3","Anabas_testudineus",1,-0.224261785390952,-0.224261785390952,-0.00146576330320884,-0.00439728990962651
"v34_record_training","fivefold","joint_bb","M3","Astronotus_ocellatus",2,0.10087199133472,0.0504359956673599,0.00065929406101124,0.000988941091516861
