"Scope","Design","Fold","Route","Model","EvalWeighting","Family","ModelA","ModelB","Difference","SE_approx","CI95_lower","CI95_upper","Z_approx","P_approx","IntervalStatus","UncertaintyScope","RecordsUsed","SpeciesUsed","BootstrapReplicates","P_BH"
"fold","fivefold",5,"joint_bb","M3","record_equal","training_method","species_equal","record_equal",-0.00466361418234371,0.0209135715466924,-0.0403923494044815,0.0461650288472802,-0.22299463159277,,"CONDITIONAL_OOF_APPROXIMATION","fixed_OOF_predictions_species_bootstrap_no_refitting",28,10,2000,
"fold","tenfold",1,"binary","Null","record_equal","training_method","species_equal","record_equal",-0.0637119709614683,0.0401123262555163,-0.0982697872023358,0.0498351395442394,-1.58833896981247,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",2,"binary","Null","record_equal","training_method","species_equal","record_equal",0.10628409053006,0.108231759671607,-0.120545639060321,0.268305325951761,0.982004643115328,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",3,"binary","Null","record_equal","training_method","species_equal","record_equal",0.0204921537692619,0.0492022151200693,-0.0443401301135058,0.156639949923074,0.416488438970774,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",4,"binary","Null","record_equal","training_method","species_equal","record_equal",-0.0760757205756215,0.0168660000756479,-0.0903315160965235,-0.0261804362524648,-4.51059648016154,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",21,5,2000,
"fold","tenfold",5,"binary","Null","record_equal","training_method","species_equal","record_equal",-0.0884693335717351,0.0135950057670547,-0.111836490647489,-0.0744490393262827,-6.50748775599096,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",16,5,2000,
"fold","tenfold",6,"binary","Null","record_equal","training_method","species_equal","record_equal",-0.00580408957322926,0.0586624204669424,-0.0399174882747233,0.127562319829897,-0.0989405061541911,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",31,5,2000,
"fold","tenfold",7,"binary","Null","record_equal","training_method","species_equal","record_equal",-0.067731838214849,0.0380516506350493,-0.0956610677282969,0.0479749697694351,-1.77999737421276,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",12,5,2000,
"fold","tenfold",8,"binary","Null","record_equal","training_method","species_equal","record_equal",-0.00353586933350198,0.0563814042161493,-0.0829060544029021,0.139271584508534,-0.0627133960684363,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",19,5,2000,
"fold","tenfold",9,"binary","Null","record_equal","training_method","species_equal","record_equal",0.0580237815054168,0.069806073858148,-0.0394158398728649,0.23265583020935,0.831213937390693,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,5,2000,
"fold","tenfold",10,"binary","Null","record_equal","training_method","species_equal","record_equal",0.143729516729927,0.078694960870141,-0.0342533251343648,0.256894877438418,1.82641321808525,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",1,"binary","M1","record_equal","training_method","species_equal","record_equal",-0.045681420847082,0.0282387499235464,-0.0965649426366265,0.00383710581776781,-1.61768566139648,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",2,"binary","M1","record_equal","training_method","species_equal","record_equal",0.101595934105573,0.103615211056831,-0.149048902671166,0.23936332537228,0.980511771093628,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",3,"binary","M1","record_equal","training_method","species_equal","record_equal",-0.00518480017438104,0.0148636438312899,-0.0399859737695042,0.0151400558436994,-0.348824301310716,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",4,"binary","M1","record_equal","training_method","species_equal","record_equal",-0.0268489546132085,0.0120111669301193,-0.0414826993447859,0.00439177306303551,-2.23533273406449,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",21,5,2000,
"fold","tenfold",5,"binary","M1","record_equal","training_method","species_equal","record_equal",-0.041803974841996,0.0120312316341751,-0.0750592266866226,-0.0307812512952829,-3.47462139480804,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",16,5,2000,
"fold","tenfold",6,"binary","M1","record_equal","training_method","species_equal","record_equal",0.026786700841732,0.0625704558478864,-0.0658797912416661,0.19658137590304,0.428104613890819,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",31,5,2000,
"fold","tenfold",7,"binary","M1","record_equal","training_method","species_equal","record_equal",-0.0216563979886377,0.0111368394488255,-0.044182533387689,-0.000100828669644865,-1.94457306205682,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",12,5,2000,
