"Design","Fold","Route","Model","TrainWeighting","EvalWeighting","RecordsUsed","SpeciesUsed","LogScoreRecordsUsed","LogScoreSpeciesUsed","PointSpeciesUsed","PISpeciesUsed","WeightSum","ELPD","MeanLogScore","AUC","Brier","MAE","RMSE","Bias","PointRecords","PICoverage","MeanPIWidth","PIRecords","Aggregation"
"fivefold",5,"joint_bb","M1","species_equal","record_equal",28,10,28,10,10,10,28,-34.0217499241351,-1.21506249729054,,,0.262403846838531,0.288738032600044,-0.0749565861593075,28,1,0.922671128184099,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M1","species_equal","species_equal",28,10,28,10,10,10,28,-32.2399737748618,-1.15142763481649,,,0.257138695763007,0.302074335042711,0.0240940005191287,28,1,0.855584301361098,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","record_equal","record_equal",17,11,17,11,9,9,17,-16.3017616243049,-0.958927154370875,,,0.238522489146629,0.283758416693851,-0.0527227627451243,13,1,0.862472934931553,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","record_equal","species_equal",17,11,17,11,9,9,17,-16.8675796208207,-0.992210565930629,,,0.242753905707239,0.285889377955903,0.0256234768727111,13,1,0.867788811436345,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","record_equal","record_equal",45,10,45,10,10,10,45,-56.1007903349994,-1.24668422966665,,,0.294901744960043,0.328634391313307,-0.102694451804828,45,1,0.955199834139419,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","record_equal","species_equal",45,10,45,10,10,10,45,-75.3742022011743,-1.67498227113721,,,0.319660710094898,0.365036247581506,-0.0767571700620251,45,1,0.926603507356985,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M2","record_equal","record_equal",23,10,23,10,10,10,23,-18.3885718409958,-0.799503123521556,,,0.322016650888649,0.3861849611291,0.141191443868268,23,1,0.834984927832531,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M2","record_equal","species_equal",23,10,23,10,10,10,23,-21.3221186645147,-0.927048637587594,,,0.346139313437849,0.40455699231398,0.174479255356302,23,1,0.864054406151391,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M2","record_equal","record_equal",40,10,40,10,9,9,40,-58.0791958762645,-1.45197989690661,,,0.289681198265698,0.343028792577061,0.0460124357059896,36,0.972222222222222,0.941458607603698,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M2","record_equal","species_equal",40,10,40,10,9,9,40,-54.7683518884142,-1.36920879721035,,,0.351607750357634,0.413154577609798,0.142865279962469,36,0.888888888888889,0.885639151021204,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M2","record_equal","record_equal",28,10,28,10,10,10,28,-32.2524077180345,-1.15187170421552,,,0.234179703814206,0.268213278746044,-0.0364106078821213,28,1,0.912166915921353,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M2","record_equal","species_equal",28,10,28,10,10,10,28,-30.2311287763403,-1.07968317058358,,,0.231432858235378,0.27774365227395,0.0497601306351957,28,1,0.838051003332326,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","species_equal","record_equal",17,11,17,11,9,9,17,-16.3942505776003,-0.964367681035314,,,0.240269946666196,0.285468161904051,-0.0603392636115792,13,1,0.859266668131412,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M2","species_equal","species_equal",17,11,17,11,9,9,17,-16.8872592270987,-0.993368189829334,,,0.241734977606804,0.283841707117284,0.0181648979165311,13,1,0.86428876409352,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","species_equal","record_equal",45,10,45,10,10,10,45,-57.3964921722376,-1.2754776038275,,,0.290387822321219,0.326443645739444,-0.123895014533623,45,1,0.955622790388465,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M2","species_equal","species_equal",45,10,45,10,10,10,45,-80.5274832100413,-1.78949962688981,,,0.319049752380745,0.370532910145981,-0.108055398989692,45,1,0.928383081837023,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M2","species_equal","record_equal",23,10,23,10,10,10,23,-19.0526948606174,-0.828378037418148,,,0.324728728780623,0.388521343878195,0.0967767767472738,23,1,0.830133120287492,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M2","species_equal","species_equal",23,10,23,10,10,10,23,-22.0548290206559,-0.958905609593736,,,0.344846303070824,0.400451391934675,0.131548773455767,23,1,0.859172083473622,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M2","species_equal","record_equal",40,10,40,10,9,9,40,-56.642478656975,-1.41606196642438,,,0.291781693457811,0.329604300328749,0.00172434322019771,36,0.972222222222222,0.949200370863263,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M2","species_equal","species_equal",40,10,40,10,9,9,40,-54.9976930066991,-1.37494232516748,,,0.351575086633777,0.397004028505348,0.0950184308787085,36,0.888888888888889,0.903393260027516,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M2","species_equal","record_equal",28,10,28,10,10,10,28,-33.7027840084413,-1.20367085744433,,,0.261765736633631,0.292297433627488,-0.0671332081817484,28,1,0.919939632646105,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M2","species_equal","species_equal",28,10,28,10,10,10,28,-31.2275120323315,-1.11526828686898,,,0.247718392219224,0.290143736597236,0.0197573433895839,28,1,0.851203068958824,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M3","record_equal","record_equal",17,11,17,11,9,9,17,-17.0481745200468,-1.00283379529687,,,0.221560221394852,0.263122180991442,-0.0564550531267006,13,1,0.861848374869236,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M3","record_equal","species_equal",17,11,17,11,9,9,17,-17.4844732318342,-1.02849842540201,,,0.219637026215337,0.25647132943252,0.0188482168386599,13,1,0.865662157559601,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M3","record_equal","record_equal",45,10,45,10,10,10,45,-52.2681606502445,-1.16151468111655,,,0.26981184657633,0.298474979816235,-0.0979096877829029,45,1,0.956419406364571,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M3","record_equal","species_equal",45,10,45,10,10,10,45,-68.0151765362687,-1.51144836747264,,,0.298550492154912,0.336999768802543,-0.0762556021151976,45,1,0.929540980072411,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M3","record_equal","record_equal",23,10,23,10,10,10,23,-19.5907837962951,-0.85177320853457,,,0.310060721052214,0.371424804704838,0.136471793196682,23,1,0.851749273855507,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M3","record_equal","species_equal",23,10,23,10,10,10,23,-22.7102470879374,-0.987402047301628,,,0.335540220206985,0.39139758094746,0.157257612305635,23,1,0.890411542104028,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M3","record_equal","record_equal",40,10,40,10,9,9,40,-58.5572307845013,-1.46393076961253,,,0.293532510175627,0.343488854766905,0.0329599329080532,36,0.972222222222222,0.952076571233999,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M3","record_equal","species_equal",40,10,40,10,9,9,40,-56.2740923694951,-1.40685230923738,,,0.366875684603805,0.418612681687501,0.113941046500688,36,0.888888888888889,0.915384892899189,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M3","record_equal","record_equal",28,10,28,10,10,10,28,-32.7226893440036,-1.16866747657156,,,0.243331557638019,0.276745654734124,-0.0536158563543527,28,1,0.913029531279872,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M3","record_equal","species_equal",28,10,28,10,10,10,28,-29.0647755657665,-1.03802769877737,,,0.223322825886843,0.274229033588029,0.038714826706627,28,1,0.833811540508419,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M3","species_equal","record_equal",17,11,17,11,9,9,17,-18.2944240827901,-1.0761425931053,,,0.226169541515118,0.279027245028563,-0.067760092754324,13,1,0.826821399289555,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",1,"joint_bb","M3","species_equal","species_equal",17,11,17,11,9,9,17,-18.3010334694522,-1.07653138055601,,,0.220548080924539,0.266106405596967,0.00826556728549718,13,1,0.827374642452262,13,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M3","species_equal","record_equal",45,10,45,10,10,10,45,-50.411449100809,-1.12025442446242,,,0.243038690379599,0.282059936041366,-0.0860610019001342,45,1,0.947480922121379,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",2,"joint_bb","M3","species_equal","species_equal",45,10,45,10,10,10,45,-69.0154540943743,-1.53367675765276,,,0.284994497106517,0.332812490051102,-0.0823579323922379,45,1,0.92092728449818,45,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M3","species_equal","record_equal",23,10,23,10,10,10,23,-19.9280620856817,-0.866437481986162,,,0.311125418747396,0.366852264702591,0.106903775979815,23,1,0.826650085512141,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",3,"joint_bb","M3","species_equal","species_equal",23,10,23,10,10,10,23,-23.5379143824941,-1.02338758184757,,,0.335476176574483,0.385117743068866,0.128272919261888,23,1,0.866698791503825,23,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M3","species_equal","record_equal",40,10,40,10,9,9,40,-58.8078781425779,-1.47019695356445,,,0.27855788913149,0.328613595077351,0.0384383254824536,36,0.944444444444444,0.937856209038972,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",4,"joint_bb","M3","species_equal","species_equal",40,10,40,10,9,9,40,-57.7388866810234,-1.44347216702558,,,0.355635388939796,0.409747275135502,0.108150003828604,36,0.875,0.899606653959501,36,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M3","species_equal","record_equal",28,10,28,10,10,10,28,-32.8532705411092,-1.1733310907539,,,0.255617833263956,0.285574057361243,-0.06990770528174,28,1,0.915391890120551,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"fivefold",5,"joint_bb","M3","species_equal","species_equal",28,10,28,10,10,10,28,-28.894036030272,-1.031929858224,,,0.235661602028485,0.276904871136214,0.0125788538319968,28,1,0.84249613946798,28,"full_metric_valid_set_weights; PI_matches_record_observation_model"
"tenfold",1,"binary","Null","record_equal","record_equal",10,5,10,5,0,0,10,-3.97657211192712,-0.397657211192712,0.5,0.112542724309379,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","Null","record_equal","species_equal",10,5,10,5,0,0,10,-5.07442536156763,-0.507442536156763,0.5,0.162514254944872,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","Null","record_equal","record_equal",10,5,10,5,0,0,10,-8.76180838391119,-0.876180838391119,0.5,0.326635970204854,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","Null","record_equal","species_equal",10,5,10,5,0,0,10,-5.85144310470018,-0.585144310470018,0.5,0.197447691754148,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","Null","record_equal","record_equal",9,5,9,5,0,0,9,-5.94932640867613,-0.661036267630681,0.5,0.231793334894859,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","Null","record_equal","species_equal",9,5,9,5,0,0,9,-7.18570567118697,-0.798411741242997,0.5,0.293509705295665,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","Null","record_equal","record_equal",21,5,21,5,0,0,21,-7.62421365016794,-0.36305779286514,0.5,0.095193075683587,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","Null","record_equal","species_equal",21,5,21,5,0,0,21,-8.02029608163202,-0.381918861030096,0.5,0.103921785200599,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","Null","record_equal","record_equal",16,5,16,5,0,0,16,-5.88025488750673,-0.367515930469171,0.5,0.0979998490753895,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","Null","record_equal","species_equal",16,5,16,5,0,0,16,-5.20956399390742,-0.325597749619214,0.5,0.0787478522971947,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","Null","record_equal","record_equal",31,5,31,5,0,0,31,-16.584802335924,-0.534993623739484,0.5,0.17511988928155,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","Null","record_equal","species_equal",31,5,31,5,0,0,31,-29.7542813343136,-0.959815526913341,0.5,0.367317410008728,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","Null","record_equal","record_equal",12,5,12,5,0,0,12,-4.57360297857939,-0.381133581548283,0.5,0.104881369662431,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","Null","record_equal","species_equal",12,5,12,5,0,0,12,-6.09579739964611,-0.507983116637176,0.5,0.162717588196039,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","Null","record_equal","record_equal",19,5,19,5,0,0,19,-10.9857207439483,-0.578195828628856,0.5,0.194595449855284,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","Null","record_equal","species_equal",19,5,19,5,0,0,19,-11.8045579006893,-0.621292521088912,0.5,0.213981984015537,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","Null","record_equal","record_equal",15,5,15,5,0,0,15,-11.2863078340786,-0.752420522271904,0.5,0.271605251661282,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","Null","record_equal","species_equal",15,5,15,5,0,0,15,-10.3467317830279,-0.689782118868528,0.5,0.243827385742876,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","Null","record_equal","record_equal",9,5,9,5,0,0,9,-9.9970276799029,-1.11078085332254,0.5,0.428023295529423,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","Null","record_equal","species_equal",9,5,9,5,0,0,9,-9.21291483210296,-1.023657203567,0.5,0.389758446838238,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","Null","species_equal","record_equal",10,5,10,5,0,0,10,-4.6136918215418,-0.46136918215418,0.5,0.138543446213106,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","Null","species_equal","species_equal",10,5,10,5,0,0,10,-5.36596690877364,-0.536596690877364,0.5,0.174478291628965,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","Null","species_equal","record_equal",10,5,10,5,0,0,10,-7.69896747861059,-0.769896747861059,0.5,0.28557462338713,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","Null","species_equal","species_equal",10,5,10,5,0,0,10,-5.84714093748803,-0.584714093748803,0.5,0.197555520764287,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","Null","species_equal","record_equal",9,5,9,5,0,0,9,-5.76489702475277,-0.640544113861419,0.5,0.223931837367504,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","Null","species_equal","species_equal",9,5,9,5,0,0,9,-6.69494374591754,-0.743882638435282,0.5,0.272468474532477,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","Null","species_equal","record_equal",21,5,21,5,0,0,21,-9.221803782256,-0.439133513440762,0.5,0.12727819434472,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","Null","species_equal","species_equal",21,5,21,5,0,0,21,-9.4981375313445,-0.452292263397357,0.5,0.133607813826928,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","Null","species_equal","record_equal",16,5,16,5,0,0,16,-7.29576422465449,-0.455985264040906,0.5,0.135157704625261,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","Null","species_equal","species_equal",16,5,16,5,0,0,16,-6.86601468401407,-0.429125917750879,0.5,0.122204526263343,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","Null","species_equal","record_equal",31,5,31,5,0,0,31,-16.7647291126941,-0.540797713312714,0.5,0.177364564160642,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","Null","species_equal","species_equal",31,5,31,5,0,0,31,-27.9359347435268,-0.90115918527506,0.5,0.344800494347964,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","Null","species_equal","record_equal",12,5,12,5,0,0,12,-5.38638503715758,-0.448865419763132,0.5,0.132569178273224,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","Null","species_equal","species_equal",12,5,12,5,0,0,12,-6.43936840239837,-0.536614033533197,0.5,0.174485843412471,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","Null","species_equal","record_equal",19,5,19,5,0,0,19,-11.0529022612848,-0.581731697962358,0.5,0.196147209939464,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","Null","species_equal","species_equal",19,5,19,5,0,0,19,-11.6113461493671,-0.611123481545638,0.5,0.210110276135639,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","Null","species_equal","record_equal",15,5,15,5,0,0,15,-10.4159511114973,-0.694396740766487,0.5,0.249495902770325,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","Null","species_equal","species_equal",15,5,15,5,0,0,15,-9.78957384344829,-0.652638256229886,0.5,0.229751210486664,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","Null","species_equal","record_equal",9,5,9,5,0,0,9,-8.70346202933356,-0.967051336592617,0.5,0.375306122528562,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","Null","species_equal","species_equal",9,5,9,5,0,0,9,-8.1230468308089,-0.902560758978766,0.5,0.345360427780662,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","M1","record_equal","record_equal",10,5,10,5,0,0,10,-4.18738896119406,-0.418738896119406,0.666666666666667,0.134819157431723,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","M1","record_equal","species_equal",10,5,10,5,0,0,10,-4.28639061151943,-0.428639061151943,0.75,0.139694205623905,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","M1","record_equal","record_equal",10,5,10,5,0,0,10,-7.96280961536881,-0.796280961536881,0.74,0.299764072136142,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","M1","record_equal","species_equal",10,5,10,5,0,0,10,-6.13341486656212,-0.613341486656212,0.670454545454546,0.220626663829432,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","M1","record_equal","record_equal",9,5,9,5,0,0,9,-3.49055219752204,-0.387839133058004,0.861111111111111,0.111323776944701,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","M1","record_equal","species_equal",9,5,9,5,0,0,9,-2.7932462401493,-0.310360693349922,0.964646464646465,0.0780293180154301,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","M1","record_equal","record_equal",21,5,21,5,0,0,21,-5.87134707005944,-0.279587955717116,0.75,0.0668523077393312,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","M1","record_equal","species_equal",21,5,21,5,0,0,21,-6.64352029937757,-0.31635810949417,0.607142857142857,0.0819238932493084,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","M1","record_equal","record_equal",16,5,16,5,0,0,16,-6.03320133413197,-0.377075083383248,0.666666666666667,0.106999866629625,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","M1","record_equal","species_equal",16,5,16,5,0,0,16,-6.05089420421285,-0.378180887763303,0.704545454545454,0.11229107407798,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","M1","record_equal","record_equal",31,5,31,5,0,0,31,-18.2531485280711,-0.588811242841004,0.142857142857143,0.184919661916422,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","M1","record_equal","species_equal",31,5,31,5,0,0,31,-35.029024723667,-1.12996853947313,0.333333333333333,0.396279447195195,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","M1","record_equal","record_equal",12,5,12,5,0,0,12,-2.4945386996751,-0.207878224972925,1,0.0366857211062278,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","M1","record_equal","species_equal",12,5,12,5,0,0,12,-2.71961307026258,-0.226634422521881,1,0.0429114616190275,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","M1","record_equal","record_equal",19,5,19,5,0,0,19,-6.97981288561469,-0.367358572927089,0.914285714285714,0.104340941875671,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","M1","record_equal","species_equal",19,5,19,5,0,0,19,-6.96720982595875,-0.366695253997829,0.928571428571429,0.103569750791087,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","M1","record_equal","record_equal",15,5,15,5,0,0,15,-9.84794963325656,-0.656529975550437,0.768518518518518,0.23503319241397,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","M1","record_equal","species_equal",15,5,15,5,0,0,15,-8.47061277156251,-0.564707518104168,0.895604395604396,0.19881791158968,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","M1","record_equal","record_equal",9,5,9,5,0,0,9,-5.00316802423681,-0.555907558248534,0.888888888888889,0.180761560200351,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","M1","record_equal","species_equal",9,5,9,5,0,0,9,-5.98209376297224,-0.664677084774694,0.833333333333333,0.230711831336947,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","M1","species_equal","record_equal",10,5,10,5,0,0,10,-4.64420316966488,-0.464420316966488,0.666666666666667,0.154934732098039,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","M1","species_equal","species_equal",10,5,10,5,0,0,10,-4.57416416496155,-0.457416416496155,0.75,0.15152245027085,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","M1","species_equal","record_equal",10,5,10,5,0,0,10,-6.94685027431308,-0.694685027431308,0.74,0.253638206339829,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","M1","species_equal","species_equal",10,5,10,5,0,0,10,-6.1698328834987,-0.61698328834987,0.670454545454546,0.220673445648714,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","M1","species_equal","record_equal",9,5,9,5,0,0,9,-3.53721539909147,-0.393023933232385,0.861111111111111,0.112902381087115,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","M1","species_equal","species_equal",9,5,9,5,0,0,9,-2.88491525721296,-0.320546139690328,0.964646464646465,0.0810825514680663,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","M1","species_equal","record_equal",21,5,21,5,0,0,21,-6.43517511693682,-0.306436910330325,0.75,0.0757111812949345,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","M1","species_equal","species_equal",21,5,21,5,0,0,21,-7.10162091132077,-0.338172424348608,0.607142857142857,0.0896194263042485,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","M1","species_equal","record_equal",16,5,16,5,0,0,16,-6.7020649316039,-0.418879058225244,0.666666666666667,0.122968388416527,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","M1","species_equal","species_equal",16,5,16,5,0,0,16,-6.98049129752002,-0.436280706095001,0.704545454545454,0.134622396321187,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","M1","species_equal","record_equal",31,5,31,5,0,0,31,-17.4227608019774,-0.562024541999272,0.69047619047619,0.178264000427893,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","M1","species_equal","species_equal",31,5,31,5,0,0,31,-34.6455169779198,-1.11759732186838,0.5,0.398162347509109,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","M1","species_equal","record_equal",12,5,12,5,0,0,12,-2.75441547553875,-0.229534622961563,1,0.0438122268671004,,,,0,,,0,"weighted_record_or_species"
"tenfold",7,"binary","M1","species_equal","species_equal",12,5,12,5,0,0,12,-2.92024642274145,-0.243353868561787,1,0.0484770859667482,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","M1","species_equal","record_equal",19,5,19,5,0,0,19,-6.70740743201943,-0.353021443790496,0.914285714285714,0.098987036714239,,,,0,,,0,"weighted_record_or_species"
"tenfold",8,"binary","M1","species_equal","species_equal",19,5,19,5,0,0,19,-6.64185211353692,-0.349571163870364,0.928571428571429,0.0970941963787616,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","M1","species_equal","record_equal",15,5,15,5,0,0,15,-9.43835143169997,-0.629223428779998,0.768518518518518,0.222311975046916,,,,0,,,0,"weighted_record_or_species"
"tenfold",9,"binary","M1","species_equal","species_equal",15,5,15,5,0,0,15,-7.95300274161485,-0.530200182774323,0.895604395604396,0.182398668998307,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","M1","species_equal","record_equal",9,5,9,5,0,0,9,-5.0742842679697,-0.563809363107745,0.833333333333333,0.183626740107894,,,,0,,,0,"weighted_record_or_species"
"tenfold",10,"binary","M1","species_equal","species_equal",9,5,9,5,0,0,9,-6.26905944831148,-0.696562160923497,0.666666666666667,0.240781862335076,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","M2","record_equal","record_equal",10,5,10,5,0,0,10,-3.75893426499235,-0.375893426499235,1,0.107794117555283,,,,0,,,0,"weighted_record_or_species"
"tenfold",1,"binary","M2","record_equal","species_equal",10,5,10,5,0,0,10,-3.9661666510855,-0.39661666510855,1,0.118112583729564,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","M2","record_equal","record_equal",10,5,10,5,0,0,10,-7.54315847756818,-0.754315847756818,0.7,0.281087421616493,,,,0,,,0,"weighted_record_or_species"
"tenfold",2,"binary","M2","record_equal","species_equal",10,5,10,5,0,0,10,-6.27417333598212,-0.627417333598212,0.602272727272727,0.225744996372724,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","M2","record_equal","record_equal",9,5,9,5,0,0,9,-3.57297251559945,-0.396996946177717,0.861111111111111,0.114308568020013,,,,0,,,0,"weighted_record_or_species"
"tenfold",3,"binary","M2","record_equal","species_equal",9,5,9,5,0,0,9,-2.95514152557435,-0.32834905839715,0.964646464646465,0.0838258238175265,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","M2","record_equal","record_equal",21,5,21,5,0,0,21,-6.31350007867625,-0.300642860889345,0.75,0.0736038145311149,,,,0,,,0,"weighted_record_or_species"
"tenfold",4,"binary","M2","record_equal","species_equal",21,5,21,5,0,0,21,-7.09563663677714,-0.33788745889415,0.607142857142857,0.0890041198814687,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","M2","record_equal","record_equal",16,5,16,5,0,0,16,-5.25435320884353,-0.32839707555272,0.666666666666667,0.0864701091214051,,,,0,,,0,"weighted_record_or_species"
"tenfold",5,"binary","M2","record_equal","species_equal",16,5,16,5,0,0,16,-5.23591656350307,-0.327244785218942,0.704545454545454,0.0863644520329157,,,,0,,,0,"weighted_record_or_species"
"tenfold",6,"binary","M2","record_equal","record_equal",31,5,31,5,0,0,31,-19.1838513628367,-0.618833914930217,0.142857142857143,0.191944711558542,,,,0,,,0,"weighted_record_or_species"
