"Route","Model","TrainWeighting","EvalWeighting","Subset","Statistic","Records","Species","Observed","PPC_Lower95","PPC_Median","PPC_Upper95","Status","Scope"
"joint_bb","Null","record_equal","record_equal","all_point","SD",145,48,0.370592541183716,0.305653757011086,0.354673102582661,0.391979771710537,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","record_equal","record_equal","all_point","ZeroFraction",145,48,0.103448275862069,0.0482758620689655,0.103448275862069,0.16551724137931,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","record_equal","record_equal","all_point","OneFraction",145,48,0.482758620689655,0.36551724137931,0.462068965517241,0.558620689655172,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","record_equal","species_equal","all_point","Mean",145,48,0.614479239074521,0.646498044897257,0.732618110873033,0.808567038993517,"REVIEW_REQUIRED","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","record_equal","species_equal","all_point","SD",145,48,0.389160338983604,0.274252345600269,0.327632695071092,0.36984928683685,"REVIEW_REQUIRED","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","record_equal","species_equal","all_point","ZeroFraction",145,48,0.166666666666667,0.0323504233915239,0.0811203063241107,0.147403381642512,"REVIEW_REQUIRED","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","record_equal","species_equal","all_point","OneFraction",145,48,0.30631038647343,0.291432120114185,0.394173391523935,0.511975220959596,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","count","Mean",105,29,0.71258024691358,0.579297203325775,0.676471403376165,0.765757760141094,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","count","SD",105,29,0.412829946915986,0.368521789822936,0.416525521335761,0.451647726741626,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","count","ZeroFraction",105,29,0.142857142857143,0.0952380952380952,0.171428571428571,0.276190476190476,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","count","OneFraction",105,29,0.60952380952381,0.380952380952381,0.504761904761905,0.628571428571429,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","count","Mean",105,29,0.542231648725902,0.552492274620866,0.677014154959557,0.789377606110365,"REVIEW_REQUIRED","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","count","SD",105,29,0.448805781556778,0.352008479791377,0.415992182425852,0.458060735948445,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","count","ZeroFraction",105,29,0.28448275862069,0.079980407523511,0.17696671144947,0.300361061352441,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","count","OneFraction",105,29,0.400656814449918,0.362814412598895,0.511755485893417,0.654837848932676,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","exact","Mean",40,25,0.7318225,0.588853418891318,0.677299199638692,0.758910194724827,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","exact","SD",40,25,0.224076234223422,0.175850702254282,0.225720001024019,0.278973222945193,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","exact","ZeroFraction",40,25,0,0,0,0,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","exact","OneFraction",40,25,0.15,0.025,0.125,0.275,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","exact","Mean",40,25,0.707178,0.580935692107776,0.677257463345917,0.766290584426984,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","exact","SD",40,25,0.245520713008088,0.172013398274188,0.224665454413984,0.281881688436726,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","exact","ZeroFraction",40,25,0,0,0,0,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","exact","OneFraction",40,25,0.14,0.02,0.12,0.280033333333333,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","all_point","Mean",145,48,0.717888454661558,0.59490029692123,0.676660379709188,0.750360574022833,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","all_point","SD",145,48,0.370592541183716,0.334612933663677,0.374649246629195,0.405987724441226,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","all_point","ZeroFraction",145,48,0.103448275862069,0.0689655172413793,0.124137931034483,0.2,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","record_equal","all_point","OneFraction",145,48,0.482758620689655,0.303448275862069,0.4,0.503448275862069,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","all_point","Mean",145,48,0.614479239074521,0.587132838680822,0.677342210273499,0.757636580112382,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","all_point","SD",145,48,0.389160338983604,0.302898924009475,0.348111327058921,0.383657586684039,"REVIEW_REQUIRED","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","all_point","ZeroFraction",145,48,0.166666666666667,0.0453712567248573,0.101656853864734,0.170681166282389,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","Null","species_equal","species_equal","all_point","OneFraction",145,48,0.30631038647343,0.240155632411067,0.345377003732982,0.457219923418972,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","count","Mean",105,29,0.71258024691358,0.635874244142101,0.723220458553792,0.804683641975309,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","count","SD",105,29,0.412829946915986,0.340061147806859,0.395582625178064,0.437846081833852,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","count","ZeroFraction",105,29,0.142857142857143,0.0666666666666667,0.133333333333333,0.228571428571429,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","count","OneFraction",105,29,0.60952380952381,0.438095238095238,0.561904761904762,0.666666666666667,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","count","Mean",105,29,0.542231648725902,0.55100887673948,0.66892261420997,0.785142406895999,"REVIEW_REQUIRED","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","count","SD",105,29,0.448805781556778,0.350018366184338,0.416236788447133,0.458145236652436,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","count","ZeroFraction",105,29,0.28448275862069,0.0735632183908046,0.178750559785043,0.304437602627258,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","count","OneFraction",105,29,0.400656814449918,0.3519394685774,0.494133452754142,0.644193536348709,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","exact","Mean",40,25,0.7318225,0.658038940677697,0.734802172209601,0.80639031467442,"OK","training_only_same_records_types_weights; intervals_not_imputed"
