id,a,b,lo,hi,Group,ReferenceLogP,ReferenceMethod,PrecisionDigits
grid_153,200,0.050000000000000003,0.69999999999999996,0.90000000000000002,inherited_266,-26.92709346748998334427988674184187753083987402243375727492997800720302534911683301219771318120265661,high_precision_lower_interval,100
grid_154,1000,0.050000000000000003,0.69999999999999996,0.90000000000000002,inherited_266,-112.712761412296370145972289003194222147568025784731897480082793237371878733832652749855495628734582,high_precision_lower_interval,100
grid_155,0.050000000000000003,0.20000000000000001,0.69999999999999996,0.90000000000000002,inherited_266,-3.259664939849529906077247354940273204932743770953809258886352880095048486776908938277699155676283171,high_precision_complement_interval,100
grid_156,0.20000000000000001,0.20000000000000001,0.69999999999999996,0.90000000000000002,inherited_266,-2.338062997365457764836480129885947873962770495024786381235439725682593000831293110154521767270819607,high_precision_complement_interval,100
grid_157,1,0.20000000000000001,0.69999999999999996,0.90000000000000002,inherited_266,-1.864035101620539340353714129747319746219954465505370795753422670653652198367963672352056301349043679,closed_a1,100
grid_158,5,0.20000000000000001,0.69999999999999996,0.90000000000000002,inherited_266,-2.265370280640088428401927207459668429377586921994136601148516412674475344768055575654934837511389482,high_precision_lower_interval,100
grid_159,50,0.20000000000000001,0.69999999999999996,0.90000000000000002,inherited_266,-8.198263765626116425209755625247713610067722043839695967828223443994203259767269977809770382796321734,high_precision_lower_interval,100
grid_160,200,0.20000000000000001,0.69999999999999996,0.90000000000000002,inherited_266,-25.02697357675805028341866576335058309237389630417576074886506475447991850539022397343879453695845103,high_precision_lower_interval,100
grid_161,1000,0.20000000000000001,0.69999999999999996,0.90000000000000002,inherited_266,-110.5759001570939615945066658965045810558762898479561303716327728290538033945467471842177051222008932,high_precision_lower_interval,100
grid_162,0.050000000000000003,1,0.69999999999999996,0.90000000000000002,inherited_266,-4.388327002508989751349099756428534172211201676090378281598525339669016955608711439297018674812632718,closed_b1,100
grid_163,0.20000000000000001,1,0.69999999999999996,0.90000000000000002,inherited_266,-3.036586617219575740339659938042913116518888487832703813569694938703133091987560663304730153940784424,closed_b1,100
grid_164,1,1,0.69999999999999996,0.90000000000000002,inherited_266,-1.609437912434100041533851945679280979218499279402675884293289502920101242620666313732594790839783585,closed_a1,100
grid_165,5,1,0.69999999999999996,0.90000000000000002,inherited_266,-0.8617551992261406779867435375082539118672971085854273382175410813277850455609359960658546886245781339,closed_b1,100
grid_166,50,1,0.69999999999999996,0.90000000000000002,inherited_266,-5.268029272504477530464798394162742240555882675979935048748870947720665822202315543950496158523091702,closed_b1,100
grid_167,200,1,0.69999999999999996,0.90000000000000002,inherited_266,-21.07210313156525531117579056631460368793671526372354091745337473059183654390480265292270223367704614,closed_b1,100
grid_168,1000,1,0.69999999999999996,0.90000000000000002,inherited_266,-105.3605156578262765558782113913899821254572321578660620480381910395054988882688460487409359111190612,closed_b1,100
grid_169,0.050000000000000003,5,0.69999999999999996,0.90000000000000002,inherited_266,-10.24992253968793883893283127069462707131055142813625910211098267383750286492999034988226305883972013,high_precision_complement_interval,100
grid_170,0.20000000000000001,5,0.69999999999999996,0.90000000000000002,inherited_266,-8.618972936873512778350661938043698127285296516546453825786661489090067128212790829131658616161561246,high_precision_complement_interval,100
grid_171,1,5,0.69999999999999996,0.90000000000000002,inherited_266,-6.023987738813541274753990831155281815444231838893670781201516779926470390915099574313005721774882546,closed_a1,100
grid_172,5,5,0.69999999999999996,0.90000000000000002,inherited_266,-2.323627540549828819353845162704711975459904659526115508577371859346868161611377625245846429741870286,high_precision_complement_interval,100
grid_173,50,5,0.69999999999999996,0.90000000000000002,inherited_266,-1.017793699347893997471183829191686560251946118715897209418057577728158690609410115789336770765141484,high_precision_lower_interval,100
grid_174,200,5,0.69999999999999996,0.90000000000000002,inherited_266,-12.03090297325246973758049556074346946635120548638258230562676885780936887996208818203385665246140031,high_precision_lower_interval,100
grid_175,1000,5,0.69999999999999996,0.90000000000000002,inherited_266,-90.07161934880777064982007182162738493693577826631645452450006328324383369601387851683743882829520123,high_precision_lower_interval,100
grid_176,0.050000000000000003,50,0.69999999999999996,0.90000000000000002,inherited_266,-66.55346539497505311262295218558448193880875597192206615819727265721929929435279611314008040759653431,high_precision_complement_interval,100
grid_177,0.20000000000000001,50,0.69999999999999996,0.90000000000000002,inherited_266,-64.57523286368348755612380203589876128403580556525466410996991009331808269742787873344211517290249597,high_precision_complement_interval,100
grid_178,1,50,0.69999999999999996,0.90000000000000002,inherited_266,-60.19864021629679222965048144667110590872173422922388632417364986647076306010764070863603366059088349,closed_a1,100
grid_179,5,50,0.69999999999999996,0.90000000000000002,inherited_266,-48.92717080135522165046604587129377740917445579345035404739313334149496558205450621956539187099103512,high_precision_complement_interval,100
grid_180,50,50,0.69999999999999996,0.90000000000000002,inherited_266,-11.07159142379125385484747949495562217996270198342173717966561890169128542102799140193856352931315493,high_precision_complement_interval,100
grid_181,200,50,0.69999999999999996,0.90000000000000002,inherited_266,-0.0001522163096160837617174542935664188126734930516723865775192258297923597508304538530721108209258535483,high_precision_lower_interval,100
grid_182,1000,50,0.69999999999999996,0.90000000000000002,inherited_266,-22.49927933361768408792330003685574506769823242445506103049014795308512261942647189598468975264580836,high_precision_lower_interval,100
grid_183,0.050000000000000003,200,0.69999999999999996,0.90000000000000002,inherited_266,-248.4601385020244096323229765325440835605377183100734096527145350607761098934234600389028301894297609,high_precision_complement_interval,100
grid_184,0.20000000000000001,200,0.69999999999999996,0.90000000000000002,inherited_266,-246.2740395517803005761020940967270383577759214564317977994480662474193639201331570956272385273868763,high_precision_complement_interval,100
grid_185,1,200,0.69999999999999996,0.90000000000000002,inherited_266,-240.7945608651871689186019202148621472408366509941284876760616321753961833656793462739548322704868694,closed_a1,100
grid_186,5,200,0.69999999999999996,0.90000000000000002,inherited_266,-224.147869220627217402214479158249166561577925398087881353766381694552592267341662223212359237845235,high_precision_complement_interval,100
grid_187,50,200,0.69999999999999996,0.90000000000000002,inherited_266,-137.4355864404186218628469580522614467573257428914838136813799148324523687236699712112511212041113157,high_precision_complement_interval,100
grid_188,200,200,0.69999999999999996,0.90000000000000002,inherited_266,-37.88234313246665119300933227697642053222728675758132325537054397880449717078588997835245727828398437,high_precision_complement_interval,100
grid_189,1000,200,0.69999999999999996,0.90000000000000002,inherited_266,-0.0000000000007171068577339746184430082224473959719092850928379301194403604810197620458021631264264789312596203099,high_precision_lower_interval,100
grid_190,0.050000000000000003,1000,0.69999999999999996,0.90000000000000002,inherited_266,-1213.16564007875408698301873140434951731735733318311658761795857537396492899036555514174404710138767,high_precision_complement_interval,100
grid_191,0.20000000000000001,1000,0.69999999999999996,0.90000000000000002,inherited_266,-1210.73815473422557779754161677126628762239995543441995075714466170020423490035619786962422919307858,high_precision_complement_interval,100
grid_192,1,1000,0.69999999999999996,0.90000000000000002,inherited_266,-1203.972804325935844593009601074310736204183254970642438380308160876980916828396731369774161352434328,closed_a1,100
grid_193,5,1000,0.69999999999999996,0.90000000000000002,inherited_266,-1180.934838478904223805325654891916954842990757489498534485561759271854502482812894200285006474859975,high_precision_complement_interval,100
grid_194,50,1000,0.69999999999999996,0.90000000000000002,inherited_266,-1026.309146130310950198132533969597291650890325444804960440199902199913643355510644756285704951496496,high_precision_complement_interval,100
grid_195,200,1000,0.69999999999999996,0.90000000000000002,inherited_266,-739.4577957421634727752617278340238164599535709551868769518647307418472443577554916116245736634809115,high_precision_complement_interval,100
grid_196,1000,1000,0.69999999999999996,0.90000000000000002,inherited_266,-178.1592165995371500884231723048742115403349776057359832888349014187580481274046248312679929886126091,high_precision_complement_interval,100
grid_197,0.050000000000000003,0.050000000000000003,0.94999999999999996,0.999,inherited_266,-2.554215552199075776101606059768712326957285815245310007549258268955796344805525197044746866949148436,high_precision_complement_interval,100
grid_198,0.20000000000000001,0.050000000000000003,0.94999999999999996,0.999,inherited_266,-2.07611717009000022254652358723783241402818067828579901562486472346464391364333706423107363187018442,high_precision_complement_interval,100
grid_199,1,0.050000000000000003,0.94999999999999996,0.999,inherited_266,-1.877671178689443691572786255921679388601712229143323170206369091568393006207946019949454309537297643,closed_a1,100
grid_200,5,0.050000000000000003,0.94999999999999996,0.999,inherited_266,-1.827280065801155059276406337020135657964441346396478249945732786952765724643967647983196769086440099,high_precision_lower_interval,100
grid_201,50,0.050000000000000003,0.94999999999999996,0.999,inherited_266,-2.146873173660566904250553861048212846420872186130857755413460306126734525978049607747753324996620588,high_precision_lower_interval,100
grid_202,200,0.050000000000000003,0.94999999999999996,0.999,inherited_266,-2.799121016084378639298667154046899598941912376609822166115405850154463429692694068878366730362257845,high_precision_lower_interval,100
grid_203,1000,0.050000000000000003,0.94999999999999996,0.999,inherited_266,-4.4633948589579247417094454402939372783086342922927081761229394097904382885954637246862989848819554,high_precision_lower_interval,100
grid_204,0.050000000000000003,0.20000000000000001,0.94999999999999996,0.999,inherited_266,-2.791090487392618679605884280937330854908360401334641507721570690293987503578274985802314196575951841,high_precision_complement_interval,100
grid_205,0.20000000000000001,0.20000000000000001,0.94999999999999996,0.999,inherited_266,-1.839960026556302186161922447839802150827551828139154404634489209534237261747864330820893465590265678,high_precision_complement_interval,100
grid_206,1,0.20000000000000001,0.94999999999999996,0.999,inherited_266,-1.210354361543495545899505944676288844640678124622870918998048792489334064451836438123823807740943652,closed_a1,100
grid_207,5,0.20000000000000001,0.94999999999999996,0.999,inherited_266,-0.8795738362010022549050549273602505636178774428852446862403896622277219524877869586658274778870156868,high_precision_complement_interval,100
grid_208,50,0.20000000000000001,0.94999999999999996,0.999,inherited_266,-0.9136756451873924914981882100673480224430257713662971312904687032473384949923843278903711176134037474,high_precision_lower_interval,100
grid_209,200,0.20000000000000001,0.94999999999999996,0.999,inherited_266,-1.444948413617372798655809199637975474838389205982983821245488637377865483950910253475234545997756652,high_precision_lower_interval,100
grid_210,1000,0.20000000000000001,0.94999999999999996,0.999,inherited_266,-2.949375503922430286495536120158713617631663854939256903246809689924141232116016051605962003807828489,high_precision_lower_interval,100
grid_211,0.050000000000000003,1,0.94999999999999996,0.999,inherited_266,-5.986932826450017097941284056214808049566398799244487338875389505724705103450096663878939162900480665,closed_b1,100
grid_212,0.20000000000000001,1,0.94999999999999996,0.999,inherited_266,-4.60455654780473042765209886690047449858984000617831695085798298824311892568121718677728824738330401,closed_b1,100
grid_213,1,1,0.94999999999999996,0.999,inherited_266,-3.015934980871509553664849177041895255076411039735502671409708773230488389392252863732445569606017204,closed_a1,100
grid_214,5,1,0.94999999999999996,0.999,inherited_266,-1.508556677519844109822359496464567735681195912257671287745309507874055035387984232634990487099798691,closed_b1,100
grid_215,50,1,0.94999999999999996,0.999,inherited_266,-0.1343767179023468277369161489141945671707029127824820630422663267132522418855369337326220231158795091,closed_b1,100
grid_216,200,1,0.94999999999999996,0.999,inherited_266,-0.2001428853410613311839527687159925727352143113474828447001140079485193303380574435737945551676872855,closed_b1,100
grid_217,1000,1,0.94999999999999996,0.999,inherited_266,-1.000500333583534389210613360026357233525121397732908223400036469326284420682798687076106763557188317,closed_b1,100
grid_218,0.050000000000000003,5,0.94999999999999996,0.999,inherited_266,-19.44091571560891816468781099874806562635634291483418457138656266627256305307830917881958858816440347,high_precision_complement_interval,100
grid_219,0.20000000000000001,5,0.94999999999999996,0.999,inherited_266,-17.7724905035790007677995589467137407388098199143290535847961186801565745624105335546887679800381008,high_precision_complement_interval,100
grid_220,1,5,0.94999999999999996,0.999,inherited_266,-14.97866137096995053140401939101118102900045501378520259753620422750622255242263487777332140435909229,closed_a1,100
grid_221,5,5,0.94999999999999996,0.999,inherited_266,-10.31229202294326977522513530035034273753725996712730006880686912685353204283402876842581567135265442,high_precision_complement_interval,100
grid_222,50,5,0.94999999999999996,0.999,inherited_266,-2.024584839531505380060840148499851764121704726550543631635803447267109752091917501313314622213743312,high_precision_complement_interval,100
grid_223,200,5,0.94999999999999996,0.999,inherited_266,-0.02339847042391534355428451687882507269643938539343650645001992476734350498360193055620934599132238992,high_precision_lower_interval,100
grid_224,1000,5,0.94999999999999996,0.999,inherited_266,-0.003705169785352992268825599084302402293148829376817173275496363592895581463140379817111721801909301605,high_precision_lower_interval,100
grid_225,0.050000000000000003,50,0.94999999999999996,0.999,inherited_266,-156.4246414694970338008568058832552165063529199964294002308389401606451422859734417490161410051523555,high_precision_complement_interval,100
grid_226,0.20000000000000001,50,0.94999999999999996,0.999,inherited_266,-154.4016888849047379974511159732549230143140682843633811867319289722202813440257625583804306554525716,high_precision_complement_interval,100
grid_227,1,50,0.94999999999999996,0.999,inherited_266,-149.7866136776995052628401938008851433611938828000967175191256640331948258755690577220816867699398017,closed_a1,100
grid_228,5,50,0.94999999999999996,0.999,inherited_266,-137.3233633963581363087847864433972899862189876079551396625354548042678910982477534607244799410095786,high_precision_complement_interval,100
grid_229,50,50,0.94999999999999996,0.999,inherited_266,-86.15751031730113788646780737488275789780488343898630648246215084892592765779269119211139612517189692,high_precision_complement_interval,100
grid_230,200,50,0.94999999999999996,0.999,inherited_266,-37.65334457636543396082885938349952458230488921944625508459139168202382218562250606142916257212347093,high_precision_complement_interval,100
grid_231,1000,50,0.94999999999999996,0.999,inherited_266,-0.4223719613850298442629493530615938150044847775851539774244500666660169900297664826842394146417737276,high_precision_complement_interval,100
grid_232,0.050000000000000003,200,0.94999999999999996,0.999,inherited_266,-607.1003742802826308736819695461409037347910277791715621056013752916907346467541341294252943815183237,high_precision_complement_interval,100
grid_233,0.20000000000000001,200,0.94999999999999996,0.999,inherited_266,-604.8687473933610197705814596031451022622184431961545559347220110213002166839460914766287042149858011,high_precision_complement_interval,100
grid_234,1,200,0.94999999999999996,0.999,inherited_266,-599.1464547107980210513607752035405734447755312003868700765026561327793035022762308883262967197964698,closed_a1,100
grid_235,5,200,0.94999999999999996,0.999,inherited_266,-581.2857354756082935564167127760017108235042276848514177641492895354037652362185983193376324503586611,high_precision_complement_interval,100
grid_236,50,200,0.94999999999999996,0.999,inherited_266,-480.9208770581865847014597626353929356178590057378925611326688946430590566991513323564511637519973963,high_precision_complement_interval,100
grid_237,200,200,0.94999999999999996,0.999,inherited_266,-335.9567593132904516232455050169822344090623139863022265349266534955236152854286250938340875191623661,high_precision_complement_interval,100
grid_238,1000,200,0.94999999999999996,0.999,inherited_266,-113.0721812601688298996802027632854703114672938925661962434570211667902762489916442026359516734469657,high_precision_complement_interval,100
grid_239,0.050000000000000003,1000,0.94999999999999996,0.999,inherited_266,-3005.214865340150816315431429325744806205690716481571591532658345794722805314834661513868096026734686,high_precision_complement_interval,100
grid_240,0.20000000000000001,1000,0.94999999999999996,0.999,inherited_266,-3002.74162903220249962981991857012447347593686610426631253856035782152530517202112761797610673606102,high_precision_complement_interval,100
grid_241,1,1000,0.94999999999999996,0.999,inherited_266,-2995.732273553990105256803876017702867223877656001934350382513280663896517511381154441631483598982349,closed_a1,100
grid_242,5,1000,0.94999999999999996,0.999,inherited_266,-2971.474284085690117448723959724386720534164648688860202481150911910445532008568786931164234490741352,high_precision_complement_interval,100
grid_243,50,1000,0.94999999999999996,0.999,inherited_266,-2803.123527374752361007470031045021172272022816405227628036182176478724902099120822870497224893970952,high_precision_complement_interval,100
grid_244,200,1000,0.94999999999999996,0.999,inherited_266,-2470.524797287484953245570294411772181225068467173918606479430029347875566089126908871745342884265273,high_precision_complement_interval,100
grid_245,1000,1000,0.94999999999999996,0.999,inherited_266,-1665.345478201487297105472249245552924013864271054565051499844425601345322742448073698970382656915141,high_precision_complement_interval,100
tiny_u_shape,1e-08,1e-08,0.10000000000000001,0.90000000000000002,inherited_266,-17.63348575326367188493373168418547125457126718867841502721462310064905891071893697733630702319972963,high_precision_complement_interval,100
tiny_left_shape,9.9999999999999995e-08,0.20000000000000001,0.29999999999999999,0.40000000000000002,inherited_266,-17.02089329109632984829236887097397558464210592069739264727191528852871580192239845894018774680713962,high_precision_complement_interval,100
tiny_right_shape,0.20000000000000001,9.9999999999999995e-08,0.40000000000000002,0.5,inherited_266,-17.18100072747864525819451269397102098557749268034256085356245262198248864332617116122207855254232331,high_precision_lower_interval,100
inherited_switch_1,2.5,7.5,0.29999999999999999,0.30000296999999998,inherited_switch_24,-11.868520938716499004456395534642233850995333126990465108808282887856080916624794757779981379534335,high_precision_complement_interval,100
inherited_switch_2,2.5,7.5,0.29999999999999999,0.30000303,inherited_switch_24,-11.84852040057482110361166099762307238637887714924120809364316211377686046391517309330868321910730855,high_precision_complement_interval,100
inherited_switch_3,2.5,7.5,0.29999999999999999,0.30000299969999999,inherited_switch_24,-11.8585706715019403878656264652145578863063841179115721019662163856845082020452254846438731557383003,high_precision_complement_interval,100
inherited_switch_4,2.5,7.5,0.29999999999999999,0.30000300029999999,inherited_switch_24,-11.85837067278895904119733846819155941020637466862720501726420661844238629467683597039682995941404223,high_precision_complement_interval,100
inherited_switch_5,2.5,7.5,0.29999999999999999,0.30000299999699997,inherited_switch_24,-11.85847166714515496373843993805687472615888439951258454606386301537738274653632958568057223499648143,high_precision_complement_interval,100
inherited_switch_6,2.5,7.5,0.29999999999999999,0.30000300000300001,inherited_switch_24,-11.85846966714674462141644194818829071940809267944006713821478819350118484056057844419614140765858512,high_precision_complement_interval,100
inherited_switch_7,1,1,0.29999999999999999,0.30000296999999998,inherited_switch_24,-12.72694860515268424900736494450247529203609257992598713138999951495339308579470069316354860922995408,closed_a1,100
inherited_switch_8,1,1,0.29999999999999999,0.30000303,inherited_switch_24,-12.70694793843805733089305316017312128808010610498983843241722943204633616317226557414417351266234772,closed_a1,100
inherited_switch_9,1,1,0.29999999999999999,0.30000299969999999,inherited_switch_24,-12.71699827429451966289800766969587505144533961487118522179956919376965309424419468922223875453306788,closed_a1,100
inherited_switch_10,1,1,0.29999999999999999,0.30000300029999999,inherited_switch_24,-12.71679827429580883914194546004402446638135520710158654513955842384905249592691223804722029035712903,closed_a1,100
inherited_switch_11,1,1,0.29999999999999999,0.30000299999699997,inherited_switch_24,-12.71689926930129818427336156981286645953377289032518492104640379711729262999579385783517517434606342,closed_a1,100
inherited_switch_12,1,1,0.29999999999999999,0.30000300000300001,inherited_switch_24,-12.7168972692900304746186229590974384611725162828346297670083158714720131081366496149151786289465897,closed_a1,100
inherited_switch_13,3.5708684811968198e-05,3.5708684811968198e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-9.91353733401512412259684578456168044974018905552533841114231013398747171844384918174628224915892791,high_precision_complement_interval,100
inherited_switch_14,3.6430072383927203e-05,3.6430072383927203e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-9.893537777714946971165301635464402932476998713650091860956239209415463686201414330300149108558688361,high_precision_complement_interval,100
inherited_switch_15,3.60657716600879e-05,3.60657716600879e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-9.903587552813385013687689338437417921877746200046324336433500176708420444372366666767197071800201324,high_precision_complement_interval,100
inherited_switch_16,3.60729855358075e-05,3.60729855358075e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-9.903387563916783007742301352595002566574316583859203794375458722567460827637807815708001238551798576,high_precision_complement_interval,100
inherited_switch_17,1.7854094573256499e-05,3.5708189146512998e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-10.31900258113975807125909081120293713706462960250671824274533280760341293025817282754174148204788031,high_precision_complement_interval,100
inherited_switch_18,1.8214783352514198e-05,3.6429566705028498e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-10.29900274724684306368547324016452919028900418383298804515221905681194617393107636114381483396994951,high_precision_complement_interval,100
inherited_switch_19,1.8032635518989101e-05,3.6065271037978202e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-10.30905266252950691566512819804702970098907131527577221622284677146619256804741039457856103214108179,high_precision_complement_interval,100
inherited_switch_20,1.8036242406781701e-05,3.6072484813563301e-05,0.20000000000000001,0.80000000000000004,inherited_switch_24,-10.30885267085697744321127331801985595329370650917479382977719073198713347162334502958164300131720499,high_precision_complement_interval,100
inherited_switch_21,3.6063771102474901e-08,3.6063771102474901e-08,0.20000000000000001,0.80000000000000004,inherited_switch_24,-16.81134284162796439387555434406365258625774514219561923461765658579585347051077035396859068520984115,high_precision_complement_interval,100
inherited_switch_22,3.6070984578042899e-08,3.6070984578042899e-08,0.20000000000000001,0.80000000000000004,inherited_switch_24,-16.81114284163840352899146497696265236794464347973807664147226223731546064925480128088044970432584909,high_precision_complement_interval,100
inherited_switch_23,1.8031885411129899e-08,3.6063770822259798e-08,0.20000000000000001,0.80000000000000004,inherited_switch_24,-17.21680794362711949045671019256772801484432097575152039372286633902316636470715046943782245974688688,high_precision_complement_interval,100
inherited_switch_24,1.80354921488859e-08,3.60709842977718e-08,0.20000000000000001,0.80000000000000004,inherited_switch_24,-17.21660794363478111228777285812562452806726270663931088263125128498866652415971986921035869890836795,high_precision_complement_interval,100
review_counterexample,1e-08,1e-08,0.40000000000000002,0.5,new_counterexamples,-20.01654839422957732878303081929671576389345901404564295929289589981730708577868099920471497176330031,high_precision_lower_interval,100
tiny_shape_1e12,9.9999999999999998e-13,9.9999999999999998e-13,0.40000000000000002,0.5,new_counterexamples,-29.2268887522077736871114678674031920882263449815716897977733452329047350740506319570206463476806421,high_precision_lower_interval,100
tiny_shape_1e6,9.9999999999999995e-07,1.9999999999999999e-06,0.20000000000000001,0.80000000000000004,new_counterexamples,-13.20119653460697395488945067843511594694427780841616247451115929349299391363375446031025880204657399,high_precision_complement_interval,100
tiny_shape_asymmetric,1.0000000000000001e-09,2.9999999999999997e-08,0.29999999999999999,0.59999999999999998,new_counterexamples,-20.53070419191245402515240931574440382689515861610210203771130231403682876403026874343485147431039391,high_precision_complement_interval,100
audit_gap_1_0.01_-1,3.5708684811888563e-05,3.5708684811888563e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-9.913537334017354119945022637308872458003683935107878250972428148189600944093614812178382462991918891,high_precision_complement_interval,100
audit_gap_1_0.01_1,3.6430072383845915e-05,3.6430072383845915e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-9.893537777717178190987165767014365833451994968610512905838310700664480980162640680957150081808925941,high_precision_complement_interval,100
audit_gap_1_1e-04_-1,3.6065771660007453e-05,3.6065771660007453e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-9.90358755281561547574227245660105147021757902136656425140889399392503803768183318706950739792330197,high_precision_complement_interval,100
audit_gap_1_1e-04_1,3.6072985535727025e-05,3.6072985535727025e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-9.90338756391901377507741030731814757117709517778842596319615570211832135717278657780821200227876443,high_precision_complement_interval,100
audit_gap_1_1e-06_-1,3.6069342528488642e-05,3.6069342528488642e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-9.903488553312294271127045407614925448531339788473942221592142244488232197625140301122780016299540371,high_precision_complement_interval,100
audit_gap_1_1e-06_1,3.6069414667245836e-05,3.6069414667245836e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-9.903486553423334972720413101813770244514879698163610953304953489760627596196155074769484873870922711,high_precision_complement_interval,100
audit_gap_2_0.01_-1,1.7854094573244593e-05,3.5708189146489186e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-10.31900258114042488772774666712007151982267503436836887292361037993884100196439353317181950790502345,high_precision_complement_interval,100
audit_gap_2_0.01_1,1.8214783352502062e-05,3.6429566705004124e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-10.29900274724751025344284259831527180753092558324172080431250932416894716498543677006078999574728526,high_precision_complement_interval,100
audit_gap_2_1e-04_-1,1.8032635518977039e-05,3.6065271037954078e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-10.30905266253017577224723438549998247325843177664184849350492439561557413042135810703831446130334387,high_precision_complement_interval,100
audit_gap_2_1e-04_1,1.8036242406769616e-05,3.6072484813539232e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-10.30885267085764654175596247442875710359948999791013983308701224588883917438800991657232657744120641,high_precision_complement_interval,100
audit_gap_2_1e-06_-1,1.8034420928434365e-05,3.6068841856868729e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-10.30895366165277045992970639604361937502018429420591595047454266743945318454866640567007396282401492,high_precision_complement_interval,100
audit_gap_2_1e-06_1,1.8034456997312291e-05,3.6068913994624581e-05,0.20000000000000001,0.80000000000000004,audit_gap_switch,-10.30895166173605182611034274745013274227689818905331655398040050450988342285271850254046674069873398,high_precision_complement_interval,100
audit_shape_0.01_-1,9.9000000000000001e-06,0.20000000000000001,0.29999999999999999,0.40000000000000002,audit_shape_switch,-12.42582997603234828318155530052350259888271141387861359278953006635353940928597713563423218968112627,high_precision_complement_interval,100
audit_shape_0.01_1,1.0100000000000002e-05,0.20000000000000001,0.29999999999999999,0.40000000000000002,audit_shape_switch,-12.40583046307800212715967175122778556227646095378387983075430692769124307368196381696205599955124414,high_precision_complement_interval,100
audit_shape_1e-04_-1,9.9990000000000003e-06,0.20000000000000001,0.29999999999999999,0.40000000000000002,audit_shape_switch,-12.4158802162867034378696397827742706408010910775954751171812251048081517588644700173816771433490323,high_precision_complement_interval,100
audit_shape_1e-04_1,1.0001000000000001e-05,0.20000000000000001,0.29999999999999999,0.40000000000000002,audit_shape_switch,-12.41568022782355990662823285389045191288223986895998225789815278430746339132111111463158456530487313,high_precision_complement_interval,100
audit_shape_1e-06_-1,9.9999900000000001e-06,0.20000000000000001,0.29999999999999999,0.40000000000000002,audit_shape_switch,-12.41578121699794411366509958690598097732083939243432086094076906412648809181305670591376655648039748,high_precision_complement_interval,100
audit_shape_1e-06_1,1.000001e-05,0.20000000000000001,0.29999999999999999,0.40000000000000002,audit_shape_switch,-12.41577921711331937484398314213775926311219974185204045257709870709140217573472851664999807998440439,high_precision_complement_interval,100
