"Case","Mode","Parameter","Stan","Reference","AbsError","ScaledError"
"grid_102","a_b","b",21.3999391140848,21.3999391142009,1.16131104732631e-10,5.42670257671745e-12
"grid_103","a_b","a",-0.711788542561532,-0.711788542561583,5.09592368302947e-14,5.09592368302947e-14
"grid_103","a_b","b",23.7266176452656,23.7266176447666,4.98939556337064e-10,2.10286844845377e-11
"grid_104","a_b","a",-0.697873406401433,-0.697873406400795,6.3815619455454e-13,6.3815619455454e-13
"grid_104","a_b","b",25.1056916935704,25.1056916930281,5.42275557791072e-10,2.1599705932088e-11
"grid_105","a_b","a",-0.694096211476752,-0.69409621147661,1.42219569454483e-13,1.42219569454483e-13
"grid_105","a_b","b",26.7130000945528,26.7130001001685,5.61560753453705e-09,2.10220024462982e-10
"grid_106","a_b","a",15.4685860324233,15.4685860326742,2.50874876428497e-10,1.62183457426927e-11
"grid_106","a_b","b",0.463368056651859,0.463368056617212,3.46472850409896e-11,3.46472850409896e-11
"grid_107","a_b","a",1.92647262293874,1.92647262293085,7.89412979429471e-12,4.09771190118702e-12
"grid_107","a_b","b",2.12892908866739,2.12892908866095,6.44151398887516e-12,3.0257062215852e-12
"grid_108","a_b","a",-0.509694292205995,-0.509694292210039,4.04365430028975e-12,4.04365430028975e-12
"grid_108","a_b","b",4.3985676047278,4.39856760473071,2.91056068135731e-12,6.61706478769809e-13
"grid_109","a_b","a",-0.738509609063235,-0.738509609064112,8.77187211756336e-13,8.77187211756336e-13
"grid_109","a_b","b",6.22384085810432,6.22384085812907,2.4749091664944e-11,3.9764981510764e-12
"grid_110","a_b","a",-0.708819848182825,-0.708819848182666,1.58650870218935e-13,1.58650870218935e-13
"grid_110","a_b","b",8.52088516471941,8.52088516491989,2.00477856537873e-10,2.35278204855091e-11
"grid_111","a_b","a",-0.697125644945498,-0.697125644944959,5.38680211548126e-13,5.38680211548126e-13
"grid_111","a_b","b",9.89764158142535,9.89764158152439,9.90478810081186e-11,1.00072204264305e-11
"grid_112","a_b","a",-0.693946304361526,-0.693946304361456,6.99440505513849e-14,6.99440505513849e-14
"grid_112","a_b","b",11.5043452046549,11.504345201511,3.14382830879367e-09,2.73273120175562e-10
"grid_113","a_b","a",19.1954885143712,19.1954885143379,3.33706395849731e-11,1.73846263719974e-12
"grid_113","a_b","b",-0.516636832460299,-0.516636832464205,3.90587562293376e-12,3.90587562293376e-12
"grid_114","a_b","a",4.19611090031084,4.19611090031099,1.49213974509621e-13,3.55600645584849e-14
"grid_114","a_b","b",-0.308338442543361,-0.308338442511028,3.23322479900412e-11,3.23322479900412e-11
"grid_115","a_b","a",0.199427024696892,0.199427024696515,3.76310094196697e-13,3.76310094196697e-13
"grid_115","a_b","b",0.400782160203783,0.400782160204042,2.59015031645049e-13,2.59015031645049e-13
"grid_116","a_b","a",-0.584389923755685,-0.584389923755979,2.94431146130592e-13,2.94431146130592e-13
"grid_116","a_b","b",1.6708263583446,1.67082635834796,3.35620420344185e-12,2.00870915560628e-12
"grid_117","a_b","a",-0.693143995703302,-0.693143995702824,4.78284079008517e-13,4.78284079008517e-13
