"Case","Mode","Parameter","Stan","Reference","AbsError","ScaledError"
"grid_117","a_b","b",3.82529990674703,3.82529990673378,1.32494015758766e-11,3.4636242644801e-12
"grid_118","a_b","a",-0.693147180559945,-0.693147180559646,2.98983060531555e-13,2.98983060531555e-13
"grid_118","a_b","b",5.18983450176404,5.18983450174204,2.19992912775524e-11,4.23891961683326e-12
"grid_119","a_b","a",-0.693147180559946,-0.693147180560061,1.14908083048704e-13,1.14908083048704e-13
"grid_119","a_b","b",6.79332168596455,6.79332168606569,1.01137764829673e-10,1.48878221146401e-11
"grid_120","a_b","a",21.197187763997,21.1971877638698,1.27204913269452e-10,6.00102781022066e-12
"grid_120","a_b","b",-0.574224850951974,-0.574224850952968,9.94426763156753e-13,9.94426763156753e-13
"grid_121","a_b","a",6.02129542262225,6.0212954226461,2.38529196394666e-11,3.96142656441597e-12
"grid_121","a_b","b",-0.542399194078029,-0.542399194079538,1.50979229118775e-12,1.50979229118775e-12
"grid_122","a_b","a",1.46938579652061,1.46938579652885,8.23763279811374e-12,5.60617423795276e-12
"grid_122","a_b","b",-0.388324040239629,-0.388324040239918,2.89157586763622e-13,2.89157586763622e-13
"grid_123","a_b","a",-0.0519328311611279,-0.0519328311601915,9.36396793438377e-13,9.36396793438377e-13
"grid_123","a_b","b",0.143991378353984,0.143991378352544,1.43954292930459e-12,1.43954292930459e-12
"grid_124","a_b","a",-0.618507122618069,-0.618507122617758,3.11195513802431e-13,3.11195513802431e-13
"grid_124","a_b","b",1.81966162688176,1.81966162687767,4.09006162271908e-12,2.24770449753186e-12
"grid_125","a_b","a",-0.673493457290893,-0.673493457290686,2.07389660999979e-13,2.07389660999979e-13
"grid_125","a_b","b",3.12635285752526,3.1263528575162,9.05409081042308e-12,2.89605531527119e-12
"grid_126","a_b","a",-0.68916115060369,-0.689161150604084,3.93907129137006e-13,3.93907129137006e-13
"grid_126","a_b","b",4.71398236653173,4.71398236661003,7.82964804102448e-11,1.66094130866574e-11
"grid_127","a_b","a",23.5124477803516,23.512447780405,5.33901811650139e-11,2.27071981886585e-12
"grid_127","a_b","b",-0.529292822109266,-0.529292822108711,5.55888668429816e-13,5.55888668429816e-13
"grid_128","a_b","a",8.30677218822264,8.30677218822314,5.00932628710871e-13,6.03041250392137e-14
"grid_128","a_b","b",-0.52634817918132,-0.526348179181232,8.80406858527749e-14,8.80406858527749e-14
"grid_129","a_b","a",3.61149886865385,3.61149886863791,1.59348090278399e-11,4.41224256394404e-12
"grid_129","a_b","b",-0.510805587192986,-0.510805587193097,1.11022302462516e-13,1.11022302462516e-13
"grid_130","a_b","a",1.60766250450915,1.60766250450954,3.86135567964629e-13,2.40184470858472e-13
"grid_130","a_b","b",-0.436979067559171,-0.436979067558892,2.79332112995689e-13,2.79332112995689e-13
"grid_131","a_b","a",-0.0716561147897944,-0.0716561147898207,2.63816746226553e-14,2.63816746226553e-14
"grid_131","a_b","b",0.0738738528132545,0.0738738528132823,2.77278200400133e-14,2.77278200400133e-14
"grid_132","a_b","a",-0.476071192686688,-0.476071192686334,3.54105633704194e-13,3.54105633704194e-13
"grid_132","a_b","b",0.930806731456552,0.93080673145541,1.14186438082697e-12,1.14186438082697e-12
"grid_133","a_b","a",-0.645384497139086,-0.645384497139361,2.74225087082414e-13,2.74225087082414e-13
"grid_133","a_b","b",2.36198141784143,2.36198141783367,7.76489983422834e-12,3.28745170288006e-12
"grid_134","a_b","a",24.884977666484,24.8849776644041,2.07992556511272e-09,8.35815725118323e-11
"grid_134","a_b","b",-0.515540503358349,-0.515540503357848,5.01265695618258e-13,5.01265695618258e-13
"grid_135","a_b","a",9.67693191475178,9.67693191468536,6.64197585820148e-11,6.86372077096239e-12
"grid_135","a_b","b",-0.514794516455256,-0.514794516455167,8.8928864272475e-14,8.8928864272475e-14
"grid_136","a_b","a",4.96914828822569,4.96914828814236,8.33315638715248e-11,1.6769788108432e-11
"grid_136","a_b","b",-0.510825623765991,-0.510825623765765,2.25930385511219e-13,2.25930385511219e-13
"grid_137","a_b","a",2.90578910173149,2.9057891017293,2.18447482325246e-12,7.51766472643327e-13
"grid_137","a_b","b",-0.491222595200426,-0.491222595200114,3.11917158768438e-13,3.11917158768438e-13
"grid_138","a_b","a",0.712573439423005,0.712573439422037,9.67781410565749e-13,9.67781410565749e-13
"grid_138","a_b","b",-0.294921511803361,-0.294921511803474,1.12465592394528e-13,1.12465592394528e-13
"grid_139","a_b","a",-0.0399252854011388,-0.0399252854010613,7.7562956057875e-14,7.7562956057875e-14
"grid_139","a_b","b",0.0399276044594548,0.0399276044593789,7.58837437331294e-14,7.58837437331294e-14
"grid_140","a_b","a",-0.511989168890743,-0.511989168890423,3.19633208789583e-13,3.19633208789583e-13
"grid_140","a_b","b",1.10194145528702,1.10194145528742,4.05897537802957e-13,3.6834764302164e-13
"grid_141","a_b","a",26.4903536304004,26.4903536323876,1.98711802568141e-09,7.50128916079069e-11
"grid_141","a_b","b",-0.511774184089174,-0.511774184088978,1.96731519963578e-13,1.96731519963578e-13
"grid_142","a_b","a",11.2816989252425,11.2816989253398,9.73656710812065e-11,8.6304085692726e-12
"grid_142","a_b","b",-0.511624351131261,-0.511624351131322,6.08402217494586e-14,6.08402217494586e-14
"grid_143","a_b","a",6.57067639358875,6.5706763934988,8.99422758493529e-11,1.3688434867732e-11
"grid_143","a_b","b",-0.510825623765991,-0.510825623766162,1.70308211977499e-13,1.70308211977499e-13
"grid_144","a_b","a",4.49134205408658,4.49134205406665,1.99262828459723e-11,4.43659881748045e-12
"grid_144","a_b","b",-0.50684159972162,-0.50684159972171,8.97060203897126e-14,8.97060203897126e-14
"grid_145","a_b","a",2.13940273481895,2.13940273481512,3.82938125653709e-12,1.78993005581439e-12
"grid_145","a_b","b",-0.463090514507736,-0.463090514507674,6.21169782277775e-14,6.21169782277775e-14
"grid_146","a_b","a",0.879678467087554,0.879678467088378,8.23341395062016e-13,8.23341395062016e-13
"grid_146","a_b","b",-0.329841969652566,-0.329841969652532,3.45279360658424e-14,3.45279360658424e-14
"grid_147","a_b","a",-0.0178449586720002,-0.0178449586719864,1.38118683157273e-14,1.38118683157273e-14
"grid_147","a_b","b",0.0178449586720004,0.0178449586720009,5.23886489744996e-16,5.23886489744996e-16
"grid_148","a_b","a",9.86463703102427,9.86463703284146,1.81718640135387e-09,1.84212191011597e-10
"grid_148","a_b","b",8.34717961222047,8.34717961045358,1.76688885744625e-09,2.11674953685373e-10
"grid_149","a_b","a",0.852914506564323,0.852914506575357,1.10333964187248e-11,1.10333964187248e-11
"grid_149","a_b","b",14.5400883125519,14.5400883121982,3.53635343230962e-10,2.43214027066318e-11
"grid_150","a_b","a",-0.125190345158104,-0.125190345149351,8.75299832614473e-12,8.75299832614473e-12
"grid_150","a_b","b",18.2517497524579,18.2517497524959,3.79820619400562e-11,2.08100935280806e-12
"grid_151","a_b","a",-0.174755373553243,-0.174755373553788,5.45646861027649e-13,5.45646861027649e-13
"grid_151","a_b","b",20.1824699245687,20.1824699245826,1.39763756124012e-11,6.92500752614905e-13
"grid_152","a_b","a",-0.122064052430594,-0.122064052430382,2.11941575400942e-13,2.11941575400942e-13
"grid_152","a_b","b",22.2357783791719,22.2357783791131,5.87832005294331e-11,2.64363133717191e-12
"grid_153","a_b","a",-0.109921725916017,-0.109921725915944,7.29555305056806e-14,7.29555305056806e-14
"grid_153","a_b","b",23.5327139620054,23.5327139618195,1.85934823093703e-10,7.90112111146092e-12
"grid_154","a_b","a",-0.106302176594928,-0.106302176595054,1.26273991263304e-13,1.26273991263304e-13
"grid_154","a_b","b",25.1114033861198,25.1114033867831,6.63277432977338e-10,2.64133956498202e-11
"grid_155","a_b","a",16.0575390509114,16.0575390509621,5.06616970596951e-11,3.1550100484831e-12
"grid_155","a_b","b",-0.650186426540135,-0.650186426535508,4.62729854433519e-12,4.62729854433519e-12
"grid_156","a_b","a",2.51559093147119,2.51559093147428,3.09441361423524e-12,1.23009412043863e-12
"grid_156","a_b","b",1.01248479059275,1.01248479060234,9.59299306657613e-12,9.47470337887162e-12
"grid_157","a_b","a",0.0802661541095773,0.080266154117159,7.58169915737739e-12,7.58169915737739e-12
"grid_157","a_b","b",3.26682070009419,3.26682070009715,2.96385138653932e-12,9.07258664808625e-13
"grid_158","a_b","a",-0.145419041391653,-0.145419041391907,2.54268828214776e-13,2.54268828214776e-13
"grid_158","a_b","b",5.01998847838817,5.01998847839691,8.74234018510833e-12,1.74150602590628e-12
"grid_159","a_b","a",-0.119374045964834,-0.119374045964922,8.87345752431656e-14,8.87345752431656e-14
"grid_159","a_b","b",7.03227807067577,7.03227807071031,3.45385942068788e-11,4.91143749715092e-12
"grid_160","a_b","a",-0.109199159709807,-0.109199159709831,2.37448949391705e-14,2.37448949391705e-14
"grid_160","a_b","b",8.3248980792978,8.32489807921869,7.91064991290114e-11,9.50239851302007e-12
"grid_161","a_b","a",-0.106153424246912,-0.106153424246891,2.13440376484186e-14,2.13440376484186e-14
"grid_161","a_b","b",9.90275985733812,9.90275985734238,4.2632564145606e-12,4.30511945758194e-13
"grid_162","a_b","a",19.7692454317669,19.7692454316926,7.43476391562581e-11,3.7607727322293e-12
"grid_162","a_b","b",-1.55448372626438,-1.5544837262634,9.82103287583413e-13,6.31787435912342e-13
"grid_163","a_b","a",4.77003487491262,4.770034874918,5.38324940180246e-12,1.12855556467918e-12
"grid_163","a_b","b",-1.34895386449834,-1.34895386449729,1.04427577696242e-12,7.74137503473172e-13
"grid_164","a_b","a",0.774239983325345,0.774239983324746,5.98632254877884e-13,5.98632254877884e-13
"grid_164","a_b","b",-0.654666659991882,-0.654666659991032,8.49653680745632e-13,8.49653680745632e-13
"grid_165","a_b","a",-0.00536900019650399,-0.00536900019661631,1.12317273537332e-13,1.12317273537332e-13
"grid_165","a_b","b",0.541370025872628,0.541370025872873,2.44582132324922e-13,2.44582132324922e-13
"grid_166","a_b","a",-0.105359638666159,-0.105359638666136,2.29538610341251e-14,2.29538610341251e-14
"grid_166","a_b","b",2.34967750277697,2.34967750278203,5.06128472466116e-12,2.15403378492094e-12
"grid_167","a_b","a",-0.105360515657826,-0.105360515657786,4.07729405793589e-14,4.07729405793589e-14
"grid_167","a_b","b",3.61838387525149,3.61838387524423,7.26352311630762e-12,2.00739428616245e-12
"grid_168","a_b","a",-0.105360515657827,-0.105360515657882,5.49976730823687e-14,5.49976730823687e-14
"grid_168","a_b","b",5.19179743063177,5.19179743067847,4.66995331294129e-11,8.99486810742347e-12
"grid_169","a_b","a",21.7222946061892,21.7222946064558,2.66670241444444e-10,1.22763384935029e-11
"grid_169","a_b","b",-1.37935138618444,-1.37935138618476,3.24851257005321e-13,2.35510153728013e-13
"grid_170","a_b","a",6.5462071273028,6.54620712733737,3.4570568629988e-11,5.28100745325016e-12
"grid_170","a_b","b",-1.34843842845905,-1.34843842845811,9.45243883165858e-13,7.0099150485255e-13
"grid_171","a_b","a",1.99328998855022,1.99328998855515,4.93316498761942e-12,2.47488574966217e-12
"grid_171","a_b","b",-1.19943308412483,-1.19943308412525,4.25215418431435e-13,3.54513664879892e-13
"grid_172","a_b","a",0.468108213132316,0.46810821313296,6.44040376585053e-13,6.44040376585053e-13
"grid_172","a_b","b",-0.698118082186514,-0.698118082186709,1.94733118519252e-13,1.94733118519252e-13
"grid_173","a_b","a",-0.0457112001808145,-0.0457112001807573,5.72319969194268e-14,5.72319969194268e-14
"grid_173","a_b","b",0.446998505475908,0.44699850547586,4.87387907810444e-14,4.87387907810444e-14
"grid_174","a_b","a",-0.0865709834449465,-0.0865709834448669,7.95752352900081e-14,7.95752352900081e-14
"grid_174","a_b","b",1.56267648929727,1.56267648929849,1.22701848681572e-12,7.85203140393152e-13
"grid_175","a_b","a",-0.101407050736178,-0.101407050736206,2.79359868571305e-14,2.79359868571305e-14
"grid_175","a_b","b",3.11277673062535,3.11277673062567,3.20188320301895e-13,1.02862604038272e-13
"grid_176","a_b","a",24.0524424286786,24.0524424293416,6.63003874024071e-10,2.756492925705e-11
"grid_176","a_b","b",-1.22281032599777,-1.2228103259968,9.69224700497762e-13,7.92620637798159e-13
"grid_177","a_b","a",8.84666964250493,8.84666964259632,9.13864539597853e-11,1.03300403035017e-11
"grid_177","a_b","b",-1.21981175391131,-1.21981175390999,1.31961108706946e-12,1.08181535621342e-12
"grid_178","a_b","a",4.15086559147787,4.15086559147682,1.05249142734465e-12,2.53559505638001e-13
"grid_178","a_b","b",-1.20397280432594,-1.20397280432544,4.94937424377895e-13,4.11086880533981e-13
"grid_179","a_b","a",2.14402851130103,2.14402851129651,4.52393678074259e-12,2.11001708088618e-12
"grid_179","a_b","b",-1.12841684296928,-1.12841684296849,7.90478793533111e-13,7.00520200898124e-13
"grid_180","a_b","a",0.354834717581439,0.354834717581243,1.9639845305619e-13,1.9639845305619e-13
"grid_180","a_b","b",-0.538316394900312,-0.53831639490034,2.8199664825479e-14,2.8199664825479e-14
"grid_181","a_b","a",2.1496670387008e-05,2.14966703864636e-05,5.44398239595706e-16,5.44398239595706e-16
"grid_181","a_b","b",-6.49360094693236e-05,-6.49360094673133e-05,2.01028701064115e-15,2.01028701064115e-15
"grid_182","a_b","a",-0.0582901931755336,-0.0582901931755586,2.50285903113934e-14,2.50285903113934e-14
"grid_182","a_b","b",0.766925237038166,0.766925237037934,2.31925589844195e-13,2.31925589844195e-13
"grid_183","a_b","a",25.4393593845339,25.4393593837203,8.13642486718891e-10,3.19836075447551e-11
"grid_183","a_b","b",-1.20871219435063,-1.20871219434916,1.46216372343133e-12,1.20968724421502e-12
"grid_184","a_b","a",10.2313063643006,10.2313063643796,7.90159049302019e-11,7.72295365969068e-12
"grid_184","a_b","b",-1.20796236573254,-1.20796236573154,1.00364161426114e-12,8.30855035498842e-13
"grid_185","a_b","a",5.52348369557214,5.52348369564489,7.27489180007979e-11,1.31708396384257e-11
"grid_185","a_b","b",-1.20397280432594,-1.20397280432544,4.94937424377895e-13,4.11086880533981e-13
"grid_186","a_b","a",3.4599220540553,3.45992205405092,4.37960778754132e-12,1.26581111340749e-12
"grid_186","a_b","b",-1.18426172401096,-1.18426172401058,3.73034936274053e-13,3.14993661207545e-13
"grid_187","a_b","a",1.2631659988775,1.26316599887275,4.74709160869224e-12,3.75809007915709e-12
"grid_187","a_b","b",-0.985904840029598,-0.985904840029524,7.33857419277228e-14,7.33857419277228e-14
"grid_188","a_b","a",0.341351172466144,0.341351172465979,1.64701585703142e-13,1.64701585703142e-13
"grid_188","a_b","b",-0.518140307882138,-0.518140307882353,2.1493917756743e-13,2.1493917756743e-13
"grid_189","a_b","a",-5.61085849198952e-14,-5.61085848361083e-14,8.37868857403431e-23,8.37868857403431e-23
"grid_189","a_b","b",3.72649280171458e-13,3.72649278197265e-13,1.97419269911554e-21,1.97419269911554e-21
"grid_190","a_b","a",27.0489030536578,27.0489030564628,2.80504153238326e-09,1.03702598457613e-10
"grid_190","a_b","b",-1.20492237475028,-1.20492237474963,6.47704112566316e-13,5.37548414851955e-13
"grid_191","a_b","a",11.8402480425829,11.8402480400922,2.49071696600822e-09,2.10360201709831e-10
"grid_191","a_b","b",-1.20477238254618,-1.20477238254656,3.74589248508528e-13,3.10921178087391e-13
"grid_192","a_b","a",7.12922387692946,7.12922387615814,7.71314567771242e-10,1.08190538152506e-10
"grid_192","a_b","b",-1.20397280432594,-1.20397280432589,4.55191440096314e-14,3.78074520006436e-14
"grid_193","a_b","a",5.04988130525674,5.04988130531577,5.90274495948506e-11,1.16888786143776e-11
"grid_193","a_b","b",-1.19998448674564,-1.19998448674589,2.48689957516035e-13,2.07244310458072e-13
"grid_194","a_b","a",2.69784165939833,2.69784165942042,2.2089441387152e-11,8.18781981144789e-12
"grid_194","a_b","b",-1.15618020959156,-1.15618020959194,3.83026943495679e-13,3.31286541940433e-13
"grid_195","a_b","a",1.43763754879288,1.43763754879321,3.32844862782622e-13,2.31522098919871e-13
"grid_195","a_b","b",-1.02266080909168,-1.02266080909127,4.02344824124157e-13,3.93429395697364e-13
"grid_196","a_b","a",0.337467123670912,0.337467123670727,1.84963155902551e-13,1.84963155902551e-13
"grid_196","a_b","b",-0.512317799698618,-0.512317799698536,8.23785484271866e-14,8.23785484271866e-14
"grid_197","a_b","a",10.060564153024,10.0605641530212,2.76223488526739e-12,2.74560635293785e-13
"grid_197","a_b","b",5.19895914071309,5.19895914072865,1.55608859131462e-11,2.99307717024398e-12
"grid_198","a_b","a",1.04808732437252,1.04808732436975,2.77644573998259e-12,2.64905955393762e-12
"grid_198","a_b","b",11.3932173402291,11.3932173402572,2.80540035646482e-11,2.46234252598001e-12
"grid_199","a_b","a",0.0660138334664935,0.0660138334631262,3.36723704474906e-12,3.36723704474906e-12
"grid_199","a_b","b",15.1119819492423,15.1119819492377,4.57234250461624e-12,3.0256405281419e-13
"grid_200","a_b","a",-0.00166658707712114,-0.00166658707671334,4.07803348381752e-13,4.07803348381752e-13
"grid_200","a_b","b",17.0740859310731,17.0740859311014,2.82511791738216e-11,1.65462322772785e-12
"grid_201","a_b","a",-0.0065347791914881,-0.0065347791915249,3.67943522872061e-14,3.67943522872061e-14
"grid_201","a_b","b",19.0133094540092,19.0133094540708,6.16466877545463e-11,3.24229129618187e-12
"grid_202","a_b","a",-0.00319571575363836,-0.00319571575363535,3.01061259255775e-15,3.01061259255775e-15
"grid_202","a_b","b",19.8575146846707,19.8575146846291,4.15774081830023e-11,2.09378710494851e-12
"grid_203","a_b","a",-0.00164044366001578,-0.001640443659963,5.27819975226773e-14,5.27819975226773e-14
"grid_203","a_b","b",20.9493753616331,20.9493753615971,3.59605678568187e-11,1.71654606574757e-12
"grid_204","a_b","a",16.2547752148364,16.2547752148449,8.4803275512968e-12,5.21713000592713e-13
"grid_204","a_b","b",-3.62425273477475,-3.6242527347787,3.94351218346856e-12,1.08808973105717e-12
"grid_205","a_b","a",2.7120687751239,2.71206877513382,9.9182884127913e-12,3.65709325063186e-12
"grid_205","a_b","b",-1.96030674671011,-1.96030674671684,6.7319483321171e-12,3.43413006326275e-12
"grid_206","a_b","a",0.272746451186657,0.272746451186467,1.89903648362133e-13,1.89903648362133e-13
"grid_206","a_b","b",0.300756647140084,0.300756647138763,1.32044375433793e-12,1.32044375433793e-12
"grid_207","a_b","a",0.0286490263931423,0.0286490263932589,1.16569948138689e-13,1.16569948138689e-13
"grid_207","a_b","b",2.08390271586142,2.08390271586381,2.38786768136379e-12,1.14586331846781e-12
"grid_208","a_b","a",-0.00467839879572058,-0.00467839879572015,4.32813507256213e-16,4.32813507256213e-16
"grid_208","a_b","b",3.95302377414148,3.9530237741385,2.97895041967422e-12,7.53587782386519e-13
"grid_209","a_b","a",-0.00274653060311508,-0.00274653060310381,1.12691973808143e-14,1.12691973808143e-14
"grid_209","a_b","b",4.72156394839836,4.72156394837886,1.95052862750345e-11,4.13110708406937e-12
"grid_210","a_b","a",-0.00153055663290455,-0.00153055663290658,2.02940962645837e-15,2.02940962645837e-15
"grid_210","a_b","b",5.76040630548854,5.7604063054939,5.36015676289026e-12,9.30517133449091e-13
"grid_211","a_b","a",19.9738636416597,19.9738636417128,5.30455679381703e-11,2.65574897724803e-12
"grid_211","a_b","b",-3.82608686348014,-3.82608686348429,4.14646095237003e-12,1.083734138904e-12
"grid_212","a_b","a",4.97389525865391,4.97389525865125,2.65565347490337e-12,5.3391825456805e-13
"grid_212","a_b","b",-3.61892672048914,-3.61892672049483,5.69011504580885e-12,1.57232115632085e-12
"grid_213","a_b","a",0.974063874182103,0.974063874180642,1.46160861191902e-12,1.46160861191902e-12
"grid_213","a_b","b",-2.91589506936158,-2.91589506936159,1.28785870856518e-14,4.41668399558406e-15
"grid_214","a_b","a",0.174905895738396,0.174905895738708,3.12694314885675e-13,3.12694314885675e-13
"grid_214","a_b","b",-1.67697785524359,-1.67697785524418,5.89972515285808e-13,3.51806980301421e-13
"grid_215","a_b","a",0.0034258429796526,0.00342584297965294,3.35668992601512e-16,3.35668992601512e-16
"grid_215","a_b","b",0.0332949880773099,0.0332949880762235,1.08634629070181e-12,1.08634629070181e-12
"grid_216","a_b","a",-0.000998346819222246,-0.000998346819222733,4.87023615880489e-16,4.87023615880489e-16
"grid_216","a_b","b",0.460668712883394,0.46066871288312,2.7405855362872e-13,2.7405855362872e-13
"grid_217","a_b","a",-0.00100050033358258,-0.00100050033358381,1.22232952926016e-15,1.22232952926016e-15
"grid_217","a_b","b",1.17336122424266,1.17336122424455,1.88737914186277e-12,1.60852353296226e-12
"grid_218","a_b","a",21.9723311289275,21.972331128565,3.62472718506979e-10,1.64967802635992e-11
"grid_218","a_b","b",-3.18336338843207,-3.18336338843158,4.9427129056312e-13,1.55267002303072e-13
"grid_219","a_b","a",6.7958448647391,6.79584486472281,1.62954094662382e-11,2.39784894896992e-12
"grid_219","a_b","b",-3.15126691181005,-3.15126691181344,3.39461792009388e-12,1.0772232296059e-12
"grid_220","a_b","a",2.2407468671858,2.24074686718367,2.1307400288606e-12,9.50906173323657e-13
"grid_220","a_b","b",-2.99573226103552,-2.99573226103641,8.90398865749376e-13,2.97222444518901e-13
"grid_221","a_b","a",0.70326634044991,0.703266340450703,7.92921284187287e-13,7.92921284187287e-13
"grid_221","a_b","b",-2.45598356828083,-2.45598356827988,9.46354106190483e-13,3.85325911139255e-13
"grid_222","a_b","a",0.0568656266423325,0.0568656266422773,5.51086953848312e-14,5.51086953848312e-14
"grid_222","a_b","b",-0.79462556189716,-0.794625561899539,2.37831976335201e-12,2.37831976335201e-12
"grid_223","a_b","a",0.000797977978038305,0.000797977978037739,5.65519853168439e-16,5.65519853168439e-16
"grid_223","a_b","b",-0.0222390424409758,-0.022239042440929,4.6820186616614e-14,4.6820186616614e-14
"grid_224","a_b","a",-1.55086176793741e-05,-1.55086176793572e-05,1.68661200457276e-17,1.68661200457276e-17
"grid_224","a_b","b",0.00643042134265949,0.00643042134265504,4.44869835414252e-15,4.44869835414252e-15
"grid_225","a_b","a",24.35058090841,24.3505809092899,8.79907702255878e-10,3.61349778690571e-11
"grid_225","a_b","b",-3.01470354934597,-3.01470354934565,3.18856052672345e-13,1.05766967614959e-13
"grid_226","a_b","a",9.14479853650404,9.14479853578361,7.20433490641881e-10,7.87806847600659e-11
"grid_226","a_b","b",-3.01168400336131,-3.01168400336138,7.41628980449605e-14,2.46250595886508e-14
"grid_227","a_b","a",4.44894299322837,4.44894299324261,1.42392764246324e-11,3.20059763549681e-12
"grid_227","a_b","b",-2.99573227355399,-2.99573227355433,3.44169137633799e-13,1.1488648056839e-13
"grid_228","a_b","a",2.44183881083913,2.44183881085055,1.1414869049986e-11,4.67470211353138e-12
"grid_228","a_b","b",-2.91958831115407,-2.91958831115409,1.90958360235527e-14,6.54059202477225e-15
"grid_229","a_b","a",0.647962247589927,0.647962247587823,2.10431672087452e-12,2.10431672087452e-12
"grid_229","a_b","b",-2.31859885777446,-2.31859885777321,1.25632837466583e-12,5.41848095220926e-13
"grid_230","a_b","a",0.173631675745171,0.173631675745215,4.44921877118531e-14,4.44921877118531e-14
"grid_230","a_b","b",-1.40322994879178,-1.40322994879204,2.60236276972137e-13,1.85455190146248e-13
"grid_231","a_b","a",0.00394122857782355,0.0039412285778243,7.46798456408015e-16,7.46798456408015e-16
"grid_231","a_b","b",-0.0770651198229164,-0.0770651198229301,1.36834987785051e-14,1.36834987785051e-14
"grid_232","a_b","a",25.742879290825,25.7428792906467,1.78307146825318e-10,6.92646478321886e-12
"grid_232","a_b","b",-3.00048044226617,-3.00048044226576,4.05897537802957e-13,1.35277514922394e-13
"grid_233","a_b","a",10.5348256136408,10.5348256165409,2.90010326864376e-09,2.7528725905916e-10
"grid_233","a_b","b",-2.99972923013034,-2.99972923013267,2.32702745961433e-12,7.75745836070481e-13
"grid_234","a_b","a",5.82699943419544,5.82699943374602,4.49417392189844e-10,7.71267265939866e-11
"grid_234","a_b","b",-2.99573227355399,-2.99573227355433,3.44169137633799e-13,1.1488648056839e-13
"grid_235","a_b","a",3.76342006098899,3.7634200609773,1.16915366277226e-11,3.10662547318369e-12
"grid_235","a_b","b",-2.97598379855361,-2.97598379855539,1.7768009286101e-12,5.97046573127381e-13
"grid_236","a_b","a",1.56644176240517,1.56644176240045,4.71600536400274e-12,3.01064838617161e-12
"grid_236","a_b","b",-2.77715258865982,-2.77715258865949,3.34399175017097e-13,1.20410803634852e-13
"grid_237","a_b","a",0.643381449468643,0.6433814494662,2.44271269878027e-12,2.44271269878027e-12
"grid_237","a_b","b",-2.30660663666244,-2.30660663666254,9.81437153768638e-14,4.25489608054147e-14
"grid_238","a_b","a",0.131464361183509,0.131464361183694,1.8515744493186e-13,1.8515744493186e-13
"grid_238","a_b","b",-1.20863699008263,-1.20863699008164,9.92761428619815e-13,8.21389248191682e-13
"grid_239","a_b","a",27.3539094899363,27.3539095132946,2.33583357100997e-08,8.53930429898769e-10
"grid_239","a_b","b",-2.99668219990444,-2.99668219990508,6.42597086653041e-13,2.14436181011585e-13
"grid_240","a_b","a",12.1452544519012,12.1452544599758,8.07453481854736e-09,6.64830436048639e-10
"grid_240","a_b","b",-2.99653215152299,-2.99653215152527,2.27684537890127e-12,7.59826781014958e-13
"grid_241","a_b","a",7.43423014240124,7.43423014246976,6.85229650798647e-11,9.21722407925084e-12
"grid_241","a_b","b",-2.99573227355399,-2.9957322735559,1.90603088867647e-12,6.36248741418416e-13
"grid_242","a_b","a",5.35488685000439,5.35488685007598,7.15889569846695e-11,1.33689019000754e-11
"grid_242","a_b","b",-2.99174245378153,-2.99174245378197,4.41424674590962e-13,1.47547685474377e-13
"grid_243","a_b","a",3.0028389210245,3.0028389209671,5.73936453918122e-11,1.91131282437647e-11
"grid_243","a_b","b",-2.94792087226631,-2.94792087226862,2.31104024805973e-12,7.83955997530296e-13
"grid_244","a_b","a",1.74260466458171,1.74260466457099,1.07152064998672e-11,6.1489600697845e-12
"grid_244","a_b","b",-2.814337919789,-2.81433791978865,3.48165940522449e-13,1.23711491102176e-13
"grid_245","a_b","a",0.642159432674369,0.642159432674892,5.23470156110761e-13,5.23470156110761e-13
"grid_245","a_b","b",-2.30339039751469,-2.30339039751612,1.43574041544525e-12,6.23316141715921e-13
"tiny_u_shape","a_b","a",49999999.1256025,49999999.1266561,0.00105360150337219,2.10720304355065e-11
"tiny_u_shape","a_b","b",49999999.1256025,49999999.1254718,0.000130638480186462,2.61276964942806e-12
"tiny_left_shape","a_b","a",9999994.23099456,9999994.2309618,3.27639281749725e-05,3.27639470766188e-12
"tiny_left_shape","a_b","b",-0.429665486577217,-0.429665486545439,3.17780246561483e-11,3.17780246561483e-11
"tiny_right_shape","a_b","a",-0.80050279354503,-0.800502793570542,2.55113707936516e-11,2.55113707936516e-11
"tiny_right_shape","a_b","b",9999994.68889768,9999994.68884738,5.03025949001312e-05,5.03026216166213e-12
"beta_1_100_upper","log_a_log_b","log_a",4.28572596482477,4.28572596475144,7.33280103304423e-11,1.71098224509777e-11
"beta_1_100_upper","log_a_log_b","log_b",-51.0825621564518,-51.0825621564713,1.95470306607604e-11,3.82655642856866e-13
"beta_200_1_lower","log_a_log_b","log_a",-71.3349887877452,-71.3349887877542,9.00968188943807e-12,1.26301020614792e-13
"beta_200_1_lower","log_a_log_b","log_b",4.68553565571584,4.68553565582397,1.08132169884811e-10,2.30778672552426e-11
"underflow_upper","log_a_log_b","log_a",7.26282643610564,7.26282642820782,7.89782284016383e-09,1.08743103228927e-09
"underflow_upper","log_a_log_b","log_b",-1021.65124753198,-1021.65124753202,4.49063009000383e-11,4.39546283612116e-14
"underflow_lower","log_a_log_b","log_a",-713.349887877464,-713.349887877536,7.27595761418343e-11,1.01997038729927e-13
