"Source","Design","Route","Model","TrainWeighting","Fold","EvalWeighting","Records","ExactIdentical"
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",,"species_equal",70,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",1,"record_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",1,"species_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",2,"record_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",2,"species_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",3,"record_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",3,"species_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",4,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",4,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",6,"record_equal",7,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",6,"species_equal",7,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",7,"record_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",7,"species_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",8,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",8,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",9,"record_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",9,"species_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",10,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","record_equal",10,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",,"record_equal",70,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",,"species_equal",70,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",1,"record_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",1,"species_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",2,"record_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",2,"species_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",3,"record_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",3,"species_equal",8,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",4,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",4,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",6,"record_equal",7,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",6,"species_equal",7,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",7,"record_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",7,"species_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",8,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",8,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",9,"record_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",9,"species_equal",4,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",10,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","binary","M3","species_equal",10,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","record_equal",10,"species_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","Null","species_equal",10,"species_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","record_equal",10,"species_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M1","species_equal",10,"species_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","record_equal",10,"species_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M2","species_equal",10,"species_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","record_equal",10,"species_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",,"record_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",,"species_equal",114,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",1,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",1,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",2,"record_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",2,"species_equal",21,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",3,"record_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",3,"species_equal",6,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",4,"record_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",4,"species_equal",13,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",5,"record_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",5,"species_equal",9,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",6,"record_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",6,"species_equal",12,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",7,"record_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",7,"species_equal",5,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",8,"record_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",8,"species_equal",15,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",9,"record_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",9,"species_equal",10,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",10,"record_equal",11,TRUE
"v34_mock_fullgrid_OOF","tenfold","joint_bb","M3","species_equal",10,"species_equal",11,TRUE
