"Species","Model","Point","CrI_lower","CrI_upper","PI_lower","PI_upper","Status"
"Taurulus_bubalis","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.287782090292117,1,"supported"
"Taurulus_bubalis","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.347270373542494,1,"supported"
"Taurulus_bubalis","M1",0.706950989046852,0.606527134636579,0.797407874832525,0.265450957520061,1,"supported"
"Taurulus_bubalis","M2",0.576036754220618,0.364005323398379,0.77226889329921,0.13106615733078,1,"supported"
"Taurulus_bubalis","M3",0.554842907234388,0.264439552669435,0.819533479707576,0.0817811955367138,1,"unseen_category_extrapolation"
"Telmatherina_bonti","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.267162483021374,1,"supported"
"Telmatherina_bonti","Site315",0.518085861103752,0.40669708202202,0.625586527713903,0.105782861910001,1,"supported"
"Telmatherina_bonti","M1",0.483351782931754,0.339135508842977,0.633144553869654,0.0794011980770383,1,"supported"
"Telmatherina_bonti","M2",0.364262363818858,0.181626703374007,0.587600435239556,0.0264099577070623,1,"supported"
"Telmatherina_bonti","M3",0.513640237371384,0.258498754305255,0.76350404985626,0.0756527773211591,1,"unseen_category_extrapolation"
"Thalassoma_bifasciatum","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.272177701154419,1,"supported"
"Thalassoma_bifasciatum","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.330953339078732,1,"supported"
"Thalassoma_bifasciatum","M1",0.706950989046852,0.606527134636579,0.797407874832525,0.251986707349279,1,"supported"
"Thalassoma_bifasciatum","M2",0.729554117711428,0.662788413321316,0.7934472628132,0.29443538665923,1,"supported"
"Thalassoma_bifasciatum","M3",0.734264435390076,0.62427781358994,0.829016964244263,0.305393230134303,1,"supported"
"Thunnus_alalunga","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.277635908557226,1,"supported"
"Thunnus_alalunga","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.35131755843242,1,"supported"
"Thunnus_alalunga","M1",0.790472056561204,0.735627431684677,0.8405801257378,0.370521019649456,1,"supported"
"Thunnus_alalunga","M2",0.787378090971046,0.73445222006314,0.836016732828557,0.382434931711235,1,"supported"
"Thunnus_alalunga","M3",0.765697375578306,0.700609915637326,0.824633247753903,0.353223495255843,1,"supported"
"Thunnus_albacares","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.27335002279398,1,"supported"
"Thunnus_albacares","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.344040321711381,1,"supported"
"Thunnus_albacares","M1",0.790472056561204,0.735627431684677,0.8405801257378,0.373480638944979,1,"supported"
"Thunnus_albacares","M2",0.787378090971046,0.73445222006314,0.836016732828557,0.372604943891412,1,"supported"
"Thunnus_albacares","M3",0.765697375578306,0.700609915637326,0.824633247753903,0.353101602966274,1,"supported"
"Thunnus_atlanticus","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.274443019796651,1,"supported"
"Thunnus_atlanticus","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.338061621975307,1,"supported"
"Thunnus_atlanticus","M1",0.790472056561204,0.735627431684677,0.8405801257378,0.373047584355978,1,"supported"
"Thunnus_atlanticus","M2",0.787378090971046,0.73445222006314,0.836016732828557,0.388829003554461,1,"supported"
"Thunnus_atlanticus","M3",0.765697375578306,0.700609915637326,0.824633247753903,0.35874082787938,1,"supported"
"Thunnus_maccoyii","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.282104703607313,1,"supported"
