"Species","Model","Point","CrI_lower","CrI_upper","PI_lower","PI_upper","Status"
"Notolabrus_celidotus","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Notolabrus_celidotus","Site315",0.794206226864662,0.739845299153956,0.842787375829561,0,1,"supported"
"Notolabrus_celidotus","M1",0.63870878054796,0.509145206231361,0.759119431357818,0,1,"supported"
"Notolabrus_celidotus","M2",0.68034959559915,0.581957188939225,0.772362188376159,0,1,"supported"
"Notolabrus_celidotus","M3",0.587750517140189,0.0611727293972929,0.984674589574967,0,1,"unseen_category_extrapolation"
"Notothenia_rossii","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Notothenia_rossii","Site315",0.794206226864662,0.739845299153956,0.842787375829561,0,1,"supported"
"Notothenia_rossii","M1",0.63870878054796,0.509145206231361,0.759119431357818,0,1,"supported"
"Notothenia_rossii","M2",0.68034959559915,0.581957188939225,0.772362188376159,0,1,"supported"
"Notothenia_rossii","M3",0.861635552725109,0.563304317168333,0.990646634835533,0.0602414851987918,1,"supported"
"Odontesthes_bonariensis","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Odontesthes_bonariensis","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Odontesthes_bonariensis","M1",0.1524623377999,0.0526999851235,0.3064302680432,0,0.908964329514292,"missing_input_extrapolation"
"Odontesthes_bonariensis","M2",0.22003708618088,0.0631949725540386,0.45260842302219,0,1,"missing_input_extrapolation"
"Odontesthes_bonariensis","M3",0.367104987341311,0.00525915111379945,0.935066959974099,0,1,"missing_input_extrapolation"
"Oncorhynchus_clarkii","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_clarkii","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_clarkii","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.925015249333626,"missing_input_extrapolation"
"Oncorhynchus_clarkii","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.756393954479032,"missing_input_extrapolation"
"Oncorhynchus_clarkii","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
"Oncorhynchus_gorbuscha","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_gorbuscha","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_gorbuscha","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.936474908189794,"missing_input_extrapolation"
"Oncorhynchus_gorbuscha","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.72114275093234,"missing_input_extrapolation"
"Oncorhynchus_gorbuscha","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
"Oncorhynchus_keta","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_keta","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_keta","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.913070801573114,"missing_input_extrapolation"
"Oncorhynchus_keta","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.763390574230415,"missing_input_extrapolation"
"Oncorhynchus_keta","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
"Oncorhynchus_kisutch","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_kisutch","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_kisutch","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.934071764274042,"missing_input_extrapolation"
"Oncorhynchus_kisutch","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.720603158105906,"missing_input_extrapolation"
"Oncorhynchus_kisutch","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
"Oncorhynchus_masou","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_masou","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_masou","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.92523240078237,"missing_input_extrapolation"
"Oncorhynchus_masou","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.730902668217577,"missing_input_extrapolation"
"Oncorhynchus_masou","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
"Oncorhynchus_mykiss","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_mykiss","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_mykiss","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.932322251128591,"missing_input_extrapolation"
"Oncorhynchus_mykiss","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.734954590006868,"missing_input_extrapolation"
"Oncorhynchus_mykiss","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
"Oncorhynchus_nerka","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_nerka","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_nerka","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.964230160037568,"missing_input_extrapolation"
"Oncorhynchus_nerka","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.721507573192778,"missing_input_extrapolation"
"Oncorhynchus_nerka","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
"Oncorhynchus_tshawytscha","Null",0.711857186207603,0.654006738924716,0.764951540517791,0,1,"supported"
"Oncorhynchus_tshawytscha","Site315",0.341172508769017,0.21935891264273,0.479206388454881,0,1,"supported"
"Oncorhynchus_tshawytscha","M1",0.154751270303099,0.0383527256960479,0.3421067158364,0,0.923486002436254,"missing_input_extrapolation"
"Oncorhynchus_tshawytscha","M2",0.08142217586123,0.00455222576414138,0.277653512527672,0,0.720941781355652,"missing_input_extrapolation"
"Oncorhynchus_tshawytscha","M3",0.357347574889009,0.0026778990260029,0.951844210004357,0,1,"missing_input_extrapolation"
