"Species","Model","Point","CrI_lower","CrI_upper","PI_lower","PI_upper","Status"
"Betta_splendens","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.277911077185861,1,"supported"
"Betta_splendens","Site315",0.518085861103752,0.40669708202202,0.625586527713903,0.10300840394227,1,"supported"
"Betta_splendens","M1",0.413026805749889,0.24004319715267,0.605973770815769,0.0367243551786671,1,"supported"
"Betta_splendens","M2",0.455770423196428,0.271506700417542,0.650633700018003,0.0609557709856041,1,"supported"
"Betta_splendens","M3",0.513568972094983,0.153744509491876,0.860590284904137,0.0310395884828609,1,"unseen_category_extrapolation"
"Blennius_ocellaris","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.284306531107352,1,"supported"
"Blennius_ocellaris","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.342145433156428,1,"supported"
"Blennius_ocellaris","M1",0.706950989046852,0.606527134636579,0.797407874832525,0.258902744895142,1,"supported"
"Blennius_ocellaris","M2",0.576036754220618,0.364005323398379,0.77226889329921,0.120480944234782,1,"supported"
"Blennius_ocellaris","M3",0.840432194700593,0.637800097960542,0.952501879636342,0.405950319907213,1,"unseen_category_extrapolation"
"Boleophthalmus_pectinirostris","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.283024817571837,1,"supported"
"Boleophthalmus_pectinirostris","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.344246198306071,1,"supported"
"Boleophthalmus_pectinirostris","M1",0.706950989046852,0.606527134636579,0.797407874832525,0.267218994227553,1,"supported"
"Boleophthalmus_pectinirostris","M2",0.787378090971046,0.73445222006314,0.836016732828557,0.392005939496116,1,"supported"
"Boleophthalmus_pectinirostris","M3",0.71504313254209,0.514560783949071,0.863042349575758,0.248780263145239,1,"supported"
"Brachyhypopomus_gauderio","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.280977477927701,1,"supported"
"Brachyhypopomus_gauderio","Site315",0.518085861103752,0.40669708202202,0.625586527713903,0.104027419462925,1,"supported"
"Brachyhypopomus_gauderio","M1",0.660452618177545,0.422379519353535,0.842046645499618,0.173182414670943,1,"missing_input_extrapolation"
"Brachyhypopomus_gauderio","M2",0.872887958429223,0.725907752530448,0.955007036787702,0.467222229484366,1,"missing_input_extrapolation"
"Brachyhypopomus_gauderio","M3",0.709819426553009,0.325194965873218,0.94641860853458,0.15145564429005,1,"unseen_category_extrapolation"
"Brachyistius_frenatus","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.283315608108815,1,"supported"
"Brachyistius_frenatus","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.348087906974077,1,"supported"
"Brachyistius_frenatus","M1",0.706950989046852,0.606527134636579,0.797407874832525,0.26662537074089,1,"supported"
"Brachyistius_frenatus","M2",0.729554117711428,0.662788413321316,0.7934472628132,0.306875059783522,1,"supported"
"Brachyistius_frenatus","M3",0.769329412342438,0.534893191289368,0.923122154149281,0.296321058647433,1,"unseen_category_extrapolation"
