"Species","Model","Point","CrI_lower","CrI_upper","PI_lower","PI_upper","Status"
"Leuciscus_leuciscus","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.284349963816955,1,"supported"
"Leuciscus_leuciscus","Site315",0.518085861103752,0.40669708202202,0.625586527713903,0.104510801872137,1,"supported"
"Leuciscus_leuciscus","M1",0.44998329029814,0.278330398248425,0.630445945088789,0.0532579577558003,1,"missing_input_extrapolation"
"Leuciscus_leuciscus","M2",0.362708094871099,0.181745395023971,0.585779431826088,0.0229178054207933,1,"missing_input_extrapolation"
"Leuciscus_leuciscus","M3",0.314424443629133,0.0875224067692605,0.638920816146926,0.00516394569973857,1,"unseen_category_extrapolation"
"Leuciscus_waleckii","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.276466101729912,1,"supported"
"Leuciscus_waleckii","Site315",0.518085861103752,0.40669708202202,0.625586527713903,0.104138561001417,1,"supported"
"Leuciscus_waleckii","M1",0.44998329029814,0.278330398248425,0.630445945088789,0.055785879396593,1,"missing_input_extrapolation"
"Leuciscus_waleckii","M2",0.362708094871099,0.181745395023971,0.585779431826088,0.0265903775053812,1,"missing_input_extrapolation"
"Leuciscus_waleckii","M3",0.314424443629133,0.0875224067692605,0.638920816146926,0.00548701181171554,1,"unseen_category_extrapolation"
"Leuresthes_tenuis","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.269429296630458,1,"supported"
"Leuresthes_tenuis","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.33808375064826,1,"supported"
"Leuresthes_tenuis","M1",0.726430157915414,0.548726026376268,0.863045861945061,0.259453149670948,1,"missing_input_extrapolation"
"Leuresthes_tenuis","M2",0.77642595289579,0.664802256584436,0.866992774251868,0.352987851476284,1,"missing_input_extrapolation"
"Leuresthes_tenuis","M3",0.780403412359539,0.533849128598648,0.931693995422167,0.297764262884297,1,"missing_input_extrapolation"
"Limanda_limanda","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.276709012945594,1,"supported"
"Limanda_limanda","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.332250133674281,1,"supported"
"Limanda_limanda","M1",0.743629001464428,0.673814437076909,0.80886778719187,0.297550367293667,1,"supported"
"Limanda_limanda","M2",0.729554117711428,0.662788413321316,0.7934472628132,0.300635694923233,1,"supported"
"Limanda_limanda","M3",0.703089942803634,0.544100316877627,0.83525219665277,0.268564258552935,1,"supported"
"Lipophrys_pholis","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.281380308335308,1,"supported"
"Lipophrys_pholis","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.339050285155291,1,"supported"
"Lipophrys_pholis","M1",0.706950989046852,0.606527134636579,0.797407874832525,0.27053556813402,1,"supported"
"Lipophrys_pholis","M2",0.576036754220618,0.364005323398379,0.77226889329921,0.124478957832003,1,"supported"
"Lipophrys_pholis","M3",0.840432194700593,0.637800097960542,0.952501879636342,0.422175542022364,1,"unseen_category_extrapolation"
"Lucifuga_dentata","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.279752984254604,1,"supported"
"Lucifuga_dentata","Site315",0.518085861103752,0.40669708202202,0.625586527713903,0.102247094808244,1,"supported"
"Lucifuga_dentata","M1",0.458485521934313,0.286518245398157,0.63942497039018,0.0573091039785091,1,"missing_input_extrapolation"
"Lucifuga_dentata","M2",0.511356435012415,0.347172504109128,0.676061855123012,0.0972208008549512,1,"missing_input_extrapolation"
"Lucifuga_dentata","M3",0.55196006671612,0.263936839734881,0.816279047965302,0.0797478654685804,1,"unseen_category_extrapolation"
"Lutjanus_erythropterus","Null",0.731357033218149,0.686111881154287,0.773956292454146,0.281588082546516,1,"supported"
"Lutjanus_erythropterus","Site315",0.767345538740961,0.72196994506322,0.808815781798622,0.334529773079947,1,"supported"
"Lutjanus_erythropterus","M1",0.743629001464428,0.673814437076909,0.80886778719187,0.314367922732878,1,"supported"
