"Case","Mode","Parameter","Stan","Reference","AbsError","ScaledError"
"beta_1_100_upper","a_b","a",0,4.2857259648373,4.2857259648373,1
"beta_1_100_upper","a_b","b",0,-0.510825621564415,0.510825621564415,0.510825621564415
"beta_200_1_lower","a_b","a",0,-0.356674943938806,0.356674943938806,0.356674943938806
"beta_200_1_lower","a_b","b",0,4.68553565570554,4.68553565570554,1
