FigureID,Group,Scope,PDF,SVG,PNG,Preview,SourceCSV,WidthMM,HeightMM,Estimand,Interval,ScientificStatus,VisualReview,SourceManifest
F06_species_joint_p09,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p09.svg,F06_species_joint_p09.png,F06_species_joint_p09_preview.png,figure_data\model\F06_species_joint_p09.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p09_provenance.json
S09_matrix_binary_common_parameter_p01,matrix_check,binary,S09_matrix_check_binary_common_parameter.pdf,S09_matrix_binary_common_parameter_p01.svg,S09_matrix_binary_common_parameter_p01.png,S09_matrix_binary_common_parameter_p01_preview.png,figure_data\model\S09_matrix_binary_common_parameter_p01.csv,215.0,180.0,Full/submatrix numerical posterior mean comparison,Original +/-2 joint MCSE review rule,REVIEW_DIFFERENCES,COMPLETED_BY_REVIEWER,figures\model\S09_matrix_binary_common_parameter_p01_provenance.json
S09_matrix_binary_observed_species_expected_value_p01,matrix_check,binary,S09_matrix_check_binary_observed_species_expected_value.pdf,S09_matrix_binary_observed_species_expected_value_p01.svg,S09_matrix_binary_observed_species_expected_value_p01.png,S09_matrix_binary_observed_species_expected_value_p01_preview.png,figure_data\model\S09_matrix_binary_observed_species_expected_value_p01.csv,215.0,275.0,Full/submatrix numerical posterior mean comparison,Original +/-2 joint MCSE review rule,WITHIN_2_MCSE,COMPLETED_BY_REVIEWER,figures\model\S09_matrix_binary_observed_species_expected_value_p01_provenance.json
S09_matrix_binary_observed_species_expected_value_p02,matrix_check,binary,S09_matrix_check_binary_observed_species_expected_value.pdf,S09_matrix_binary_observed_species_expected_value_p02.svg,S09_matrix_binary_observed_species_expected_value_p02.png,S09_matrix_binary_observed_species_expected_value_p02_preview.png,figure_data\model\S09_matrix_binary_observed_species_expected_value_p02.csv,215.0,130.0,Full/submatrix numerical posterior mean comparison,Original +/-2 joint MCSE review rule,WITHIN_2_MCSE,COMPLETED_BY_REVIEWER,figures\model\S09_matrix_binary_observed_species_expected_value_p02_provenance.json
S09_matrix_joint_common_parameter_p01,matrix_check,joint,S09_matrix_check_joint_common_parameter.pdf,S09_matrix_joint_common_parameter_p01.svg,S09_matrix_joint_common_parameter_p01.png,S09_matrix_joint_common_parameter_p01_preview.png,figure_data\model\S09_matrix_joint_common_parameter_p01.csv,215.0,190.0,Full/submatrix numerical posterior mean comparison,Original +/-2 joint MCSE review rule,REVIEW_DIFFERENCES,COMPLETED_BY_REVIEWER,figures\model\S09_matrix_joint_common_parameter_p01_provenance.json
S09_matrix_joint_observed_species_expected_value_p01,matrix_check,joint,S09_matrix_check_joint_observed_species_expected_value.pdf,S09_matrix_joint_observed_species_expected_value_p01.svg,S09_matrix_joint_observed_species_expected_value_p01.png,S09_matrix_joint_observed_species_expected_value_p01_preview.png,figure_data\model\S09_matrix_joint_observed_species_expected_value_p01.csv,215.0,275.0,Full/submatrix numerical posterior mean comparison,Original +/-2 joint MCSE review rule,WITHIN_2_MCSE,COMPLETED_BY_REVIEWER,figures\model\S09_matrix_joint_observed_species_expected_value_p01_provenance.json
S09_matrix_joint_observed_species_expected_value_p02,matrix_check,joint,S09_matrix_check_joint_observed_species_expected_value.pdf,S09_matrix_joint_observed_species_expected_value_p02.svg,S09_matrix_joint_observed_species_expected_value_p02.png,S09_matrix_joint_observed_species_expected_value_p02_preview.png,figure_data\model\S09_matrix_joint_observed_species_expected_value_p02.csv,215.0,130.0,Full/submatrix numerical posterior mean comparison,Original +/-2 joint MCSE review rule,WITHIN_2_MCSE,COMPLETED_BY_REVIEWER,figures\model\S09_matrix_joint_observed_species_expected_value_p02_provenance.json
S05_diagnostics_binary_sensitivity,sensitivity,both,S05_diagnostics_binary_sensitivity.pdf,S05_diagnostics_binary_sensitivity.svg,S05_diagnostics_binary_sensitivity.png,S05_diagnostics_binary_sensitivity_preview.png,figure_data\model\S05_diagnostics_binary_sensitivity.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_diagnostics_binary_sensitivity_provenance.json
S08_sensitivity_binary_M3_U_b_sd_025,sensitivity,both,S08_sensitivity_binary.pdf,S08_sensitivity_binary_M3_U_b_sd_025.svg,S08_sensitivity_binary_M3_U_b_sd_025.png,S08_sensitivity_binary_M3_U_b_sd_025_preview.png,figure_data\model\S08_sensitivity_binary_M3_U_b_sd_025.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_binary_M3_U_b_sd_025_provenance.json
S08_sensitivity_binary_M3_P_b_sd_025,sensitivity,both,S08_sensitivity_binary.pdf,S08_sensitivity_binary_M3_P_b_sd_025.svg,S08_sensitivity_binary_M3_P_b_sd_025.png,S08_sensitivity_binary_M3_P_b_sd_025_preview.png,figure_data\model\S08_sensitivity_binary_M3_P_b_sd_025.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_binary_M3_P_b_sd_025_provenance.json
S08_sensitivity_binary_M3_U_b_sd_100,sensitivity,both,S08_sensitivity_binary.pdf,S08_sensitivity_binary_M3_U_b_sd_100.svg,S08_sensitivity_binary_M3_U_b_sd_100.png,S08_sensitivity_binary_M3_U_b_sd_100_preview.png,figure_data\model\S08_sensitivity_binary_M3_U_b_sd_100.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_binary_M3_U_b_sd_100_provenance.json
S08_sensitivity_binary_M3_P_b_sd_100,sensitivity,both,S08_sensitivity_binary.pdf,S08_sensitivity_binary_M3_P_b_sd_100.svg,S08_sensitivity_binary_M3_P_b_sd_100.png,S08_sensitivity_binary_M3_P_b_sd_100_preview.png,figure_data\model\S08_sensitivity_binary_M3_P_b_sd_100.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_binary_M3_P_b_sd_100_provenance.json
S08_sensitivity_binary_M1_U_beta_binomial,sensitivity,both,S08_sensitivity_binary.pdf,S08_sensitivity_binary_M1_U_beta_binomial.svg,S08_sensitivity_binary_M1_U_beta_binomial.png,S08_sensitivity_binary_M1_U_beta_binomial_preview.png,figure_data\model\S08_sensitivity_binary_M1_U_beta_binomial.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_binary_M1_U_beta_binomial_provenance.json
S08_sensitivity_binary_M1_P_beta_binomial,sensitivity,both,S08_sensitivity_binary.pdf,S08_sensitivity_binary_M1_P_beta_binomial.svg,S08_sensitivity_binary_M1_P_beta_binomial.png,S08_sensitivity_binary_M1_P_beta_binomial_preview.png,figure_data\model\S08_sensitivity_binary_M1_P_beta_binomial.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_binary_M1_P_beta_binomial_provenance.json
S05_diagnostics_joint_sensitivity,sensitivity,both,S05_diagnostics_joint_sensitivity.pdf,S05_diagnostics_joint_sensitivity.svg,S05_diagnostics_joint_sensitivity.png,S05_diagnostics_joint_sensitivity_preview.png,figure_data\model\S05_diagnostics_joint_sensitivity.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_diagnostics_joint_sensitivity_provenance.json
S08_sensitivity_joint_M3_U_b_sd_025,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M3_U_b_sd_025.svg,S08_sensitivity_joint_M3_U_b_sd_025.png,S08_sensitivity_joint_M3_U_b_sd_025_preview.png,figure_data\model\S08_sensitivity_joint_M3_U_b_sd_025.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M3_U_b_sd_025_provenance.json
S08_sensitivity_joint_M3_P_b_sd_025,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M3_P_b_sd_025.svg,S08_sensitivity_joint_M3_P_b_sd_025.png,S08_sensitivity_joint_M3_P_b_sd_025_preview.png,figure_data\model\S08_sensitivity_joint_M3_P_b_sd_025.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M3_P_b_sd_025_provenance.json
S08_sensitivity_joint_M3_U_b_sd_100,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M3_U_b_sd_100.svg,S08_sensitivity_joint_M3_U_b_sd_100.png,S08_sensitivity_joint_M3_U_b_sd_100_preview.png,figure_data\model\S08_sensitivity_joint_M3_U_b_sd_100.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M3_U_b_sd_100_provenance.json
S08_sensitivity_joint_M3_P_b_sd_100,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M3_P_b_sd_100.svg,S08_sensitivity_joint_M3_P_b_sd_100.png,S08_sensitivity_joint_M3_P_b_sd_100_preview.png,figure_data\model\S08_sensitivity_joint_M3_P_b_sd_100.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M3_P_b_sd_100_provenance.json
S08_sensitivity_joint_M1_U_rho_beta22,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M1_U_rho_beta22.svg,S08_sensitivity_joint_M1_U_rho_beta22.png,S08_sensitivity_joint_M1_U_rho_beta22_preview.png,figure_data\model\S08_sensitivity_joint_M1_U_rho_beta22.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M1_U_rho_beta22_provenance.json
S08_sensitivity_joint_M1_P_rho_beta22,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M1_P_rho_beta22.svg,S08_sensitivity_joint_M1_P_rho_beta22.png,S08_sensitivity_joint_M1_P_rho_beta22_preview.png,figure_data\model\S08_sensitivity_joint_M1_P_rho_beta22.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M1_P_rho_beta22_provenance.json
S08_sensitivity_joint_M3_U_rho_beta22,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M3_U_rho_beta22.svg,S08_sensitivity_joint_M3_U_rho_beta22.png,S08_sensitivity_joint_M3_U_rho_beta22_preview.png,figure_data\model\S08_sensitivity_joint_M3_U_rho_beta22.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M3_U_rho_beta22_provenance.json
S08_sensitivity_joint_M3_P_rho_beta22,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M3_P_rho_beta22.svg,S08_sensitivity_joint_M3_P_rho_beta22.png,S08_sensitivity_joint_M3_P_rho_beta22_preview.png,figure_data\model\S08_sensitivity_joint_M3_P_rho_beta22.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M3_P_rho_beta22_provenance.json
S08_sensitivity_joint_M1_U_beta_binomial,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M1_U_beta_binomial.svg,S08_sensitivity_joint_M1_U_beta_binomial.png,S08_sensitivity_joint_M1_U_beta_binomial_preview.png,figure_data\model\S08_sensitivity_joint_M1_U_beta_binomial.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M1_U_beta_binomial_provenance.json
S08_sensitivity_joint_M1_P_beta_binomial,sensitivity,both,S08_sensitivity_joint.pdf,S08_sensitivity_joint_M1_P_beta_binomial.svg,S08_sensitivity_joint_M1_P_beta_binomial.png,S08_sensitivity_joint_M1_P_beta_binomial_preview.png,figure_data\model\S08_sensitivity_joint_M1_P_beta_binomial.csv,205.0,125.0,Shift between posterior point summaries under prespecified assumptions,"Separate 95% posterior intervals, not a paired difference interval",READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_joint_M1_P_beta_binomial_provenance.json
S08_sensitivity_ppc_binary_HighFraction,sensitivity_ppc,binary,S08_sensitivity_ppc_binary_HighFraction.pdf,S08_sensitivity_ppc_binary_HighFraction.svg,S08_sensitivity_ppc_binary_HighFraction.png,S08_sensitivity_ppc_binary_HighFraction_preview.png,figure_data\model\S08_sensitivity_ppc_binary_HighFraction.csv,260.0,160.0,In-sample posterior predictive statistic under alternative assumptions,95% predictive-statistic interval,READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_ppc_binary_HighFraction_provenance.json
S08_sensitivity_ppc_joint_count,sensitivity_ppc,joint,S08_sensitivity_ppc_joint_count.pdf,S08_sensitivity_ppc_joint_count.svg,S08_sensitivity_ppc_joint_count.png,S08_sensitivity_ppc_joint_count_preview.png,figure_data\model\S08_sensitivity_ppc_joint_count.csv,260.0,160.0,In-sample posterior predictive statistic under alternative assumptions,95% predictive-statistic interval,READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_ppc_joint_count_provenance.json
S08_sensitivity_ppc_joint_exact,sensitivity_ppc,joint,S08_sensitivity_ppc_joint_exact.pdf,S08_sensitivity_ppc_joint_exact.svg,S08_sensitivity_ppc_joint_exact.png,S08_sensitivity_ppc_joint_exact_preview.png,figure_data\model\S08_sensitivity_ppc_joint_exact.csv,260.0,160.0,In-sample posterior predictive statistic under alternative assumptions,95% predictive-statistic interval,READY,COMPLETED_BY_REVIEWER,figures\model\S08_sensitivity_ppc_joint_exact_provenance.json
F02_elpd_binary_species,cv_elpd,binary_species,F02_elpd_binary_species.pdf,F02_elpd_binary_species.svg,F02_elpd_binary_species.png,F02_elpd_binary_species_preview.png,figure_data\model\F02_elpd_binary_species.csv,200.0,140.0,Whole-fold joint heldout log predictive score difference,"+/-1 paired SE, excluding MC integration error",REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\F02_elpd_binary_species_provenance.json
S05_cv_diagnostics_binary_species_fold1,cv_diagnostics,binary_species,S05_cv_diagnostics_binary_species_fold1.pdf,S05_cv_diagnostics_binary_species_fold1.svg,S05_cv_diagnostics_binary_species_fold1.png,S05_cv_diagnostics_binary_species_fold1_preview.png,figure_data\model\S05_cv_diagnostics_binary_species_fold1.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_species_fold1_provenance.json
S05_cv_diagnostics_binary_species_fold2,cv_diagnostics,binary_species,S05_cv_diagnostics_binary_species_fold2.pdf,S05_cv_diagnostics_binary_species_fold2.svg,S05_cv_diagnostics_binary_species_fold2.png,S05_cv_diagnostics_binary_species_fold2_preview.png,figure_data\model\S05_cv_diagnostics_binary_species_fold2.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_species_fold2_provenance.json
S05_cv_diagnostics_binary_species_fold3,cv_diagnostics,binary_species,S05_cv_diagnostics_binary_species_fold3.pdf,S05_cv_diagnostics_binary_species_fold3.svg,S05_cv_diagnostics_binary_species_fold3.png,S05_cv_diagnostics_binary_species_fold3_preview.png,figure_data\model\S05_cv_diagnostics_binary_species_fold3.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_species_fold3_provenance.json
S05_cv_diagnostics_binary_species_fold4,cv_diagnostics,binary_species,S05_cv_diagnostics_binary_species_fold4.pdf,S05_cv_diagnostics_binary_species_fold4.svg,S05_cv_diagnostics_binary_species_fold4.png,S05_cv_diagnostics_binary_species_fold4_preview.png,figure_data\model\S05_cv_diagnostics_binary_species_fold4.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_species_fold4_provenance.json
S05_cv_diagnostics_binary_species_fold5,cv_diagnostics,binary_species,S05_cv_diagnostics_binary_species_fold5.pdf,S05_cv_diagnostics_binary_species_fold5.svg,S05_cv_diagnostics_binary_species_fold5.png,S05_cv_diagnostics_binary_species_fold5_preview.png,figure_data\model\S05_cv_diagnostics_binary_species_fold5.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_species_fold5_provenance.json
F02_elpd_binary_phylo_distance,cv_elpd,binary_phylo_distance,F02_elpd_binary_phylo_distance.pdf,F02_elpd_binary_phylo_distance.svg,F02_elpd_binary_phylo_distance.png,F02_elpd_binary_phylo_distance_preview.png,figure_data\model\F02_elpd_binary_phylo_distance.csv,200.0,140.0,Whole-fold joint heldout log predictive score difference,"+/-1 paired SE, excluding MC integration error",REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\F02_elpd_binary_phylo_distance_provenance.json
S05_cv_diagnostics_binary_phylo_distance_fold1,cv_diagnostics,binary_phylo_distance,S05_cv_diagnostics_binary_phylo_distance_fold1.pdf,S05_cv_diagnostics_binary_phylo_distance_fold1.svg,S05_cv_diagnostics_binary_phylo_distance_fold1.png,S05_cv_diagnostics_binary_phylo_distance_fold1_preview.png,figure_data\model\S05_cv_diagnostics_binary_phylo_distance_fold1.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_phylo_distance_fold1_provenance.json
S05_cv_diagnostics_binary_phylo_distance_fold2,cv_diagnostics,binary_phylo_distance,S05_cv_diagnostics_binary_phylo_distance_fold2.pdf,S05_cv_diagnostics_binary_phylo_distance_fold2.svg,S05_cv_diagnostics_binary_phylo_distance_fold2.png,S05_cv_diagnostics_binary_phylo_distance_fold2_preview.png,figure_data\model\S05_cv_diagnostics_binary_phylo_distance_fold2.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_phylo_distance_fold2_provenance.json
S05_cv_diagnostics_binary_phylo_distance_fold3,cv_diagnostics,binary_phylo_distance,S05_cv_diagnostics_binary_phylo_distance_fold3.pdf,S05_cv_diagnostics_binary_phylo_distance_fold3.svg,S05_cv_diagnostics_binary_phylo_distance_fold3.png,S05_cv_diagnostics_binary_phylo_distance_fold3_preview.png,figure_data\model\S05_cv_diagnostics_binary_phylo_distance_fold3.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_phylo_distance_fold3_provenance.json
S05_cv_diagnostics_binary_phylo_distance_fold4,cv_diagnostics,binary_phylo_distance,S05_cv_diagnostics_binary_phylo_distance_fold4.pdf,S05_cv_diagnostics_binary_phylo_distance_fold4.svg,S05_cv_diagnostics_binary_phylo_distance_fold4.png,S05_cv_diagnostics_binary_phylo_distance_fold4_preview.png,figure_data\model\S05_cv_diagnostics_binary_phylo_distance_fold4.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_phylo_distance_fold4_provenance.json
S05_cv_diagnostics_binary_phylo_distance_fold5,cv_diagnostics,binary_phylo_distance,S05_cv_diagnostics_binary_phylo_distance_fold5.pdf,S05_cv_diagnostics_binary_phylo_distance_fold5.svg,S05_cv_diagnostics_binary_phylo_distance_fold5.png,S05_cv_diagnostics_binary_phylo_distance_fold5_preview.png,figure_data\model\S05_cv_diagnostics_binary_phylo_distance_fold5.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_binary_phylo_distance_fold5_provenance.json
F02_elpd_joint_species,cv_elpd,joint_species,F02_elpd_joint_species.pdf,F02_elpd_joint_species.svg,F02_elpd_joint_species.png,F02_elpd_joint_species_preview.png,figure_data\model\F02_elpd_joint_species.csv,200.0,140.0,Whole-fold joint heldout log predictive score difference,"+/-1 paired SE, excluding MC integration error",REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\F02_elpd_joint_species_provenance.json
S05_cv_diagnostics_joint_species_fold1,cv_diagnostics,joint_species,S05_cv_diagnostics_joint_species_fold1.pdf,S05_cv_diagnostics_joint_species_fold1.svg,S05_cv_diagnostics_joint_species_fold1.png,S05_cv_diagnostics_joint_species_fold1_preview.png,figure_data\model\S05_cv_diagnostics_joint_species_fold1.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_species_fold1_provenance.json
S05_cv_diagnostics_joint_species_fold2,cv_diagnostics,joint_species,S05_cv_diagnostics_joint_species_fold2.pdf,S05_cv_diagnostics_joint_species_fold2.svg,S05_cv_diagnostics_joint_species_fold2.png,S05_cv_diagnostics_joint_species_fold2_preview.png,figure_data\model\S05_cv_diagnostics_joint_species_fold2.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_species_fold2_provenance.json
S05_cv_diagnostics_joint_species_fold3,cv_diagnostics,joint_species,S05_cv_diagnostics_joint_species_fold3.pdf,S05_cv_diagnostics_joint_species_fold3.svg,S05_cv_diagnostics_joint_species_fold3.png,S05_cv_diagnostics_joint_species_fold3_preview.png,figure_data\model\S05_cv_diagnostics_joint_species_fold3.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_species_fold3_provenance.json
S05_cv_diagnostics_joint_species_fold4,cv_diagnostics,joint_species,S05_cv_diagnostics_joint_species_fold4.pdf,S05_cv_diagnostics_joint_species_fold4.svg,S05_cv_diagnostics_joint_species_fold4.png,S05_cv_diagnostics_joint_species_fold4_preview.png,figure_data\model\S05_cv_diagnostics_joint_species_fold4.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_species_fold4_provenance.json
S05_cv_diagnostics_joint_species_fold5,cv_diagnostics,joint_species,S05_cv_diagnostics_joint_species_fold5.pdf,S05_cv_diagnostics_joint_species_fold5.svg,S05_cv_diagnostics_joint_species_fold5.png,S05_cv_diagnostics_joint_species_fold5_preview.png,figure_data\model\S05_cv_diagnostics_joint_species_fold5.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_species_fold5_provenance.json
F02_elpd_joint_phylo_distance,cv_elpd,joint_phylo_distance,F02_elpd_joint_phylo_distance.pdf,F02_elpd_joint_phylo_distance.svg,F02_elpd_joint_phylo_distance.png,F02_elpd_joint_phylo_distance_preview.png,figure_data\model\F02_elpd_joint_phylo_distance.csv,200.0,140.0,Whole-fold joint heldout log predictive score difference,"+/-1 paired SE, excluding MC integration error",REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\F02_elpd_joint_phylo_distance_provenance.json
S05_cv_diagnostics_joint_phylo_distance_fold1,cv_diagnostics,joint_phylo_distance,S05_cv_diagnostics_joint_phylo_distance_fold1.pdf,S05_cv_diagnostics_joint_phylo_distance_fold1.svg,S05_cv_diagnostics_joint_phylo_distance_fold1.png,S05_cv_diagnostics_joint_phylo_distance_fold1_preview.png,figure_data\model\S05_cv_diagnostics_joint_phylo_distance_fold1.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_phylo_distance_fold1_provenance.json
S05_cv_diagnostics_joint_phylo_distance_fold2,cv_diagnostics,joint_phylo_distance,S05_cv_diagnostics_joint_phylo_distance_fold2.pdf,S05_cv_diagnostics_joint_phylo_distance_fold2.svg,S05_cv_diagnostics_joint_phylo_distance_fold2.png,S05_cv_diagnostics_joint_phylo_distance_fold2_preview.png,figure_data\model\S05_cv_diagnostics_joint_phylo_distance_fold2.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_phylo_distance_fold2_provenance.json
S05_cv_diagnostics_joint_phylo_distance_fold3,cv_diagnostics,joint_phylo_distance,S05_cv_diagnostics_joint_phylo_distance_fold3.pdf,S05_cv_diagnostics_joint_phylo_distance_fold3.svg,S05_cv_diagnostics_joint_phylo_distance_fold3.png,S05_cv_diagnostics_joint_phylo_distance_fold3_preview.png,figure_data\model\S05_cv_diagnostics_joint_phylo_distance_fold3.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_phylo_distance_fold3_provenance.json
S05_cv_diagnostics_joint_phylo_distance_fold4,cv_diagnostics,joint_phylo_distance,S05_cv_diagnostics_joint_phylo_distance_fold4.pdf,S05_cv_diagnostics_joint_phylo_distance_fold4.svg,S05_cv_diagnostics_joint_phylo_distance_fold4.png,S05_cv_diagnostics_joint_phylo_distance_fold4_preview.png,figure_data\model\S05_cv_diagnostics_joint_phylo_distance_fold4.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_phylo_distance_fold4_provenance.json
S05_cv_diagnostics_joint_phylo_distance_fold5,cv_diagnostics,joint_phylo_distance,S05_cv_diagnostics_joint_phylo_distance_fold5.pdf,S05_cv_diagnostics_joint_phylo_distance_fold5.svg,S05_cv_diagnostics_joint_phylo_distance_fold5.png,S05_cv_diagnostics_joint_phylo_distance_fold5_preview.png,figure_data\model\S05_cv_diagnostics_joint_phylo_distance_fold5.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_cv_diagnostics_joint_phylo_distance_fold5_provenance.json
F04_future_bands_species_M1_U_p01,predictive_bands,species,F04_future_predictive_bands_species_M1_U.pdf,F04_future_bands_species_M1_U_p01.svg,F04_future_bands_species_M1_U_p01.png,F04_future_bands_species_M1_U_p01_preview.png,figure_data\model\F04_future_bands_species_M1_U_p01.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_U_p01_provenance.json
F04_future_bands_species_M1_U_p02,predictive_bands,species,F04_future_predictive_bands_species_M1_U.pdf,F04_future_bands_species_M1_U_p02.svg,F04_future_bands_species_M1_U_p02.png,F04_future_bands_species_M1_U_p02_preview.png,figure_data\model\F04_future_bands_species_M1_U_p02.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_U_p02_provenance.json
