"File","Route","Model","Tag","Full","K","Fold","IdentityOK","InputOK","CodeOK","TrainSpecies","Status","MaxRhat","MinBulkESS","MinTailESS","Divergences","TreeDepthHits","MinEBFMI"
"joint_M3_full.rds","joint_bb","M3","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.00431388502095,2879.20866459079,4230.87128004571,0,0,0.979091111357617
"joint_Null_cv_species10_Null_f1.rds","joint_bb","Null","cv_species10_Null_f1",FALSE,10,1,TRUE,TRUE,TRUE,45,"PASS",1.00133655618318,3769.89083597967,4188.25776459018,0,0,0.927746650742993
"joint_Null_cv_species10_Null_f10.rds","joint_bb","Null","cv_species10_Null_f10",FALSE,10,10,TRUE,TRUE,TRUE,46,"PASS",1.00130183261819,3503.54212336771,4620.11284135855,0,0,0.976550757902849
"joint_Null_cv_species10_Null_f2.rds","joint_bb","Null","cv_species10_Null_f2",FALSE,10,2,TRUE,TRUE,TRUE,46,"PASS",1.00186545411139,3333.71112880087,3981.79998684782,0,0,0.952476380006388
"joint_Null_cv_species10_Null_f3.rds","joint_bb","Null","cv_species10_Null_f3",FALSE,10,3,TRUE,TRUE,TRUE,46,"PASS",1.00077137401822,3366.79509613297,4221.13581852062,0,0,0.954115575069409
"joint_Null_cv_species10_Null_f4.rds","joint_bb","Null","cv_species10_Null_f4",FALSE,10,4,TRUE,TRUE,TRUE,46,"PASS",1.00167841089448,3322.35145424446,4199.94156262119,0,0,0.936305579037293
"joint_Null_cv_species10_Null_f5.rds","joint_bb","Null","cv_species10_Null_f5",FALSE,10,5,TRUE,TRUE,TRUE,46,"PASS",1.00130291088428,3736.24886777866,4072.4644466879,0,0,0.947434381741362
"joint_Null_cv_species10_Null_f6.rds","joint_bb","Null","cv_species10_Null_f6",FALSE,10,6,TRUE,TRUE,TRUE,46,"PASS",1.00140456274255,3806.39134983011,4825.59299740624,0,0,0.992729675257795
"joint_Null_cv_species10_Null_f7.rds","joint_bb","Null","cv_species10_Null_f7",FALSE,10,7,TRUE,TRUE,TRUE,46,"PASS",1.001232728821,3450.27453846612,4064.6491556435,0,0,1.00270424981616
"joint_Null_cv_species10_Null_f8.rds","joint_bb","Null","cv_species10_Null_f8",FALSE,10,8,TRUE,TRUE,TRUE,46,"PASS",1.00162832224173,3461.07405752025,4459.05116201326,0,0,0.968641343608071
"joint_Null_cv_species10_Null_f9.rds","joint_bb","Null","cv_species10_Null_f9",FALSE,10,9,TRUE,TRUE,TRUE,46,"PASS",1.00099147671224,3509.18046815536,4036.01439591995,0,0,0.897978508132782
"joint_Null_cv_species5_Null_f1.rds","joint_bb","Null","cv_species5_Null_f1",FALSE,5,1,TRUE,TRUE,TRUE,40,"PASS",1.00107258516774,3469.60311897515,4893.53321566716,0,0,0.992262683427271
"joint_Null_cv_species5_Null_f2.rds","joint_bb","Null","cv_species5_Null_f2",FALSE,5,2,TRUE,TRUE,TRUE,41,"PASS",1.00174618834472,3074.68469421142,3905.56386393226,0,0,0.948177953815086
"joint_Null_cv_species5_Null_f3.rds","joint_bb","Null","cv_species5_Null_f3",FALSE,5,3,TRUE,TRUE,TRUE,41,"PASS",1.00177719314944,3756.74362218072,4468.09695387246,0,0,0.997682341151211
"joint_Null_cv_species5_Null_f4.rds","joint_bb","Null","cv_species5_Null_f4",FALSE,5,4,TRUE,TRUE,TRUE,41,"PASS",1.00147632068784,3740.12234136934,4445.39812968634,0,0,0.985872559412419
"joint_Null_cv_species5_Null_f5.rds","joint_bb","Null","cv_species5_Null_f5",FALSE,5,5,TRUE,TRUE,TRUE,41,"PASS",1.00137067406181,3357.25427709064,4495.40262848038,0,0,0.981887089085512
"joint_Null_full.rds","joint_bb","Null","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.00070513055742,3665.43040018457,4636.62976083055,0,0,0.94107305548517
"joint_Site315_cv_species10_Site315_f1.rds","joint_bb","Site315","cv_species10_Site315_f1",FALSE,10,1,TRUE,TRUE,TRUE,45,"PASS",1.00139902403093,3538.37650378491,4793.39677309857,0,0,1.02609478694571
"joint_Site315_cv_species10_Site315_f10.rds","joint_bb","Site315","cv_species10_Site315_f10",FALSE,10,10,TRUE,TRUE,TRUE,46,"PASS",1.00179071724837,3739.39501539019,4601.65331460549,0,0,0.938444042660411
"joint_Site315_cv_species10_Site315_f2.rds","joint_bb","Site315","cv_species10_Site315_f2",FALSE,10,2,TRUE,TRUE,TRUE,46,"PASS",1.00125747738528,3946.36942789153,5012.45904628426,0,0,0.974864653794735
"joint_Site315_cv_species10_Site315_f3.rds","joint_bb","Site315","cv_species10_Site315_f3",FALSE,10,3,TRUE,TRUE,TRUE,46,"PASS",1.00109107670948,3577.02739182945,4637.22282257068,0,0,0.958982321382332
"joint_Site315_cv_species10_Site315_f4.rds","joint_bb","Site315","cv_species10_Site315_f4",FALSE,10,4,TRUE,TRUE,TRUE,46,"PASS",1.0022737685222,3377.60357855848,4803.50608645359,0,0,0.988723870514044
"joint_Site315_cv_species10_Site315_f5.rds","joint_bb","Site315","cv_species10_Site315_f5",FALSE,10,5,TRUE,TRUE,TRUE,46,"PASS",1.00146204552845,3920.8830167633,5164.67572793202,0,0,0.988715224018037
"joint_Site315_cv_species10_Site315_f6.rds","joint_bb","Site315","cv_species10_Site315_f6",FALSE,10,6,TRUE,TRUE,TRUE,46,"PASS",1.00196469780695,3648.17497893916,4843.37465725177,0,0,0.953393244427215
"joint_Site315_cv_species10_Site315_f7.rds","joint_bb","Site315","cv_species10_Site315_f7",FALSE,10,7,TRUE,TRUE,TRUE,46,"PASS",1.00144685968427,3384.94998949175,4300.27990563041,0,0,0.925382041899913
"joint_Site315_cv_species10_Site315_f8.rds","joint_bb","Site315","cv_species10_Site315_f8",FALSE,10,8,TRUE,TRUE,TRUE,46,"PASS",1.00141581673454,3824.99600158858,4970.30897732098,0,0,0.924621737382454
"joint_Site315_cv_species10_Site315_f9.rds","joint_bb","Site315","cv_species10_Site315_f9",FALSE,10,9,TRUE,TRUE,TRUE,46,"PASS",1.00082851903389,3611.66125662601,4946.68644238099,0,0,0.980861803740376
"joint_Site315_cv_species5_Site315_f1.rds","joint_bb","Site315","cv_species5_Site315_f1",FALSE,5,1,TRUE,TRUE,TRUE,40,"PASS",1.00101957062363,3559.92985382204,4331.61184474686,0,0,0.964056607777211
"joint_Site315_cv_species5_Site315_f2.rds","joint_bb","Site315","cv_species5_Site315_f2",FALSE,5,2,TRUE,TRUE,TRUE,41,"PASS",1.00174641427628,3284.61411732841,4007.0737391776,0,0,0.93821394006038
"joint_Site315_cv_species5_Site315_f3.rds","joint_bb","Site315","cv_species5_Site315_f3",FALSE,5,3,TRUE,TRUE,TRUE,41,"PASS",1.00140256117083,3485.9103946487,4715.82889360115,0,0,0.952017570296086
"joint_Site315_cv_species5_Site315_f4.rds","joint_bb","Site315","cv_species5_Site315_f4",FALSE,5,4,TRUE,TRUE,TRUE,41,"PASS",1.00153510425824,3647.35305063938,4571.26295945361,0,0,0.922228369994321
"joint_Site315_cv_species5_Site315_f5.rds","joint_bb","Site315","cv_species5_Site315_f5",FALSE,5,5,TRUE,TRUE,TRUE,41,"PASS",1.00110625911824,3634.51588850863,4751.87457195231,0,0,0.963758138778194
"joint_Site315_full.rds","joint_bb","Site315","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.00119320923434,4051.39595836553,5421.47469633653,0,0,1.01224566622729
"schemeA_M1_cv_species10_M1_f1.rds","schemeA_tobit","M1","cv_species10_M1_f1",FALSE,10,1,TRUE,TRUE,TRUE,45,"PASS",1.00097338179863,3451.48601965455,3979.82242464696,0,0,0.938364043150013
"schemeA_M1_cv_species10_M1_f10.rds","schemeA_tobit","M1","cv_species10_M1_f10",FALSE,10,10,TRUE,TRUE,TRUE,46,"PASS",1.00199799547445,3053.90652162314,4075.43411156607,0,0,0.893679214355872
"schemeA_M1_cv_species10_M1_f2.rds","schemeA_tobit","M1","cv_species10_M1_f2",FALSE,10,2,TRUE,TRUE,TRUE,46,"PASS",1.00176458727601,3490.47040025169,3460.97651942552,0,0,0.925923152817708
"schemeA_M1_cv_species10_M1_f3.rds","schemeA_tobit","M1","cv_species10_M1_f3",FALSE,10,3,TRUE,TRUE,TRUE,46,"PASS",1.00133090397651,3582.88426534582,4129.95835062592,0,0,0.937906333337023
"schemeA_M1_cv_species10_M1_f4.rds","schemeA_tobit","M1","cv_species10_M1_f4",FALSE,10,4,TRUE,TRUE,TRUE,46,"PASS",1.0011031196432,3116.19732932215,4167.87042060525,0,0,0.941415388566443
"schemeA_M1_cv_species10_M1_f5.rds","schemeA_tobit","M1","cv_species10_M1_f5",FALSE,10,5,TRUE,TRUE,TRUE,46,"PASS",1.00295846429468,3331.0314393391,4639.01173000662,0,0,0.895958200288887
"schemeA_M1_cv_species10_M1_f6.rds","schemeA_tobit","M1","cv_species10_M1_f6",FALSE,10,6,TRUE,TRUE,TRUE,46,"PASS",1.00284288508983,3140.96819635835,4492.77029191222,0,0,0.918501191418328
"schemeA_M1_cv_species10_M1_f7.rds","schemeA_tobit","M1","cv_species10_M1_f7",FALSE,10,7,TRUE,TRUE,TRUE,46,"PASS",1.00193604067337,3236.72441096007,4792.30530109465,0,0,0.924095860747161
"schemeA_M1_cv_species10_M1_f8.rds","schemeA_tobit","M1","cv_species10_M1_f8",FALSE,10,8,TRUE,TRUE,TRUE,46,"PASS",1.00131838083455,3186.05359961643,4567.65383212129,0,0,0.892744532098823
"schemeA_M1_cv_species10_M1_f9.rds","schemeA_tobit","M1","cv_species10_M1_f9",FALSE,10,9,TRUE,TRUE,TRUE,46,"PASS",1.00225319678019,3528.9170991342,4183.42201873657,0,0,0.933680101484175
"schemeA_M1_cv_species5_M1_f1.rds","schemeA_tobit","M1","cv_species5_M1_f1",FALSE,5,1,TRUE,TRUE,TRUE,40,"PASS",1.00213770973382,3291.56034798149,4135.36851747995,0,0,0.898978067299323
"schemeA_M1_cv_species5_M1_f2.rds","schemeA_tobit","M1","cv_species5_M1_f2",FALSE,5,2,TRUE,TRUE,TRUE,41,"PASS",1.00079606565997,2954.89017241803,4247.59665804301,0,0,0.863406950799521
"schemeA_M1_cv_species5_M1_f3.rds","schemeA_tobit","M1","cv_species5_M1_f3",FALSE,5,3,TRUE,TRUE,TRUE,41,"PASS",1.00172229549373,3329.82843881149,4277.2010364413,0,0,0.898277860734565
"schemeA_M1_cv_species5_M1_f4.rds","schemeA_tobit","M1","cv_species5_M1_f4",FALSE,5,4,TRUE,TRUE,TRUE,41,"PASS",1.00141379732629,3309.64805715647,4629.1423064587,0,0,0.906603663181748
"schemeA_M1_cv_species5_M1_f5.rds","schemeA_tobit","M1","cv_species5_M1_f5",FALSE,5,5,TRUE,TRUE,TRUE,41,"PASS",1.00137671636451,3103.75733429553,4414.5778147383,0,0,0.916699836719823
"schemeA_M1_full.rds","schemeA_tobit","M1","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.0014569100821,3193.70682469769,4603.51003567036,0,0,0.899756959227407
"schemeA_M2_cv_species10_M2_f1.rds","schemeA_tobit","M2","cv_species10_M2_f1",FALSE,10,1,TRUE,TRUE,TRUE,45,"PASS",1.00089918075123,3363.38753742678,4188.23267466094,0,0,0.944031689878355
"schemeA_M2_cv_species10_M2_f10.rds","schemeA_tobit","M2","cv_species10_M2_f10",FALSE,10,10,TRUE,TRUE,TRUE,46,"PASS",1.00126084680932,3330.70095728318,4165.98640911401,0,0,0.888944326553786
"schemeA_M2_cv_species10_M2_f2.rds","schemeA_tobit","M2","cv_species10_M2_f2",FALSE,10,2,TRUE,TRUE,TRUE,46,"PASS",1.00108152704763,3445.8491658184,4867.14509835552,0,0,0.894193981353296
"schemeA_M2_cv_species10_M2_f3.rds","schemeA_tobit","M2","cv_species10_M2_f3",FALSE,10,3,TRUE,TRUE,TRUE,46,"PASS",1.0013732961451,3005.10204809296,4452.79008353502,0,0,0.885207238986401
"schemeA_M2_cv_species10_M2_f4.rds","schemeA_tobit","M2","cv_species10_M2_f4",FALSE,10,4,TRUE,TRUE,TRUE,46,"PASS",1.00156259814345,3432.23741497935,4352.82016185433,0,0,0.899311301478429
"schemeA_M2_cv_species10_M2_f5.rds","schemeA_tobit","M2","cv_species10_M2_f5",FALSE,10,5,TRUE,TRUE,TRUE,46,"PASS",1.00145367548454,3101.4272054469,3936.28587911494,0,0,0.85991831941912
"schemeA_M2_cv_species10_M2_f6.rds","schemeA_tobit","M2","cv_species10_M2_f6",FALSE,10,6,TRUE,TRUE,TRUE,46,"PASS",1.00135087453254,3060.38251968146,4275.42411757887,0,0,0.938627072367682
"schemeA_M2_cv_species10_M2_f7.rds","schemeA_tobit","M2","cv_species10_M2_f7",FALSE,10,7,TRUE,TRUE,TRUE,46,"PASS",1.00178153352662,3477.34076094499,4870.72932265623,0,0,0.956137417298885
"schemeA_M2_cv_species10_M2_f8.rds","schemeA_tobit","M2","cv_species10_M2_f8",FALSE,10,8,TRUE,TRUE,TRUE,46,"PASS",1.00230521400554,3243.3744587531,4738.50539952404,0,0,0.934008520888656
"schemeA_M2_cv_species10_M2_f9.rds","schemeA_tobit","M2","cv_species10_M2_f9",FALSE,10,9,TRUE,TRUE,TRUE,46,"PASS",1.00072176670181,3553.37826788193,4870.62610780739,0,0,0.938623458725539
"schemeA_M2_cv_species5_M2_f1.rds","schemeA_tobit","M2","cv_species5_M2_f1",FALSE,5,1,TRUE,TRUE,TRUE,40,"PASS",1.001534710986,3174.44100743298,4438.89007621553,0,0,0.887414252159416
"schemeA_M2_cv_species5_M2_f2.rds","schemeA_tobit","M2","cv_species5_M2_f2",FALSE,5,2,TRUE,TRUE,TRUE,41,"PASS",1.00132295390284,3247.85159893489,4577.2135708827,0,0,0.885657990204894
"schemeA_M2_cv_species5_M2_f3.rds","schemeA_tobit","M2","cv_species5_M2_f3",FALSE,5,3,TRUE,TRUE,TRUE,41,"PASS",1.00104025061981,3580.32690330413,4761.20115315577,0,0,0.922176827050349
"schemeA_M2_cv_species5_M2_f4.rds","schemeA_tobit","M2","cv_species5_M2_f4",FALSE,5,4,TRUE,TRUE,TRUE,41,"PASS",1.00142960364823,3707.86074933708,4170.50297982696,0,0,0.953965493948915
"schemeA_M2_cv_species5_M2_f5.rds","schemeA_tobit","M2","cv_species5_M2_f5",FALSE,5,5,TRUE,TRUE,TRUE,41,"PASS",1.00172599863124,3160.25945945037,4233.04488555137,0,0,0.888191768633697
"schemeA_M2_full.rds","schemeA_tobit","M2","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.00190506900091,3367.34275848577,4542.08975545042,0,0,0.938706766761
"schemeA_M3_cv_species10_M3_f1.rds","schemeA_tobit","M3","cv_species10_M3_f1",FALSE,10,1,TRUE,TRUE,TRUE,45,"PASS",1.00352900114109,2852.12535192015,4392.01309995072,0,0,0.967736193774689
"schemeA_M3_cv_species10_M3_f10.rds","schemeA_tobit","M3","cv_species10_M3_f10",FALSE,10,10,TRUE,TRUE,TRUE,46,"PASS",1.00237093784393,3262.58738347969,4921.6598160859,0,0,0.945918106050801
"schemeA_M3_cv_species10_M3_f2.rds","schemeA_tobit","M3","cv_species10_M3_f2",FALSE,10,2,TRUE,TRUE,TRUE,46,"PASS",1.002672578295,2635.27410601311,4595.36794866345,0,0,0.888885914406478
"schemeA_M3_cv_species10_M3_f3.rds","schemeA_tobit","M3","cv_species10_M3_f3",FALSE,10,3,TRUE,TRUE,TRUE,46,"PASS",1.00220208043467,2816.7954106774,4558.68596611363,0,0,0.9160191573057
"schemeA_M3_cv_species10_M3_f4.rds","schemeA_tobit","M3","cv_species10_M3_f4",FALSE,10,4,TRUE,TRUE,TRUE,46,"PASS",1.00166025383006,2625.72887202235,4158.38449083971,0,0,0.936796541737815
"schemeA_M3_cv_species10_M3_f5.rds","schemeA_tobit","M3","cv_species10_M3_f5",FALSE,10,5,TRUE,TRUE,TRUE,46,"PASS",1.00188854184729,3206.11553479662,5005.94743016796,0,0,0.951457180086566
"schemeA_M3_cv_species10_M3_f6.rds","schemeA_tobit","M3","cv_species10_M3_f6",FALSE,10,6,TRUE,TRUE,TRUE,46,"PASS",1.00182244028013,3229.61303333982,4529.25910738621,0,0,0.949828628670931
"schemeA_M3_cv_species10_M3_f7.rds","schemeA_tobit","M3","cv_species10_M3_f7",FALSE,10,7,TRUE,TRUE,TRUE,46,"PASS",1.00278305448678,2900.18608457682,4458.94873643819,0,0,0.960042587167041
"schemeA_M3_cv_species10_M3_f8.rds","schemeA_tobit","M3","cv_species10_M3_f8",FALSE,10,8,TRUE,TRUE,TRUE,46,"PASS",1.00221136962527,3377.00402076091,4879.18635707266,0,0,0.941698290129275
"schemeA_M3_cv_species10_M3_f9.rds","schemeA_tobit","M3","cv_species10_M3_f9",FALSE,10,9,TRUE,TRUE,TRUE,46,"PASS",1.00228093013672,2657.34325688716,3902.12941419481,0,0,0.972764732630145
"schemeA_M3_cv_species5_M3_f1.rds","schemeA_tobit","M3","cv_species5_M3_f1",FALSE,5,1,TRUE,TRUE,TRUE,40,"PASS",1.00251946651668,3317.77294328824,4382.40405848791,0,0,0.922444267214548
"schemeA_M3_cv_species5_M3_f2.rds","schemeA_tobit","M3","cv_species5_M3_f2",FALSE,5,2,TRUE,TRUE,TRUE,41,"PASS",1.00147470845949,3168.47107092597,4563.52160316642,0,0,0.934961739697683
"schemeA_M3_cv_species5_M3_f3.rds","schemeA_tobit","M3","cv_species5_M3_f3",FALSE,5,3,TRUE,TRUE,TRUE,41,"PASS",1.00167285982132,2598.07266150422,4238.31862113697,0,0,0.889263157863794
"schemeA_M3_cv_species5_M3_f4.rds","schemeA_tobit","M3","cv_species5_M3_f4",FALSE,5,4,TRUE,TRUE,TRUE,41,"PASS",1.00300105695252,2681.48287490398,4317.97382953724,0,0,0.858002386800581
"schemeA_M3_cv_species5_M3_f5.rds","schemeA_tobit","M3","cv_species5_M3_f5",FALSE,5,5,TRUE,TRUE,TRUE,41,"PASS",1.00163801774975,3325.89055321052,4678.168152111,0,0,0.98387975864126
"schemeA_M3_full.rds","schemeA_tobit","M3","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.00206051882554,2998.80674627488,4623.95027335839,0,0,0.901878753674985
"schemeA_Null_cv_species10_Null_f1.rds","schemeA_tobit","Null","cv_species10_Null_f1",FALSE,10,1,TRUE,TRUE,TRUE,45,"PASS",1.00297401852348,2477.69357493799,2618.05632904785,0,0,0.925638318789707
"schemeA_Null_cv_species10_Null_f10.rds","schemeA_tobit","Null","cv_species10_Null_f10",FALSE,10,10,TRUE,TRUE,TRUE,46,"PASS",1.00233870946006,2942.9175856497,3144.7587881074,0,0,0.968975759613517
"schemeA_Null_cv_species10_Null_f2.rds","schemeA_tobit","Null","cv_species10_Null_f2",FALSE,10,2,TRUE,TRUE,TRUE,46,"PASS",1.00215395097148,2750.76432306942,3117.06607758421,0,0,0.990309909205894
"schemeA_Null_cv_species10_Null_f3.rds","schemeA_tobit","Null","cv_species10_Null_f3",FALSE,10,3,TRUE,TRUE,TRUE,46,"PASS",1.00213584842604,2749.85150658832,2971.42896204154,0,0,0.881794401069528
"schemeA_Null_cv_species10_Null_f4.rds","schemeA_tobit","Null","cv_species10_Null_f4",FALSE,10,4,TRUE,TRUE,TRUE,46,"PASS",1.00280638180608,2841.33165585282,3285.07322995509,0,0,0.899879218980293
"schemeA_Null_cv_species10_Null_f5.rds","schemeA_tobit","Null","cv_species10_Null_f5",FALSE,10,5,TRUE,TRUE,TRUE,46,"PASS",1.00300748207193,2433.3736649564,2896.89168895738,0,0,0.954085896015481
"schemeA_Null_cv_species10_Null_f6.rds","schemeA_tobit","Null","cv_species10_Null_f6",FALSE,10,6,TRUE,TRUE,TRUE,46,"PASS",1.00236222423172,2780.20212830972,3346.9791939481,0,0,0.938630647420756
"schemeA_Null_cv_species10_Null_f7.rds","schemeA_tobit","Null","cv_species10_Null_f7",FALSE,10,7,TRUE,TRUE,TRUE,46,"PASS",1.0012795512221,2757.00636664082,3316.45597383866,0,0,0.991776722164489
"schemeA_Null_cv_species10_Null_f8.rds","schemeA_tobit","Null","cv_species10_Null_f8",FALSE,10,8,TRUE,TRUE,TRUE,46,"PASS",1.00154935701637,2758.84091499537,2985.79876512113,0,0,0.879663735414746
"schemeA_Null_cv_species10_Null_f9.rds","schemeA_tobit","Null","cv_species10_Null_f9",FALSE,10,9,TRUE,TRUE,TRUE,46,"PASS",1.00085554317772,2925.55324717943,3613.51044709662,0,0,0.992502575937736
"schemeA_Null_cv_species5_Null_f1.rds","schemeA_tobit","Null","cv_species5_Null_f1",FALSE,5,1,TRUE,TRUE,TRUE,40,"PASS",1.00265456895154,2669.24013576704,2768.08131557676,0,0,0.932554448024943
"schemeA_Null_cv_species5_Null_f2.rds","schemeA_tobit","Null","cv_species5_Null_f2",FALSE,5,2,TRUE,TRUE,TRUE,41,"PASS",1.00390558401088,2398.65690686781,2531.13423815854,0,0,0.988795272729806
"schemeA_Null_cv_species5_Null_f3.rds","schemeA_tobit","Null","cv_species5_Null_f3",FALSE,5,3,TRUE,TRUE,TRUE,41,"PASS",1.00093984125795,2942.2447396902,2931.93765407674,0,0,0.983342154606718
"schemeA_Null_cv_species5_Null_f4.rds","schemeA_tobit","Null","cv_species5_Null_f4",FALSE,5,4,TRUE,TRUE,TRUE,41,"PASS",1.00215010609885,2693.47813432121,2775.43652041239,0,0,0.918748151971403
"schemeA_Null_cv_species5_Null_f5.rds","schemeA_tobit","Null","cv_species5_Null_f5",FALSE,5,5,TRUE,TRUE,TRUE,41,"PASS",1.00145704943728,2442.26303678644,2371.9257039909,0,0,0.847222100970655
"schemeA_Null_full.rds","schemeA_tobit","Null","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.00173953054938,2734.22075879891,3400.62535601294,0,0,0.990852757567584
"schemeA_Site315_cv_species10_Site315_f1.rds","schemeA_tobit","Site315","cv_species10_Site315_f1",FALSE,10,1,TRUE,TRUE,TRUE,45,"PASS",1.00096942155768,3493.56269142927,4256.91542207657,0,0,1.00378500427807
"schemeA_Site315_cv_species10_Site315_f10.rds","schemeA_tobit","Site315","cv_species10_Site315_f10",FALSE,10,10,TRUE,TRUE,TRUE,46,"PASS",1.0012341338041,3066.67846661804,3737.63231679319,0,0,0.982980825080326
"schemeA_Site315_cv_species10_Site315_f2.rds","schemeA_tobit","Site315","cv_species10_Site315_f2",FALSE,10,2,TRUE,TRUE,TRUE,46,"PASS",1.00151699723379,3325.23909997257,4348.37599741103,0,0,0.972380368278891
"schemeA_Site315_cv_species10_Site315_f3.rds","schemeA_tobit","Site315","cv_species10_Site315_f3",FALSE,10,3,TRUE,TRUE,TRUE,46,"PASS",1.00160407705659,3027.33774728931,3855.9890071269,0,0,0.922381570761079
"schemeA_Site315_cv_species10_Site315_f4.rds","schemeA_tobit","Site315","cv_species10_Site315_f4",FALSE,10,4,TRUE,TRUE,TRUE,46,"PASS",1.00088697403698,3372.59914300971,4207.11049040793,0,0,0.973186869388214
"schemeA_Site315_cv_species10_Site315_f5.rds","schemeA_tobit","Site315","cv_species10_Site315_f5",FALSE,10,5,TRUE,TRUE,TRUE,46,"PASS",1.00219657936768,3198.9564565962,4136.15092636607,0,0,0.960449363866832
"schemeA_Site315_cv_species10_Site315_f6.rds","schemeA_tobit","Site315","cv_species10_Site315_f6",FALSE,10,6,TRUE,TRUE,TRUE,46,"PASS",1.00129313102079,3468.94566040825,4096.89634400171,0,0,0.962937123280307
"schemeA_Site315_cv_species10_Site315_f7.rds","schemeA_tobit","Site315","cv_species10_Site315_f7",FALSE,10,7,TRUE,TRUE,TRUE,46,"PASS",1.00150139228456,3245.78656868842,3695.05145581072,0,0,0.925654402427257
"schemeA_Site315_cv_species10_Site315_f8.rds","schemeA_tobit","Site315","cv_species10_Site315_f8",FALSE,10,8,TRUE,TRUE,TRUE,46,"PASS",1.00089042254011,3327.02715475484,4249.50918903347,0,0,0.928657436131608
"schemeA_Site315_cv_species10_Site315_f9.rds","schemeA_tobit","Site315","cv_species10_Site315_f9",FALSE,10,9,TRUE,TRUE,TRUE,46,"PASS",1.00076537861214,3411.21687121096,4211.4233539082,0,0,0.924008265434781
"schemeA_Site315_cv_species5_Site315_f1.rds","schemeA_tobit","Site315","cv_species5_Site315_f1",FALSE,5,1,TRUE,TRUE,TRUE,40,"PASS",1.00182674729845,3116.18789264447,4369.93026449424,0,0,0.939936803781053
"schemeA_Site315_cv_species5_Site315_f2.rds","schemeA_tobit","Site315","cv_species5_Site315_f2",FALSE,5,2,TRUE,TRUE,TRUE,41,"PASS",1.00087456714853,3535.84031609739,4163.64649026455,0,0,0.96395068694085
"schemeA_Site315_cv_species5_Site315_f3.rds","schemeA_tobit","Site315","cv_species5_Site315_f3",FALSE,5,3,TRUE,TRUE,TRUE,41,"PASS",1.00026075878171,3589.77915177811,4407.21684090875,0,0,1.01254954949549
"schemeA_Site315_cv_species5_Site315_f4.rds","schemeA_tobit","Site315","cv_species5_Site315_f4",FALSE,5,4,TRUE,TRUE,TRUE,41,"PASS",1.00112071493444,3623.73054805716,4324.25508420851,0,0,0.946966824765885
"schemeA_Site315_cv_species5_Site315_f5.rds","schemeA_tobit","Site315","cv_species5_Site315_f5",FALSE,5,5,TRUE,TRUE,TRUE,41,"PASS",1.00169513633577,3461.19045109697,4590.47596655414,0,0,0.959388311693736
"schemeA_Site315_full.rds","schemeA_tobit","Site315","full",TRUE,0,0,TRUE,TRUE,TRUE,51,"PASS",1.00200377972475,3366.91597403307,4277.76582984094,0,0,0.972143289642947
