"FPR","TPR","Design","Model"
0.0833333333333333,0.0775862068965517,"species5","M1"
0.0833333333333333,0.0862068965517241,"species5","M1"
0.111111111111111,0.0862068965517241,"species5","M1"
0.138888888888889,0.0862068965517241,"species5","M1"
0.166666666666667,0.0862068965517241,"species5","M1"
0.194444444444444,0.0862068965517241,"species5","M1"
0.222222222222222,0.0862068965517241,"species5","M1"
0.222222222222222,0.0948275862068965,"species5","M1"
0.222222222222222,0.103448275862069,"species5","M1"
0.222222222222222,0.112068965517241,"species5","M1"
0.222222222222222,0.120689655172414,"species5","M1"
0.222222222222222,0.129310344827586,"species5","M1"
0.222222222222222,0.137931034482759,"species5","M1"
0.222222222222222,0.146551724137931,"species5","M1"
0.25,0.146551724137931,"species5","M1"
0.25,0.155172413793103,"species5","M1"
0.25,0.163793103448276,"species5","M1"
0.25,0.172413793103448,"species5","M1"
0.25,0.181034482758621,"species5","M1"
0.25,0.189655172413793,"species5","M1"
0.25,0.198275862068966,"species5","M1"
0.25,0.206896551724138,"species5","M1"
0.25,0.21551724137931,"species5","M1"
0.25,0.224137931034483,"species5","M1"
0.25,0.232758620689655,"species5","M1"
0.277777777777778,0.232758620689655,"species5","M1"
0.277777777777778,0.241379310344828,"species5","M1"
0.277777777777778,0.25,"species5","M1"
0.305555555555556,0.25,"species5","M1"
0.305555555555556,0.258620689655172,"species5","M1"
0.333333333333333,0.258620689655172,"species5","M1"
0.333333333333333,0.267241379310345,"species5","M1"
0.333333333333333,0.275862068965517,"species5","M1"
0.333333333333333,0.28448275862069,"species5","M1"
0.333333333333333,0.293103448275862,"species5","M1"
0.333333333333333,0.301724137931034,"species5","M1"
0.333333333333333,0.310344827586207,"species5","M1"
0.361111111111111,0.310344827586207,"species5","M1"
0.388888888888889,0.310344827586207,"species5","M1"
0.416666666666667,0.310344827586207,"species5","M1"
0.444444444444444,0.310344827586207,"species5","M1"
0.472222222222222,0.310344827586207,"species5","M1"
0.5,0.310344827586207,"species5","M1"
0.527777777777778,0.310344827586207,"species5","M1"
0.555555555555556,0.310344827586207,"species5","M1"
0.555555555555556,0.318965517241379,"species5","M1"
0.555555555555556,0.327586206896552,"species5","M1"
0.555555555555556,0.336206896551724,"species5","M1"
